name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_radius,log_mass,mass_source
K2-343 Ab,0.013677501724261644,0.1472,2.787174,0.03057,0.1012,653.0,Primary Transit,K2-343 A,-0.1,0.4899999999999999,0.46,3804.0,271920.4360014568,0.0689145976679173,2.240635206328435e+17,1.0652173913043477,0.0528133514448685,-1.5147045612739112,16.028786391887472,0.3587863549243786,5.034108654557409,0.32,-1.915963072687361,,Predicted
K2-343 Ac,0.026452938504485764,0.1801999999999999,7.676972,0.06,0.065394,465.0,Primary Transit,K2-343 A,-0.1,0.4899999999999999,0.46,3804.0,272851.3846702964,0.049106746570233,5.816470533696e+16,1.0652173913043477,0.0234727963056267,-1.2218487496163564,8.166666666666666,0.1302596909302261,5.034108654557409,0.3917391304347826,-1.7136879338078996,,Predicted
K2-344 b,0.014747032539311429,0.1418999999999999,3.35585,0.035635963354574,0.162194,722.0,Primary Transit,K2-344,-0.95,0.51,0.49,4374.0,248851.10294117624,0.0667215046431306,2.8822928703799472e+17,1.0408163265306123,0.0422843690868185,-1.4481114963332684,14.311385240958804,0.297987097158693,4.3349284736801845,0.2895918367346938,-1.9526326948161403,,Predicted
K2-345 b,0.036102004690159124,0.1855999999999999,10.367437,0.07673,0.114,437.0,Primary Transit,K2-345,0.26,0.56,0.52,3779.0,237928.91016608424,0.0465022173387588,3.4639943203546108e+16,1.076923076923077,0.0179022066881139,-1.1150348017992673,7.298318780138147,0.0964558550006139,3.982703686845699,0.3569230769230769,-1.684161458630037,,Predicted
K2-346 b,0.033583635926183145,0.2016,26.201446,0.154,0.0,450.0,Primary Transit,K2-346,-0.18,0.71,0.7,4801.0,187969.9201621011,0.0369296617181225,2.240192723305789e+16,1.0142857142857142,0.0076942318374337,-0.8124792791635369,4.6103896103896105,0.0381658325269529,2.06997084548105,0.288,-1.6014697427849236,,Predicted
K2-347 b,0.020971605723273636,0.215,7.187257,0.063488,0.1792,640.0,Primary Transit,K2-347,-0.26,0.66,0.63,4599.0,201860.5306661958,0.0555019625403985,1.1098654856706658e+17,1.0476190476190477,0.0299140548334364,-1.1973083538619342,10.395665322580646,0.1391351387601695,2.639503773290621,0.3412698412698413,-1.5371172508544744,,Predicted
K2-348 b,0.044438848926175376,0.2908,4.688418,0.05154,0.2776,908.0,Primary Transit,K2-348,0.13,0.83,0.85,5077.0,160553.36291565676,0.0690713521558947,2.5011505009805136e+17,0.976470588235294,0.0620251863208442,-1.287855585785114,16.103996895615055,0.2132915623137697,1.3515163851007532,0.3421176470588235,-1.2351195333227727,,Predicted
K2-348 c,0.028025604683344394,0.2382,12.550171,0.09937,0.0294,655.0,Primary Transit,K2-348,0.13,0.83,0.85,5077.0,160521.5767638716,0.0497491328185437,6.728497168399631e+16,0.976470588235294,0.0189798210717606,-1.0027447101798967,8.352621515547952,0.0796801892181389,1.3515163851007532,0.2802352941176471,-1.4346446220609372,,Predicted
K2-349 b,0.01526116877857217,0.1230999999999999,9.032178,0.06915,0.214,518.0,Primary Transit,K2-349,-0.66,0.54,0.49,4385.0,246722.30979733588,0.0481038199193448,7.732038750693395e+16,1.1020408163265307,0.0136290493832163,-1.160207815554671,7.809110629067245,0.1107152671260464,4.589924266249607,0.2512244897959184,-2.0947582457917293,,Predicted
K2-350 Ab,0.01446483575191378,0.1374,4.163873,0.0503,0.236,1158.0,Primary Transit,K2-350 A,-0.02,0.98,1.04,5789.0,136235.7210179237,0.0759015034683174,4.43892930202262e+17,0.9423076923076924,0.0329981245825701,-1.298432014944073,19.4831013916501,0.2401610231628102,0.8712164314974965,0.1321153846153846,-1.984858899193888,,Predicted
K2-350 Ac,0.03995711281543788,0.2444,19.991944,0.1432,0.1758,687.0,Primary Transit,K2-350 A,-0.02,0.98,1.04,5789.0,136107.1685136877,0.0450057351095079,5.476816148525722e+16,0.9423076923076924,0.0122249241994675,-0.8440569820281633,6.843575418994414,0.0500201481156609,0.8712164314974965,0.235,-1.4089490516846968,,Predicted
K2-351 b,0.030696501615236696,0.2266,7.806164,0.07755,0.2418,934.0,Primary Transit,K2-351,0.08,1.02,1.05,5769.0,130656.17377190237,0.0624200337799432,1.8417833880387e+17,0.9714285714285714,0.0290283422177653,-1.1104181978503762,13.152804642166345,0.128103893282283,0.8811143505021055,0.2158095238095237,-1.4845689303882312,,Predicted
K2-352 b,0.04197375218071322,0.17,8.23,0.0974,0.0742,527.4,Primary Transit,K2-352,-0.0224,0.92,0.96,5533.0,139466.00274725264,0.0516290683000081,9.032184334005978e+16,0.9865269461077844,0.0206561360874848,-1.0114410431213845,8.830474890037763,0.1215066828675577,1.0963722511574077,0.2542857142857143,-1.7719568419318752,,Predicted
K2-352 c,0.03735022346410211,0.196,14.87,0.0974,0.02,487.0,Primary Transit,K2-352,-0.018,0.7424,0.96,5533.0,139466.00274725264,0.0516290683000081,9.032184334005978e+16,0.9865269461077844,0.0131809011432414,-1.0114410431213845,8.830474890037763,0.0672494956287827,1.0963722511574077,0.2542857142857143,-1.6296406197516198,,Predicted
K2-352 d,0.041152257867130795,0.1712999999999999,3.665912,0.0974,0.1324,727.0,Primary Transit,K2-352,-0.081,0.888,0.96,5533.0,139466.00274725264,0.0516290683000081,9.032184334005978e+16,0.9865269461077844,0.0467277992488635,-1.0114410431213845,8.830474890037763,0.2727834165140898,1.0963722511574077,0.2542857142857143,-1.7643388736520629,,Predicted
K2-353 Ab,0.05762578021391231,0.4951,15.466805,0.116,0.1552,735.0,Primary Transit,K2-353 A,-0.21,0.87,0.99,5698.0,153259.44643847187,0.047123468333171,7.833823837526872e+16,0.8787878787878788,0.0320104895613541,-0.9355420107730816,7.5,0.0646545941453325,0.8966308323516772,0.50010101010101,-0.7029955166147597,,Predicted
K2-354 b,0.011684966711184581,0.1392,3.793306,0.0365312743082618,0.106,543.0,Primary Transit,K2-354,-0.04,0.43,0.41,3669.0,295148.98255813937,0.0605099525285378,1.3578794111326147e+17,1.048780487804878,0.0366962222399142,-1.437335178174238,11.770736393467454,0.2636222862062802,6.239027292117063,0.3395121951219512,-1.9718435310818176,,Predicted
K2-355 b,0.021879569494163822,0.2007,5.7385647,0.0632,0.0586,1066.0,Primary Transit,K2-355,-0.12,0.96,0.92,5790.0,130453.37824475984,0.0691980193956425,2.8137149515552397e+17,1.0434782608695652,0.0349739020978538,-1.1992829217176149,15.189873417721516,0.1742596018826798,1.2328429358099775,0.2181521739130434,-1.6059440231798447,,Predicted
K2-356 b,0.05204570027512646,0.2043,21.0267366,0.1599,0.293,624.0,Primary Transit,K2-356,-0.11,0.9,0.86,5568.0,108142.98613307891,0.0477811345493344,3.759239357640177e+16,1.0465116279069768,0.0097162010390143,-0.7961515362537653,5.628517823639776,0.0475584974988463,1.414969751091099,0.2375581395348837,-1.5881657771585609,,Predicted
K2-357 b,0.06398973853416032,0.3319,16.3488637,0.145,0.2522,735.0,Primary Transit,K2-357,-0.02,0.98,1.0,5794.0,87674.06430150566,0.0557263113974728,5.360162536171682e+16,0.98,0.0203011050853644,-0.8386319977650252,6.758620689655173,0.061166330477145,0.98,0.3319,-1.102921560256208,,Predicted
K2-358 b,0.027473337199462964,0.2391,11.2510285,0.0863,0.2593999999999999,888.0,Primary Transit,K2-358,-0.07,0.93,0.91,5650.0,196948.22109004983,0.0481946065650441,1.3682712441710114e+17,1.021978021978022,0.0212513904839899,-1.0639892042847905,10.776361529548089,0.0888807632120032,1.2341239246202411,0.2627472527472527,-1.430873404517858,,Predicted
K2-359 b,0.014696833343839708,0.134,0.72091,0.01536,0.2493999999999999,1192.0,Primary Transit,K2-359,0.314,0.93,1.087,5382.73,143412.97748464125,0.1338720871097341,3.558180313273378e+18,0.8555657773689053,0.1858761842671068,-1.8136087843045068,60.546875,1.387135703485872,0.7240929453708631,0.1232750689972401,-2.0099154790312257,,Predicted
K2-35 b,0.013908098805799553,0.118,2.399964,0.031,0.13,629.6,Primary Transit,K2-35,0.04,0.7,0.62,4402.71,193341.18362243637,0.0811590276031503,3.909821519261125e+17,1.129032258064516,0.0491674041777293,-1.5086383061657274,22.58064516129032,0.416672916760418,2.9371286630190325,0.1903225806451612,-2.137070654516472,,Predicted
K2-35 c,0.0348628580242654,0.172,5.608352,0.055,0.12,660.576,Primary Transit,K2-35,0.04,0.7,0.62,4402.71,189052.51483638768,0.0616179569140591,1.2420953652925426e+17,1.129032258064516,0.0306685457688818,-1.259637310505756,12.727272727272728,0.1783054986562897,2.9371286630190325,0.2774193548387096,-1.760260802168684,,Predicted
K2-360 c,0.07350155222931568,0.33464,9.79692,0.0883,0.13,912.0,Radial Velocity,K2-360,0.0179999999999999,1.018,0.99,5711.17,139410.99044155722,0.0566305800827155,1.3645169772570573e+17,1.0282828282828282,0.0242621329866395,-1.0540392964224314,11.528878822197056,0.1020728963796785,1.0491611348666752,0.2542857142857143,-1.094699951848194,,Predicted
K2-361 b,0.011382630969550235,0.1069999999999999,0.578657,0.013596,0.132,1380.4,Primary Transit,K2-361,-0.39,1.0,0.912,5627.0,133232.12493063748,0.1476283660897797,5.423571236180783e+18,1.0964912280701753,0.1849109230511339,-1.866588844088978,73.55104442483083,1.7281394677676067,1.3183037425820627,0.1173245614035087,-2.234926444520231,,Predicted
K2-361 c,0.029028744632164993,0.205,11.811437,0.1015,0.1258,965.8,Primary Transit,K2-361,-0.39,1.0,0.912,5627.0,133415.82587951,0.0539937103909311,9.731405645083754e+16,1.0964912280701753,0.0173560592161648,-0.9935339577507682,9.852216748768472,0.0846637034934868,1.3183037425820627,0.2247807017543859,-1.584745299843729,,Predicted
K2-362 b,0.009273524754953797,0.0882999999999999,0.762406,0.01606,0.1954,1386.2,Primary Transit,K2-362,0.28,0.95,0.89,5620.0,140325.30282211036,0.1323546194984091,3.8677124674128297e+18,1.0674157303370786,0.1158175565250011,-1.794254459057338,59.15317559153175,1.3116371067384045,1.3475769856546882,0.0992134831460674,-2.427015171372223,,Predicted
K2-363 b,0.004993877171574894,0.098,0.728113,0.0118,0.168,932.0,Primary Transit,K2-363,-0.18,0.418,0.4239,3506.0,322664.7690178889,0.1018270332005047,1.085134652580408e+18,0.986081623024298,0.1345944928877797,-1.9281179926938743,35.42372881355932,1.3734131927324469,5.487645294526638,0.2311866006133522,-2.322787800311565,,Predicted
K2-368 b,0.013340409519213286,0.13266,5.02629,0.052109,0.1628,1097.4,Primary Transit,K2-368,-0.2499999999999999,0.746,0.663,4663.0,178548.77212851285,0.065139596635256,1.7411499873218675e+17,1.1251885369532428,0.0263932244259682,-1.283087261100156,14.316145003742156,0.1989539003917402,2.5597540703581068,0.2000904977375565,-2.0199658148847277,,Predicted
K2-368 c,0.024923336921219057,0.19021,20.2009,0.131675,0.1227999999999999,648.376,Primary Transit,K2-368,-0.2499999999999999,0.746,0.663,4663.0,178743.99338985016,0.0409555230372345,2.7268108146395708e+16,1.1251885369532428,0.0094159171126038,-0.8804966729704815,5.665464211125879,0.0495027449272062,2.5597540703581068,0.286892911010558,-1.6596265540173876,,Predicted
K2-368 d,0.017881351154513864,0.13855,9.65869,0.080477,0.1628,657.4000000000001,Primary Transit,K2-368,-0.2499999999999999,0.746,0.663,4663.0,178986.84768927548,0.0523520170919546,7.299920069153883e+16,1.1251885369532428,0.0143445953850884,-1.0943282214995007,9.269729239410015,0.1035337090226521,2.5597540703581068,0.2089743589743589,-1.9765240076731496,,Predicted
K2-37 b,0.013706312757943196,0.1439999999999999,4.44117,0.0511,0.329,974.0,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,147819.62445884102,0.0722941858106933,3.287837223830182e+17,1.0588235294117647,0.0324238882997048,-1.2915790998652872,17.61252446183953,0.2251658909701722,1.4654996946875638,0.1694117647058823,-1.9379419794061368,,Predicted
K2-37 c,0.031887305245280176,0.245,6.42904,0.0654,0.357,861.0,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,147760.7241113405,0.0639162797384282,2.0072275615683325e+17,1.0588235294117647,0.0381083334370294,-1.1844222516757328,13.761467889908255,0.1555442181103244,1.4654996946875638,0.288235294117647,-1.40649706843741,,Predicted
K2-37 d,0.02688764788662583,0.244,14.09189,0.1103,0.357,663.0,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,147983.04233595936,0.0491797295736702,7.056690717590952e+16,1.0588235294117647,0.0173149236901508,-0.9574244875598096,8.159564823209429,0.070962802008815,1.4654996946875638,0.2870588235294117,-1.410587053688935,,Predicted
K2-381 b,0.026838358755858983,0.1981,16.0343,0.11306,0.025,589.576,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,177898.81962389173,0.0443035823721474,3.13168181488603e+16,1.117037037037037,0.0123547644736595,-0.9466910188759,6.6690252963028485,0.0623663022395739,2.4516587918508352,0.2934814814814814,-1.6189833252776318,,Predicted
K2-381 c,0.006348063010907154,0.08886,7.9388,0.07,0.055,867.6,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,183745.0304373177,0.0554016943999812,8.169575913008998e+16,1.117037037037037,0.0111931274247997,-1.154901959985743,10.77142857142857,0.1259636217060513,2.4516587918508352,0.1316444444444444,-2.420693181474374,,Predicted
K2-381 d,0.01914068111525591,0.15033,26.8054,0.159237,0.0794,657.4000000000001,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,177955.99525807102,0.0373251501100284,1.5787291167081414e+16,1.117037037037037,0.005608198348094,-0.7979560130505037,4.735080414727733,0.0373059159721548,2.4516587918508352,0.222711111111111,-1.894922401342394,,Predicted
K2-384 b,0.0048618260657460645,0.09599,2.231527,0.0234820582951729,0.0258,1037.2,Primary Transit,K2-384,0.07,0.3299999999999999,0.348,3623.0,384588.06818181794,0.0661171133768782,3.124647369750943e+17,0.9482758620689656,0.0430153881176432,-1.629263838128964,14.053282546693795,0.4481236391045235,7.830260454394287,0.2758333333333334,-2.343511259606691,,Predicted
K2-384 c,0.007046215201496816,0.10625,4.194766,0.0357662348666233,0.0258,1037.2,Primary Transit,K2-384,0.07,0.3299999999999999,0.348,3623.0,384588.068181818,0.0535729243078402,1.3468737473175136e+17,0.9482758620689656,0.0253291840355338,-1.446526775890005,9.22657923683078,0.2383923203344358,7.830260454394287,0.305316091954023,-2.241960471177611,,Predicted
K2-384 d,0.012559372769684267,0.1241899999999999,6.679582,0.0487716657120986,0.062,1129.4,Primary Transit,K2-384,0.07,0.3299999999999999,0.348,3623.0,384588.06818181794,0.0458773338524674,7.243328124507507e+16,0.9482758620689656,0.0185924807869714,-1.3118324115763786,6.766223691189986,0.1497099668811611,7.830260454394287,0.356867816091954,-2.085942628022196,,Predicted
K2-384  e,0.01128517343922679,0.1199899999999999,9.715043,0.0626081997362084,0.062,1129.4,Primary Transit,K2-384,0.07,0.3299999999999999,0.348,3623.0,384588.06818181794,0.0404917323259927,4.395526513172063e+16,0.9482758620689656,0.0123509489355837,-1.2033687839304446,5.270875083302381,0.1029331522258831,7.830260454394287,0.3447988505747126,-2.12034687300584,,Predicted
K2-384 f,0.022649756114279013,0.19824,13.62749,0.0784534378592755,0.0123999999999999,467.6,Primary Transit,K2-384,0.07,0.3299999999999999,0.348,3623.0,384588.06818181794,0.0361722876373511,2.7992995708119828e+16,0.9482758620689656,0.0145470662609181,-1.1053880207118492,4.206316625562436,0.0733810848512822,7.830260454394287,0.5696551724137932,-1.6182768611013048,,Predicted
K2-411 b,0.010326391115287072,0.088305,3.2141,0.0511,0.1596,897.8,Primary Transit,K2-411,0.14,1.018,1.375,5711.0,77420.51736877262,0.0998944554297865,4.0738669433000064e+17,0.7403636363636363,0.0274742540680128,-1.2915790998652872,19.921722113502938,0.3111290874583864,0.3915972952667167,0.0642218181818181,-2.4269585478338023,,Predicted
K2-412 b,0.042976716687927734,0.1887799999999999,5.9382,0.0586,0.22,558.22,Primary Transit,K2-412,0.014,0.893,0.977,5590.0,175233.36195861318,0.0620044220472068,2.8434919265512704e+17,0.9140225179119754,0.0317907783503418,-1.2321023839819094,15.238907849829353,0.168401199016537,0.9575639062951208,0.1932241555783009,-1.667172963085339,,Predicted
K2-413 b,0.0017766713034336845,0.0677939999999999,0.8094,0.0117,0.1648,1128.8,Primary Transit,K2-413,-0.205,0.808,0.7,4116.0,409042.8586681052,0.0908243984358798,2.096668357074556e+18,1.1542857142857144,0.0837583395107487,-1.9318141382538383,69.05982905982906,1.2354830738818878,2.355685131195336,0.0968485714285714,-2.691281583526973,,Predicted
K2-413 c,0.017380549355259785,0.1099749999999999,5.3301,0.0426,0.0416,1252.2,Primary Transit,K2-413,-0.205,0.808,0.7,4116.0,367486.94624268793,0.0502173869319244,1.5815475952739536e+17,1.1542857142857144,0.0206328211478208,-1.3705904008972811,18.967136150234744,0.1876137408303784,2.355685131195336,0.1571071428571428,-2.2075022117473537,,Predicted
K2-414 b,0.017288450205756783,0.10875,4.3696,0.0487,0.06,1149.4,Primary Transit,K2-414,-0.1,0.814,0.732,4343.0,165308.99361369113,0.070027262097136,1.5000350087878307e+17,1.1120218579234973,0.0248878615891614,-1.3124710387853658,16.714579055441476,0.2288538996704504,2.0753491032941738,0.1485655737704918,-2.2187036090133434,,Predicted
K2-414 c,0.027856542846461087,0.172068,6.669,0.0552,0.074,707.1999999999999,Primary Transit,K2-414,-0.1,0.814,0.732,4343.0,264426.02813964,0.0520065720432318,1.1675652534892912e+17,1.1120218579234973,0.0258011695906432,-1.258060922270801,14.7463768115942,0.149947518368571,2.0753491032941738,0.2350655737704918,-1.7598655314612346,,Predicted
K2-42 b,0.0869097722488248,0.192,6.68796,0.0617,0.248,505.4,Primary Transit,K2-42,-0.1034,0.7,0.64,4613.0,190428.45410811543,0.0579657374525237,1.1894973815722573e+17,1.09375,0.0287083056716846,-1.2097148359667584,11.345218800648295,0.1495224253733575,2.6702880859375,0.3,-1.6502599069543555,,Predicted
K2-43 b,0.22348943399011892,0.402,3.471149,0.0201,0.179,939.0,Primary Transit,K2-43,-0.118,0.57,0.54,3840.6,1483741.828985441,0.0363833487627035,5.385229243420061e+17,1.0555555555555554,0.1158117960364133,-1.6968039425795112,28.35820895522388,0.2880890448666997,3.619875019051973,0.7444444444444445,-0.911303190363116,,Predicted
K2-43 c,0.03149501767436029,0.216,2.198884,0.0148,0.143,1094.0,Primary Transit,K2-43,-0.2983999999999999,0.57,0.54,3840.6,1491487.0680956703,0.0422901537990443,9.9328271851449e+17,1.0555555555555554,0.0982316484180156,-1.8297382846050425,38.51351351351351,0.4547761500834059,3.619875019051973,0.3999999999999999,-1.5324768712979722,,Predicted
K2-45 b,0.099601378464586,0.599,1.7292684,0.0224,0.027594,451.0,Primary Transit,K2-45,-0.2712,0.5,0.45,4103.0,266060.71621095174,0.0813889566714008,5.648199541272342e+17,1.1111111111111112,0.3463892591803562,-1.6497519816658373,22.321428571428573,0.5782792306850689,5.486968449931412,1.3311111111111111,-0.5124936808666878,,Predicted
K2-46 b,0.0371990106488164,0.183,19.1541,0.13821,0.4185999999999999,788.16,Primary Transit,K2-46,-0.1699999999999999,0.96,1.29,6256.0,138964.89384583116,0.0453375016996512,8.018774973204493e+16,0.7441860465116279,0.0095540902469967,-0.8594605330276579,6.945951812459301,0.0522081434262116,0.4472003163942237,0.141860465116279,-1.698269126140716,,Predicted
K2-47 b,0.02411952011074327,0.169,31.6372,0.1779,0.193,609.8,Primary Transit,K2-47,-0.2396,0.75,0.76,5054.0,177773.9964622213,0.0353311502328666,2.061527128165541e+16,0.986842105263158,0.00534181280265,-0.7498240519160749,4.2158516020236085,0.0316083597789943,1.7085216503863536,0.2223684210526316,-1.7778565640590636,,Predicted
K2-48 b,0.028679893176259533,0.2,20.5065,0.1344,0.1573999999999999,659.0,Primary Transit,K2-48,-0.2769999999999999,0.77,0.73,4899.0,173214.9124145508,0.0411801187567325,3.188828922417541e+16,1.0547945205479452,0.0097530051447102,-0.8716007312821936,5.729166666666667,0.048765025723551,1.9793479462337125,0.273972602739726,-1.6094379124341005,,Predicted
K2-49 b,0.022807888769104345,0.172,2.77065,0.0309,0.3616,505.8,Primary Transit,K2-49,-0.2574,0.51,0.45,4175.0,260188.37962272365,0.0700739631464996,3.18206436768179e+17,1.1333333333333333,0.0620792954721816,-1.5100415205751654,16.50485436893204,0.3609261364661722,5.5967078189300405,0.3822222222222222,-1.760260802168684,,Predicted
K2-4 b,0.025324757182797836,0.187,10.003417,0.078,0.08,677.9200000000001,Primary Transit,K2-4,-0.12,0.64,0.684,4120.0,210869.096908008,0.0489921047937927,4.735868760026298e+16,0.935672514619883,0.0186936123926454,-1.1079053973095196,8.205128205128206,0.0999658416719007,1.9999156035615293,0.2733918128654971,-1.6766466621275504,,Predicted
K2-50 b,0.020763093877702914,0.1419999999999999,8.7529,0.0705,0.232,594.8,Primary Transit,K2-50,-0.009,0.61,0.96,5533.0,218643.5059098088,0.0506077487639708,9.032184334005978e+16,0.9865269461077844,0.0162231945983616,-1.1518108830086011,8.652482269503547,0.1142478492842372,1.0963722511574077,0.2542857142857143,-1.9519282213808768,,Predicted
K2-50 c,0.01711690428345202,0.089,3.96151,0.0422519931483573,0.194,794.4,Primary Transit,K2-50,-0.2552,0.61,0.96,5533.0,208055.84016393425,0.0670141189972538,9.032184334005978e+16,0.9865269461077844,0.0224661808249884,-1.3741527993079898,14.437188746531731,0.2524289980335781,1.0963722511574077,0.2542857142857143,-2.4191189092499967,,Predicted
K2-54 Bb,0.007611326270756845,0.1029999999999999,9.7843,0.0671,0.367,772.2,Primary Transit,K2-54 B,-0.2095999999999999,0.617,0.637,3996.0,316877.90643110813,0.043089616437737,5.663134520762346e+16,0.9686028257456828,0.0105270688756477,-1.173277479831008,9.195230998509686,0.1022045521907545,2.387079411551112,0.1616954474097331,-2.2730262907525014,,Predicted
K2-57 b,0.03959111053819756,0.187,9.0063,0.0746,0.2652,656.4000000000001,Primary Transit,K2-57,-0.1821999999999999,0.68,0.62,4434.0,195378.3043065497,0.0520441939437501,6.945525340632363e+16,1.0967741935483872,0.0207632435073226,-1.1272611725273312,9.115281501340483,0.1110333877396933,2.8532107012184893,0.3016129032258065,-1.6766466621275504,,Predicted
K2-58 b,0.0823090612916769,0.239,7.05254,0.0692,0.2289,443.8200000000001,Primary Transit,K2-58,-2.6020852139652106e-18,0.89,0.86,5413.0,150097.28362060923,0.0616510396618562,1.7928333383252054e+17,1.0348837209302326,0.0338884997461907,-1.1598939055432422,12.86127167630058,0.1417928859673252,1.3992478649678646,0.277906976744186,-1.4312917270506265,,Predicted
K2-58 c,0.015486316179916198,0.1449999999999999,2.53726,0.035,0.284,738.26,Primary Transit,K2-58,0.01,0.89,0.86,5413.0,150150.1646087463,0.0866728225531816,7.008353826316415e+17,1.0348837209302326,0.0571482622987001,-1.4559319556497243,25.428571428571427,0.3941259468875874,1.3992478649678646,0.1686046511627907,-1.9310215365615628,,Predicted
K2-58 d,0.02687720107506544,0.1529999999999999,22.8827,0.1517,0.1868999999999999,564.3,Primary Transit,K2-58,-0.0761999999999999,0.89,0.86,5413.0,149988.44112876305,0.0416541409492386,3.7306194212189816e+16,1.0348837209302326,0.0066862739099843,-0.8190144192132695,5.866842452208306,0.0437011366665647,1.3992478649678646,0.177906976744186,-1.8773173575897015,,Predicted
K2-59 b,0.03868892557108781,0.215,20.6921,0.1354,0.22,559.6,Primary Transit,K2-59,-0.0674,0.77,0.73,5055.0,172485.7192969685,0.0411144006936036,3.5616177824806256e+16,1.0547945205479452,0.010390438863141,-0.8683813356508745,5.68685376661743,0.0483276226192604,1.9793479462337125,0.2945205479452055,-1.5371172508544744,,Predicted
K2-59 c,0.025263234762489904,0.205,11.2954,0.0905,0.262,659.0,Primary Transit,K2-59,-0.216,0.77,0.73,5055.0,172130.36611211183,0.050341578899353,7.972370643760875e+16,1.0547945205479452,0.0181489810011154,-1.0433514207947967,8.50828729281768,0.0885316146395878,1.9793479462337125,0.2808219178082192,-1.584745299843729,,Predicted
K2-5 b,0.019103796927953623,0.17,5.73594,0.0532,0.28,565.0,Primary Transit,K2-5,-0.47,0.56,0.55,4066.0,218511.5022233562,0.0582756197488038,9.657088971632653e+16,1.0181818181818183,0.0296376879813945,-1.274088367704952,10.526315789473683,0.1743393410670265,3.365890308039068,0.3090909090909091,-1.7719568419318752,,Predicted
K2-5 c,0.024421175147275848,0.202,10.93241,0.0818,0.09,456.0,Primary Transit,K2-5,-0.47,0.56,0.55,4066.0,218359.40913985437,0.0470129237859987,4.084725625007264e+16,1.0181818181818183,0.018477170175652,-1.087246696328677,6.84596577017115,0.0914711394834258,3.365890308039068,0.3672727272727272,-1.5994875815809322,,Predicted
K2-61 b,0.05817183782427466,0.221,2.57302,0.0392,0.3018,571.4000000000001,Primary Transit,K2-61,0.0928,1.21,1.36,6293.0,109907.700826452,0.0957244265654521,1.0206075881265626e+18,0.8897058823529411,0.0858912872810938,-1.4067139329795428,30.867346938775512,0.388648358737981,0.4810261042133115,0.1624999999999999,-1.509592577464384,,Predicted
K2-63 b,0.06355608185959341,0.287,20.257,0.1627,0.10002406,1288.8,Primary Transit,K2-63,-0.026,1.4,1.63,6771.0,95276.89543806472,0.0504652342142527,7.940286069800454e+16,0.8588957055214724,0.0141679419459939,-0.7886124470631412,8.604794099569759,0.0493656513797699,0.323269865452773,0.1760736196319018,-1.248273063222516,,Predicted
K2-63 c,0.20871571028095504,0.348,25.4556,0.189,0.12802412,900.2,Primary Transit,K2-63,0.0019999999999999,1.4,1.63,6771.0,95980.1144584818,0.0466507182331959,5.884202996462811e+16,0.8588957055214724,0.0136708622071371,-0.7235381958267558,7.4074074074074066,0.0392840868021181,0.323269865452773,0.2134969325153374,-1.0555527992076628,,Predicted
K2-64 b,0.027351145849038402,0.1849999999999999,6.53044,0.0619,0.2957999999999999,609.576,Primary Transit,K2-64,-0.04,0.74,0.73,5312.0,179809.6270240488,0.0595563500337521,2.078025953618286e+17,1.0136986301369864,0.0283288721740035,-1.208309350979882,11.954765751211632,0.1531290387783977,1.9022304937830483,0.2534246575342466,-1.6873994539038124,,Predicted
K2-65 b,0.021495636226887025,0.1409999999999999,12.6475,0.1014,0.1776,824.5,Primary Transit,K2-65,0.0482,0.87,0.84,5213.0,153424.780692279,0.0503747768450689,7.18248933361111e+16,1.0357142857142858,0.0111484483099426,-0.9939620450026828,8.579881656804734,0.0790670092903735,1.4678490443796568,0.1678571428571428,-1.958995388603969,,Predicted
K2-68 b,0.012695450092368247,0.1409999999999999,8.05428,0.0708,0.1502,1041.0,Primary Transit,K2-68,0.039,0.73,0.68,4746.0,182790.5222783245,0.0552314446168142,1.0121489295745475e+17,1.0735294117647058,0.0175062202952964,-1.1499667423102309,10.310734463276836,0.124157590746783,2.3216466517402803,0.2073529411764705,-1.958995388603969,,Predicted
K2-69 b,0.07977116420487314,0.207,7.06599,0.0591,0.184,454.2000000000001,Primary Transit,K2-69,-0.1222,0.55,0.49,4127.0,241870.8853446392,0.0525526149420411,8.305445136513037e+16,1.1224489795918369,0.0292952579893263,-1.2284125191187447,9.30626057529611,0.1415229854556828,4.674922863772749,0.4224489795918367,-1.575036485716768,,Predicted
K2-6 b,0.0436109382580934,0.223,30.94191,0.1898,0.3074,615.0,Primary Transit,K2-6,-0.1,0.92,0.89,5692.0,140025.01016448915,0.0385415306069562,2.913849719494249e+16,1.0337078651685394,0.0072070534753672,-0.7217037919087261,4.847207586933615,0.0323186254500772,1.3050219229498037,0.250561797752809,-1.5005835075220182,,Predicted
