name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_mass,mass_source
Kepler-252 c,0.04881177074152305,0.192,10.848463,0.08,Primary Transit,Kepler-252,-0.67,0.52,0.55,4208.0,-1.6502599069543555,229861.62004368944,0.0463341972567327,4.899174974464e+16,0.9454545454545454,0.0176983596662494,-1.0969100130080565,6.5,0.0921789565950494,3.1254695717505627,0.349090909090909,,Predicted
Kepler-253 b,0.013275352540834269,0.145,3.783986,0.046,Primary Transit,Kepler-253,0.052,1.02,0.79,5208.0,-1.9310215365615624,147104.36064966716,0.0763814993317261,3.4767081758681286e+17,0.9957332605531296,0.0383193806742413,-1.337242168318426,11.632943684351554,0.2642715908568372,1.146640925529523,0.1835443037974683,,Predicted
Kepler-253 c,0.0326293842398681,0.236,10.281951,0.089,Primary Transit,Kepler-253,0.052,1.02,0.79,5208.0,-1.443923473956527,149961.93643465315,0.0543869050084933,9.287608256706174e+16,0.9957332605531296,0.0229528423156266,-1.0506099933550872,11.632943684351554,0.0972578064221469,1.146640925529523,0.2987341772151898,,Predicted
Kepler-253 d,0.04301471250292122,0.283,18.119869,0.13,Primary Transit,Kepler-253,0.052,1.02,0.79,5208.0,-1.2623083813388996,149444.53917940875,0.0450783661809777,4.353085503039621e+16,0.9957332605531296,0.0156182144583937,-0.8860566476931632,11.632943684351554,0.0551880369554548,1.146640925529523,0.3582278481012658,,Predicted
Kepler-254 b,0.060310520150623485,0.345,5.826662,0.064,Primary Transit,Kepler-254,-0.191,0.708,0.91,5957.0,-1.0642108619507773,129508.9342584381,0.0690144476648025,3.074329783327151e+17,0.9957332605531296,0.0592105737384457,-1.193820026016113,11.632943684351554,0.1716248514157849,1.146640925529523,0.3791208791208791,,Predicted
Kepler-254 c,0.026168525584706986,0.192,12.412183,0.105,Primary Transit,Kepler-254,-0.191,0.708,0.91,5957.0,-1.6502599069543555,133084.79587559792,0.0531521697072832,1.1421727702955114e+17,0.9957332605531296,0.0154686729965228,-0.978810700930062,11.632943684351554,0.0805660051902231,1.146640925529523,0.210989010989011,,Predicted
Kepler-254 d,0.0341554225258137,0.223,18.746477,0.139,Primary Transit,Kepler-254,-0.191,0.708,0.91,5957.0,-1.5005835075220182,130856.38726547916,0.0465881006707533,6.517496399000055e+16,0.9957332605531296,0.0118955684313377,-0.8569851997459049,11.632943684351554,0.0533433561943398,1.146640925529523,0.245054945054945,,Predicted
Kepler-255 b,0.01216674249080266,0.138,5.714606,0.063,Primary Transit,Kepler-255,0.212,0.97,0.93,5573.0,-1.980501593824932,130602.33370220798,0.0692682355270536,2.430384984308997e+17,1.043010752688172,0.0241486464683654,-1.2006594505464183,15.396825396825395,0.1749901917997496,1.205932191800407,0.1483870967741935,,Predicted
Kepler-255 c,0.04496093473780241,0.267,9.946047,0.092,Primary Transit,Kepler-255,0.212,0.97,0.93,5573.0,-1.3205066205818874,127039.13624739178,0.0581188735847037,1.1396736770702282e+17,1.043010752688172,0.0268448359433652,-1.0362121726544449,10.543478260869565,0.1005424567167237,1.205932191800407,0.2870967741935484,,Predicted
Kepler-255 d,0.00921787192076827,0.118,1.04562266,0.0202925825030961,Primary Transit,Kepler-255,0.212,0.97,0.93,5573.0,-2.137070654516472,130839.23969072156,0.1219388801579562,2.342510420731015e+18,1.043010752688172,0.1128514181205675,-1.6926626796559625,47.80071732378077,0.9563679501743008,1.205932191800407,0.1268817204301075,,Predicted
Kepler-256 b,0.011746322177386203,0.142,1.620493,0.027,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0,-1.9519282213808764,133414.4979448763,0.1046878963956332,1.3024389665119355e+18,0.7846153846153846,0.0876276540534269,-1.5686362358410126,37.77777777777778,0.6170961553058236,0.4642694583522986,0.1092307692307692,,Predicted
Kepler-256 c,0.022347310772893716,0.192,3.38802,0.045,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0,-1.6502599069543555,125966.30475061727,0.0834538576581842,4.688780279442968e+17,0.7846153846153846,0.0566702675899197,-1.3467874862246565,22.666666666666668,0.2951576436974988,0.4642694583522986,0.1476923076923076,,Predicted
Kepler-256 d,0.04004157747933484,0.221,5.839172,0.064,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0,-1.509592577464384,130065.64958795164,0.0688665892457858,2.3180615395195334e+17,0.7846153846153846,0.0378478318501321,-1.193820026016113,15.9375,0.1712571576929057,0.4642694583522986,0.1699999999999999,,Predicted
Kepler-256 e,0.02039386201395162,0.21,10.681572,0.096,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0,-1.5606477482646683,128960.4813087565,0.0564697583360614,1.0302495731197928e+17,0.7846153846153846,0.0196600275689758,-1.0177287669604316,10.625,0.0936191788998847,0.4642694583522986,0.1615384615384615,,Predicted
Kepler-257 b,0.034639477740989265,0.233,2.382667,0.034,Primary Transit,Kepler-257,0.315,0.948,1.04,5180.0,-1.4567168254164364,144440.8211095308,0.0896593189245941,6.228180707266436e+17,0.9957332605531296,0.0977895778134334,-1.4685210829577449,11.632943684351554,0.4196977588559374,1.146640925529523,0.2240384615384615,,Predicted
Kepler-257 c,0.07993744410143208,0.483,6.581484,0.066,Primary Transit,Kepler-257,0.315,0.948,1.04,5180.0,-0.7277386253295643,150666.2062854996,0.0630086208936848,1.6528413447199264e+17,0.9957332605531296,0.0733877040497249,-1.1804560644581312,11.632943684351554,0.1519414162520185,1.146640925529523,0.4644230769230769,,Predicted
Kepler-257 d,0.0575318051375835,0.442,24.664551,0.16,Primary Transit,Kepler-257,0.315,0.948,1.04,5180.0,-0.816445396904439,148520.52637490258,0.0407592925226465,2.812412850625e+16,0.9957332605531296,0.01792045596127,-0.7958800173440752,11.632943684351554,0.0405440180119232,1.146640925529523,0.425,,Predicted
Kepler-258 b,0.04682422370919647,0.362,13.19722,0.103,Primary Transit,Kepler-258,0.415,0.8,0.92,4942.0,-1.016111067156366,159387.1257216121,0.0490382130963564,5.62259128170889e+16,0.8695652173913043,0.0274300193525606,-0.9871627752948278,7.766990291262137,0.0757735341230956,1.0273691131749816,0.3934782608695651,,Predicted
Kepler-258 c,0.05884827320027207,0.322,33.653079,0.193,Primary Transit,Kepler-258,0.415,0.8,0.92,4942.0,-1.1332037334377287,157535.2269679098,0.0360339915490544,1.6013871757000078e+16,0.8695652173913043,0.0095682181116325,-0.7144426909922262,4.145077720207254,0.029714963079604,1.0273691131749816,0.35,,Predicted
Kepler-259 b,0.06221958398071295,0.25,8.115317,0.079,Primary Transit,Kepler-259,-0.165,0.7340000000000001,0.9,5938.0,-1.3862943611198906,133576.3905299357,0.0611647874343278,1.9920791522261437e+17,0.9957332605531296,0.0308059438713238,-1.1023729087095586,11.632943684351554,0.1232237754852952,1.146640925529523,0.2777777777777778,,Predicted
Kepler-259 c,0.03943036614870565,0.241,36.924931,0.217,Primary Transit,Kepler-259,-0.165,0.7340000000000001,0.9,5938.0,-1.422958345491482,133432.0576551884,0.0369249494781173,2.6402272269624244e+16,0.9957332605531296,0.0065267555950206,-0.6635402661514705,11.632943684351554,0.027081973423322,1.146640925529523,0.2677777777777778,,Predicted
Kepler-260 b,0.028376567167008385,0.179,8.187399,0.075,Primary Transit,Kepler-260,-0.034,0.88,0.86,5250.0,-1.720369473141382,158894.227876032,0.057556605954891,1.3505625e+17,1.0232558139534884,0.0218628651174811,-1.1249387366083,11.733333333333334,0.1221389112708443,1.38352597884463,0.2081395348837209,,Predicted
Kepler-260 c,0.039207994452596096,0.155,76.050178,0.332,Primary Transit,Kepler-260,-0.034,0.88,0.86,5250.0,-1.8643301620628905,158046.98618737404,0.0274294890142613,6892250383310349.0,1.0232558139534884,0.0020381280369915,-0.4788619162959637,2.6506024096385543,0.0131492131418811,1.38352597884463,0.1802325581395349,,Predicted
Kepler-261 b,0.027743250478306922,0.194,10.381227,0.088,Primary Transit,Kepler-261,0.14,0.87,0.79,5098.0,-1.6398971199188088,158142.77626304387,0.0532615563682215,8.722359453471282e+16,1.10126582278481,0.0186875790308794,-1.055517327849831,9.886363636363637,0.0963277269632963,1.7645662919160552,0.2455696202531645,,Predicted
Kepler-261 c,0.027543127123468816,0.178,24.570858,0.156,Primary Transit,Kepler-261,0.14,0.87,0.79,5098.0,-1.725971728690052,159025.5290400641,0.0398918469969593,2.77555685435904e+16,1.10126582278481,0.0072443542671566,-0.8068754016455384,5.576923076923077,0.0406986194784081,1.7645662919160552,0.2253164556962025,,Predicted
Kepler-262 b,0.00969686148956781,0.121,13.060855,0.108,Primary Transit,Kepler-262,-0.115,1.046,0.88,5841.0,-2.111964733385396,135416.61374268483,0.0519555582827766,9.979328385056253e+16,0.9957332605531296,0.009264324579057,-0.9665762445130504,11.632943684351554,0.0765646659426201,1.146640925529523,0.1374999999999999,,Predicted
Kepler-262 c,0.019157385633757643,0.146,21.853722,0.152,Primary Transit,Kepler-262,-0.115,1.046,0.88,5841.0,-1.924148657273801,135994.09912309673,0.0437016708957539,5.038040438162054e+16,0.9957332605531296,0.006680784170312,-0.8181564120552275,11.632943684351554,0.0457587956870687,1.146640925529523,0.1659090909090909,,Predicted
Kepler-263 b,0.02839585384045551,0.238,16.568087,0.12,Primary Transit,Kepler-263,-0.11,0.8226,0.79,5265.0,-1.4354846053106625,158855.03868030614,0.0455081046388487,5.336186625351562e+16,0.9957332605531296,0.0143649656112983,-0.9208187539523752,11.632943684351554,0.0603569983667999,1.146640925529523,0.3012658227848101,,Predicted
Kepler-263 c,0.030219582276599946,0.22,47.332773,0.242,Primary Transit,Kepler-263,-0.11,0.8226,0.79,5265.0,-1.5141277326297755,158080.31729287966,0.0321242713655813,1.3120874155635288e+16,0.9957332605531296,0.004647942346416,-0.6161846340195687,11.632943684351554,0.0211270106655276,1.146640925529523,0.2784810126582278,,Predicted
Kepler-264 b,0.05162759271745823,0.297,40.806231,0.249,Primary Transit,Kepler-264,-0.19,1.32,1.55,6158.0,-1.2140231401794377,107858.6365866596,0.0383400550148264,2.3193166411659424e+16,0.8516129032258065,0.0072783002184151,-0.6038006529042637,5.301204819277109,0.0245060613414652,0.3544694706454969,0.1916129032258064,,Predicted
Kepler-264 c,0.08621689839422068,0.252,140.101261,0.566,Primary Transit,Kepler-264,-0.19,1.32,1.55,6158.0,-1.3783261914707137,108251.71734624408,0.0253836607784968,4488754731265519.0,0.8516129032258065,0.0017986990138511,-0.2471835688117286,2.3321554770318023,0.0071376944994092,0.3544694706454969,0.1625806451612903,,Predicted
Kepler-265 b,0.04082466564726684,0.166,6.846262,0.069,Primary Transit,Kepler-265,-0.311,1.03,1.1,5835.0,-1.7957674906255938,142678.90186461862,0.0633250357925816,2.4348110275165405e+17,0.9363636363636364,0.0242468079661573,-1.1611509092627446,14.927536231884057,0.1460651082298632,0.7738542449286249,0.1509090909090909,,Predicted
Kepler-265 c,0.03265631278100527,0.235,17.028937,0.127,Primary Transit,Kepler-265,-0.311,1.03,1.1,5835.0,-1.448169764837978,141567.61472340327,0.0468593273914753,7.1871382615203976e+16,0.9363636363636364,0.0138000393095587,-0.8961962790440431,8.11023622047244,0.0587235715300373,0.7738542449286249,0.2136363636363636,,Predicted
Kepler-265 d,0.029463497565163803,0.222,43.130617,0.236,Primary Transit,Kepler-265,-0.311,1.03,1.1,5835.0,-1.5050778971098575,141525.7069552426,0.0343800259684293,2.08132277039756e+16,0.9363636363636364,0.0051471556736598,-0.6270879970298935,4.364406779661017,0.0231853859173867,0.7738542449286249,0.2018181818181818,,Predicted
Kepler-265 e,0.03599568402367708,0.231,67.831024,0.319,Primary Transit,Kepler-265,-0.311,1.03,1.1,5835.0,-1.4653375684603434,141737.47691517812,0.0295489584970778,1.1391530450768222e+16,0.9363636363636364,0.0034055213437438,-0.4962093169428189,3.2288401253918497,0.0147425166395836,0.7738542449286249,0.21,,Predicted
Kepler-266 b,0.05465579445412051,0.221,6.61833,0.071,Primary Transit,Kepler-266,0.106,0.99,1.03,5885.0,-1.509592577464384,122383.19579141188,0.0674046408700911,2.379409390796717e+17,0.9611650485436892,0.0333921094898562,-1.1487416512809248,13.943661971830988,0.1510955180536479,0.905990242759628,0.2145631067961165,,Predicted
Kepler-266 c,0.08704800456493104,0.347,107.723601,0.457,Primary Transit,Kepler-266,0.106,0.99,1.03,5885.0,-1.058430499035278,121583.07555727682,0.026655400104765,5743193761524474.0,0.9611650485436892,0.0032212068365594,-0.3400837999301497,2.1663019693654264,0.0092830168200559,0.905990242759628,0.3368932038834951,,Predicted
Kepler-267 b,0.023270302764216048,0.177,3.353728,0.037,Primary Transit,Kepler-267,0.028,0.56,0.56,4258.0,-1.731605546408308,222049.85880370365,0.0693192341077286,2.4011493861073488e+17,1.0,0.0527770886607381,-1.431798275933005,15.135135135135137,0.2981756421510629,3.188775510204081,0.3160714285714285,,Predicted
Kepler-267 c,0.02257700596045389,0.19,6.87745,0.06,Primary Transit,Kepler-267,0.028,0.56,0.56,4258.0,-1.6607312068216509,218978.32640046295,0.0548155375074737,9.131037526613778e+16,1.0,0.0276265185497531,-1.2218487496163564,9.333333333333334,0.1454027292092272,3.188775510204081,0.3392857142857142,,Predicted
Kepler-267 d,0.027680732933088734,0.203,28.464515,0.154,Primary Transit,Kepler-267,0.028,0.56,0.56,4258.0,-1.5945492999403497,221842.83890354724,0.0339935719019156,1.3860573071263956e+16,1.0,0.0071316865929386,-0.8124792791635369,3.6363636363636367,0.0351314610489586,3.188775510204081,0.3625,,Predicted
Kepler-268 b,0.04969072290991406,0.227,25.934138,0.18,Primary Transit,Kepler-268,-0.114,1.0552,1.27,6081.0,-1.4828052615007343,115325.70538460976,0.0436094446359591,4.22041349886025e+16,0.9957332605531296,0.0087529417789016,-0.744727494896694,11.632943684351554,0.0385592148850291,1.146640925529523,0.1787401574803149,,Predicted
Kepler-268 c,0.04264075949732243,0.302,83.446393,0.391,Primary Transit,Kepler-268,-0.114,1.0552,1.27,6081.0,-1.1973282616072674,116488.9861884026,0.0294407627074691,8944302912923914.0,0.9957332605531296,0.0036190899227963,-0.4078232426041331,11.632943684351554,0.0119837414662129,1.146640925529523,0.2377952755905511,,Predicted
Kepler-269 b,0.04396232720095246,0.22,5.326718,0.061,Primary Transit,Kepler-269,0.0199999999999999,0.98,0.96,5847.0,-1.5141277326297755,125005.72581636348,0.0719531808775975,3.141034491086485e+17,1.0208333333333333,0.0413012290119356,-1.214670164989233,16.065573770491802,0.1877328591451622,1.1076750578703705,0.2291666666666666,,Predicted
Kepler-269 c,0.01736154869248744,0.151,8.127899,0.081,Primary Transit,Kepler-269,0.0199999999999999,0.98,0.96,5847.0,-1.8904754421672127,124308.70436078696,0.0626161828390764,1.7814036490371606e+17,1.0208333333333333,0.0185779867589397,-1.0915149811213505,12.098765432098764,0.123033024893641,1.1076750578703705,0.1572916666666666,,Predicted
Kepler-26 d,0.004702891747040635,0.095,3.543919,0.039,Primary Transit,Kepler-26,-0.13,0.54,0.51,3914.0,-2.353878387381596,211725.78564306544,0.0691449852493818,1.5429578816884682e+17,1.0588235294117647,0.0268064817508526,-1.408935392973501,13.846153846153848,0.2821734921142385,4.070832485243232,0.1862745098039215,,Predicted
Kepler-26 e,0.03371724375959058,0.215,46.827915,0.22,Primary Transit,Kepler-26,-0.13,0.54,0.51,3914.0,-1.5371172508544744,205940.4229195365,0.0295187340196442,4848840781091240.0,1.0588235294117647,0.0045912785141085,-0.6575773191777937,2.4545454545454546,0.0213547837865512,4.070832485243232,0.4215686274509804,,Predicted
Kepler-270 b,0.025060087655065785,0.179,11.476094,0.107,Primary Transit,Kepler-270,-0.151,0.8694,1.46,6067.0,-1.720369473141382,107507.02913843514,0.0585827222980411,1.1833914424518483e+17,0.9957332605531296,0.0155976414971853,-0.9706162223147904,11.632943684351554,0.0871376619954489,1.146640925529523,0.1226027397260274,,Predicted
Kepler-270 c,0.046451568821369346,0.158,25.262887,0.18,Primary Transit,Kepler-270,-0.151,0.8694,1.46,6067.0,-1.84516024595517,109433.03490651048,0.0447681753590682,4.181681674268892e+16,0.9957332605531296,0.0062542337302937,-0.744727494896694,11.632943684351554,0.0395837577866694,1.146640925529523,0.1082191780821917,,Predicted
Kepler-271 Ab,0.014886365900880686,0.1088,10.43547031,0.0881,Primary Transit,Kepler-271 A,-0.105,1.0,0.78,5645.65,-2.218243944560295,159256.1924905105,0.0530449140401532,1.3088925206704851e+17,1.282051282051282,0.0104259795455256,-1.055024091587952,11.350737797956867,0.0958270178816693,2.107250627960687,0.1394871794871794,,Predicted
Kepler-271 Ac,0.008684809564168434,0.0839,7.41084314,0.071,Primary Transit,Kepler-271 A,-0.105,1.0,0.78,5645.65,-2.4781296655089764,153447.63375723312,0.0601964106353694,2.0152972182823334e+17,1.282051282051282,0.0113212489341664,-1.1487416512809248,14.084507042253522,0.1349374128029378,2.107250627960687,0.1075641025641025,,Predicted
Kepler-271 Ad,0.009972086989568878,0.0598,5.24970432,0.0554,Primary Transit,Kepler-271 A,-0.105,1.0,0.78,5645.65,-2.816749618025551,162084.091962101,0.0663062993265398,3.310063104354692e+17,1.282051282051282,0.0113911177382272,-1.2564902352715703,18.050541516245488,0.1904869186994516,2.107250627960687,0.0766666666666666,,Predicted
Kepler-272 b,0.013734344115065657,0.128,2.971353,0.038,Primary Transit,Kepler-272,-0.161,0.79,0.93,5297.0,-2.05572501506252,160900.6169013158,0.0803543172665194,5.451960472906378e+17,0.8494623655913979,0.043078018666917,-1.42021640338319,20.789473684210527,0.3365470208352895,0.9821509603322902,0.1376344086021505,,Predicted
Kepler-272 c,0.023120603258098442,0.16,6.057342,0.061,Primary Transit,Kepler-272,-0.161,0.79,0.93,5297.0,-1.8325814637483104,161649.6187124209,0.063274337776859,2.115729890587694e+17,0.8494623655913979,0.0264142259096481,-1.214670164989233,12.950819672131148,0.1650889119353009,0.9821509603322902,0.1720430107526881,,Predicted
Kepler-272 d,0.02288362433653252,0.201,10.937304,0.091,Primary Transit,Kepler-272,-0.161,0.79,0.93,5297.0,-1.6044503709230613,158743.66023694648,0.0522770385602651,9.506860189441869e+16,0.8494623655913979,0.0183774721814443,-1.0409586076789064,8.681318681318682,0.091430209857932,0.9821509603322902,0.2161290322580645,,Predicted
Kepler-273 b,0.012185869625741058,0.134,2.936532,0.037,Primary Transit,Kepler-273,-0.478,0.8842000000000001,0.81,5626.0,-2.0099154790312257,170241.05555493265,0.0791674861250089,7.318051528994712e+17,0.9957332605531296,0.0456320584962125,-1.431798275933005,11.632943684351554,0.3405377499717353,1.146640925529523,0.1654320987654321,,Predicted
Kepler-273 c,0.022695074796477494,0.177,8.014927,0.073,Primary Transit,Kepler-273,-0.478,0.8842000000000001,0.81,5626.0,-1.731605546408308,165131.74183989136,0.0572272869639498,1.8799798354651456e+17,0.9957332605531296,0.0220837944001236,-1.136677139879544,11.632943684351554,0.1247672000006987,1.146640925529523,0.2185185185185185,,Predicted
Kepler-274 b,0.010323869180065563,0.137,11.634788,0.101,Primary Transit,Kepler-274,-0.188,0.7595999999999999,1.01,6023.0,-1.987774353154012,131387.13036767315,0.0545434704977123,1.2900564222015888e+17,0.9957332605531296,0.0117750319129149,-0.9956786262173574,11.632943684351554,0.0859491380504741,1.146640925529523,0.1356435643564356,,Predicted
Kepler-274 c,0.04371514381886301,0.164,33.197861,0.204,Primary Transit,Kepler-274,-0.188,0.7595999999999999,1.01,6023.0,-1.8078888511579383,129816.44208478938,0.0386100117313171,3.1622129860818944e+16,0.9957332605531296,0.0049400773140173,-0.6903698325741012,11.632943684351554,0.030122422646447,1.146640925529523,0.1623762376237623,,Predicted
Kepler-275 b,0.028918675860775015,0.209,10.300682,0.098,Primary Transit,Kepler-275,0.184,1.24,1.38,6165.0,-1.565421027017326,112733.6926632653,0.0597778050136485,1.504111986881117e+17,0.8985507246376813,0.0202899186675212,-1.0087739243075051,12.653061224489797,0.0970809505623025,0.4718287779025842,0.1514492753623188,,Predicted
Kepler-275 c,0.0319151335668724,0.302,16.088134,0.132,Primary Transit,Kepler-275,0.184,1.24,1.38,6165.0,-1.1973282616072674,112535.50292958684,0.0515523093323132,8.290571351013686e+16,0.8985507246376813,0.0187715989933947,-0.8794260687941501,9.393939393939393,0.0621576125609098,0.4718287779025842,0.2188405797101449,,Predicted
Kepler-275 d,0.03702431885184636,0.297,35.676062,0.224,Primary Transit,Kepler-275,0.184,1.24,1.38,6165.0,-1.2140231401794377,113242.58252272036,0.0394503605473111,2.878964349889638e+16,0.8985507246376813,0.0083249098513171,-0.6497519816658371,5.535714285714286,0.0280299994993842,0.4718287779025842,0.2152173913043478,,Predicted
Kepler-276 b,0.04562342743752514,0.256,14.12841,0.119,Primary Transit,Kepler-276,0.012,0.96,1.05,6105.0,-1.3625778345025743,118452.89917930594,0.0529216699936065,9.809542437332286e+16,0.9142857142857144,0.0181195194646814,-0.9244530386074692,8.067226890756302,0.0707793729089119,0.8292840945902169,0.2438095238095238,,Predicted
Kepler-279 b,0.4332931382801153,0.323,12.309681,0.112,Primary Transit,Kepler-279,-0.57,1.23,1.75,6363.0,-1.1301029557594804,107854.8127176346,0.0571677490589816,1.3068075881675389e+17,0.7028571428571428,0.0262395101871445,-0.9507819773298184,10.982142857142856,0.0812368736444104,0.2295043731778425,0.1845714285714285,,Predicted
Kepler-280 b,0.012316666933697469,0.129,2.139542,0.032,Primary Transit,Kepler-280,-0.169,0.91,0.89,5744.0,-2.047942874620465,139698.4854053955,0.0939742850711726,1.063059978304e+18,1.0224719101123596,0.0602932777201849,-1.494850021680094,28.4375,0.4673897497688757,1.2908369020481751,0.1449438202247191,,Predicted
Kepler-280 c,0.0217850496696716,0.179,4.807091,0.056,Primary Transit,Kepler-280,-0.169,0.91,0.89,5744.0,-1.720369473141382,131583.24914746376,0.0731956971902668,3.4712162556865306e+17,1.0224719101123596,0.0372366572631972,-1.2518119729937995,16.25,0.2080260182301521,1.2908369020481751,0.2011235955056179,,Predicted
Kepler-281 b,0.02148189409584875,0.252,14.646008,0.117,Primary Transit,Kepler-281,0.012,0.98,0.9,5723.0,-1.3783261914707137,133930.94982125144,0.0501933824520655,7.836520249451683e+16,1.0888888888888888,0.0172060536905346,-0.9318141382538384,8.376068376068375,0.0682779908354549,1.344307270233196,0.2799999999999999,,Predicted
Kepler-281 c,0.04944943603695723,0.474,36.337373,0.215,Primary Transit,Kepler-281,0.012,0.98,0.9,5723.0,-0.7465479572870606,132859.2125514613,0.0371761833483012,2.32069498528381e+16,1.0888888888888888,0.0130444212354041,-0.6675615400843947,4.558139534883721,0.0275198760240593,1.344307270233196,0.5266666666666666,,Predicted
Kepler-281 d,0.06565735544717263,0.52967,148.2720032,0.5456,Primary Transit,Kepler-281,0.012,0.98,0.9,5723.0,-0.6355011078671282,135361.52082838776,0.0231203857074292,3603680338964184.0,1.0888888888888888,0.0035722859917495,-0.2631256383515775,1.7961876832844574,0.0067443615680509,1.344307270233196,0.5885222222222222,,Predicted
Kepler-282 b,0.008446727765976042,0.09,9.220524,0.082,Primary Transit,Kepler-282,-0.374,1.09,0.9,5602.0,-2.407945608651872,154194.77161274498,0.055877648080383,1.4646866163283997e+17,1.2111111111111112,0.0097608335491562,-1.0861861476162833,13.292682926829269,0.1084537061017356,1.49519890260631,0.0999999999999999,,Predicted
Kepler-282 c,0.015524277212586035,0.107,13.638723,0.106,Primary Transit,Kepler-282,-0.374,1.09,0.9,5602.0,-2.234926444520231,156181.5836821076,0.0488328447290143,8.765176938583269e+16,1.2111111111111112,0.0078453092712565,-0.9746941347352298,10.283018867924527,0.073320647394921,1.49519890260631,0.1188888888888888,,Predicted
Kepler-283 Ab,0.02152524211192305,0.19,11.008151,0.082,Primary Transit,Kepler-283 A,-0.26,0.734,0.57,4351.0,-1.6607312068216509,219779.50921852727,0.0468036089974352,5.330017419726367e+16,0.9957332605531296,0.017259937658922,-1.0861861476162833,11.632943684351554,0.0908417771522211,1.146640925529523,0.3333333333333333,,Predicted
Kepler-283 Ac,0.04462373621693557,0.162,92.743711,0.341,Primary Transit,Kepler-283 A,-0.26,0.734,0.57,4351.0,-1.820158943749753,216923.0999517404,0.0231020105476288,3082106030240546.0,0.9957332605531296,0.0017467491677144,-0.4672456210075022,11.632943684351554,0.0107824022698423,1.146640925529523,0.2842105263157895,,Predicted
Kepler-284 b,0.023663196358897107,0.2,12.699149,0.104,Primary Transit,Kepler-284,-0.145,0.956,0.81,5615.0,-1.6094379124341005,143367.0073219527,0.0514563040363316,9.190356616592317e+16,0.9957332605531296,0.0157490868088877,-0.9829666607012196,11.632943684351554,0.0787454340444387,1.146640925529523,0.2469135802469135,,Predicted
Kepler-284 c,0.03441902483210156,0.233,37.514456,0.213,Primary Transit,Kepler-284,-0.145,0.956,0.81,5615.0,-1.4567168254164364,145632.56404172652,0.035674740170276,2.190987175495658e+16,0.9957332605531296,0.0062109390577328,-0.6716203965612623,11.632943684351554,0.0266563908057203,1.146640925529523,0.2876543209876543,,Predicted
Kepler-285 b,0.009534395115685044,0.12,2.633867,0.036,Primary Transit,Kepler-285,-0.063,0.85,0.81,5411.0,-2.120263536200091,148689.45845526838,0.0858793063804911,6.614623571946305e+17,1.0493827160493827,0.0455603870658617,-1.4436974992327127,23.61111111111111,0.3796698922155143,1.5994249596850825,0.1481481481481481,,Predicted
Kepler-285 c,0.008715388072837817,0.1,6.186676,0.064,Primary Transit,Kepler-285,-0.063,0.85,0.81,5411.0,-2.302585092994045,146007.38498297118,0.0649983706370745,2.0929082395611357e+17,1.0493827160493827,0.0161637687184523,-1.193820026016113,13.28125,0.1616376871845236,1.5994249596850825,0.1234567901234567,,Predicted
Kepler-286 b,0.009122589183735744,0.111,1.796302,0.027,Primary Transit,Kepler-286,-0.165,0.7340000000000001,0.86,5580.0,-2.198225077669803,163933.3879593558,0.0944418050494008,1.32987024e+18,0.9957332605531296,0.0617936182223256,-1.5686362358410126,11.632943684351554,0.5566992632641949,1.146640925529523,0.1290697674418604,,Predicted
Kepler-286 c,0.008874374841775648,0.122,3.468095,0.042,Primary Transit,Kepler-286,-0.165,0.7340000000000001,0.86,5580.0,-2.1037342342488805,162343.19902042163,0.0760918552985263,5.4958923183673466e+17,0.9957332605531296,0.0351778137565435,-1.3767507096020994,11.632943684351554,0.2883427357093736,1.146640925529523,0.141860465116279,,Predicted
Kepler-286 d,0.010746378057602275,0.119,5.914323,0.061,Primary Transit,Kepler-286,-0.165,0.7340000000000001,0.86,5580.0,-2.128631785870608,154106.36374114576,0.0648044254157161,2.6054162992743888e+17,0.9957332605531296,0.0201206460993084,-1.214670164989233,11.632943684351554,0.1690810596580538,1.146640925529523,0.1383720930232558,,Predicted
Kepler-286 e,0.02305005951387967,0.158,29.221289,0.176,Primary Transit,Kepler-286,-0.165,0.7340000000000001,0.86,5580.0,-1.84516024595517,156624.87432013365,0.037843663024708,3.129763058367769e+16,0.9957332605531296,0.0054070167814979,-0.7544873321858502,11.632943684351554,0.0342216251993538,1.146640925529523,0.1837209302325581,,Predicted
Kepler-287 b,0.024889945816910418,0.208,20.342199,0.145,Primary Transit,Kepler-287,-0.077,0.8574,1.03,5806.0,-1.5702171992808192,135734.98221513015,0.0447867936765853,5.404706583840647e+16,0.9957332605531296,0.0102250499073379,-0.8386319977650252,11.632943684351554,0.0491588937852785,1.146640925529523,0.2019417475728155,,Predicted
Kepler-287 c,0.03291486443719912,0.291,44.851896,0.246,Primary Transit,Kepler-287,-0.077,0.8574,1.03,5806.0,-1.2344320118106449,135131.40479644813,0.0344614993659616,1.877750610173336e+16,0.9957332605531296,0.0064880200382164,-0.6090648928966209,11.632943684351554,0.0222956015058984,1.146640925529523,0.2825242718446601,,Predicted
