,name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_radius
10,1RXS 1609 b,6.6,1.7,2277081.388074019,305.0,0.25,443.0,Imaging,1RXS 1609,0.04199999999999999,0.73,1.35,4060.0,182750.08561643845,0.0008415911388703864,2920817725.9876375,0.5407407407407407,7.46569713714923e-07,2.484299839346786,0.00239344262295082,4.3915865512642535e-07,0.29670273840369854,1.259259259259259,0.5306282510621704
11,23 Lib b,1.8,0.176408,258.19,0.81,0.233,1114.8,Radial Velocity,23 Lib,0.25,1.07,1.25,5740.0,125436.45691619578,0.019711763038132636,1654540993385154.5,0.8560000000000001,0.02426213298663954,-0.09151498112135022,1.3209876543209877,0.0038731166970060807,0.54784,0.2542857142857143,-1.7349557849638702
12,23 Lib c,1.9,0.176408,5000.0,5.8,0.12,1182.8,Radial Velocity,23 Lib,0.25,1.07,1.25,5740.0,128131.53470827012,0.00728849495632832,32269451419738.406,0.8560000000000001,0.02426213298663954,0.7634279935629372,0.18448275862068966,0.0002,0.54784,0.2542857142857143,-1.7349557849638702
13,24 Boo b,,0.495238,30.3506,0.19,0.04200000000000001,1567.1999999999998,Radial Velocity,24 Bo&ouml;,-0.77,0.99,10.64,4893.0,134299.30315789473,0.039333825636531775,1.587792188973964e+16,0.09304511278195488,0.02426213298663954,-0.721246399047171,5.2105263157894735,0.032948277793519734,0.0008218835927514528,0.2542857142857143,-0.7027168238838067
14,24 Sex b,,0.2678,452.8,1.333,0.09,959.2,Radial Velocity,24 Sex,-0.03,1.54,4.9,5098.0,86561.0245395651,0.018497098088494673,380136022045730.5,0.3142857142857143,0.02426213298663954,0.1248301494138592,1.1552888222055515,0.002208480565371025,0.01308978401856369,0.2542857142857143,-1.317514845725065
15,24 Sex c,,0.2678,883.0,2.08,0.29,1473.8000000000002,Radial Velocity,24 Sex,-0.03,1.54,4.9,5098.0,86642.58523697086,0.014800708311363013,156125073057696.0,0.3142857142857143,0.02426213298663954,0.31806333496276157,0.7403846153846154,0.0011325028312570782,0.01308978401856369,0.2542857142857143,-1.317514845725065
16,2M1510 (AB)b,0.031,0.324504,100.0,0.17325192277330706,0.143,493.8,Radial Velocity,2M1510(AB),0.04,0.06599999999999995,0.96,5533.0,1922940.3409090906,0.010885739356098554,9.032184334005978e+16,0.9865269461077845,0.02426213298663954,-0.7613219368304215,0.3809481530912546,0.01,1.0963722511574077,0.2542857142857143,-1.1254574162575706
17,2MASS J0103-5515 (AB)b,10.5,1.54,444609.92994983814,84.0,0.023599999999999996,1731.0,Imaging,2MASS J0103-5515,0.13199999999999998,0.4,0.96,5533.0,333518.90624999994,0.0011870800228475137,9.032184334005978e+16,0.9865269461077845,3.4637103138334004e-06,1.9242792860618816,0.004761904761904762,2.24916254145026e-06,1.0963722511574077,0.2542857142857143,0.43178241642553783
18,2MASS J0437+2651 b,4.0,0.1848,3644779.531342178,118.0,0.21000000000000002,694.3399999999999,Imaging,2MASS J0437+2651,0.01,0.01649999999999996,0.84,3100.0,8085306.818181817,0.00020341857713796125,6632584027.578282,0.019642857142857146,0.02426213298663954,2.0718820073061255,0.00013983050847457627,2.743650175273436e-07,0.02783851635892453,0.2542857142857143,-1.6884811197745533
19,2MASS J0534-0530 b,4.6,0.324504,3860841.4861989636,198.5,0.143,493.8,Imaging,2MASS J0534-0530,0.04,0.06999999999999995,0.74,2841.0,1905822.3214285714,0.0003230415669572181,1653346623.1233242,0.0945945945945946,0.02426213298663954,2.297760511099134,0.0003526448362720403,2.5901089272238156e-07,0.17274396383234955,0.2542857142857143,-1.1254574162575706
