,name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_radius
1753,K2-35 c,,0.172,5.608352,0.055,0.12,660.576,Primary Transit,K2-35,0.04,0.7,0.62,4402.71,189052.51483638768,0.06161795691405911,1.2420953652925426e+17,1.129032258064516,0.030668545768881835,-1.2596373105057561,12.727272727272727,0.17830549865628975,2.9371286630190325,0.27741935483870966,-1.760260802168684
1754,K2-360 b,0.02413,0.13962000000000002,0.87724,0.0177,0.24700000000000003,2038.0,Primary Transit,K2-360,0.017999999999999995,1.018,0.99,5711.17,138776.85889844486,0.12677531797122643,3.395891593988246e+18,1.0282828282828282,0.15915826911677533,-1.7520267336381934,57.51412429378531,1.1399388992749988,1.0491611348666752,0.14103030303030303,-1.9688308324398816
1755,K2-360 c,,0.33464000000000005,9.79692,0.0883,0.13,912.0,Radial Velocity,K2-360,0.017999999999999995,1.018,0.99,5711.17,139410.99044155722,0.056630580082715536,1.3645169772570571e+17,1.0282828282828282,0.02426213298663954,-1.0540392964224314,11.528878822197056,0.10207289637967851,1.0491611348666752,0.2542857142857143,-1.094699951848194
1756,K2-361 b,,0.10699999999999998,0.578657,0.013596,0.132,1380.4,Primary Transit,K2-361,-0.39,1.0,0.912,5627.0,133232.12493063748,0.14762836608977972,5.423571236180783e+18,1.0964912280701753,0.18491092305113394,-1.866588844088978,73.55104442483083,1.7281394677676067,1.3183037425820627,0.11732456140350876,-2.234926444520231
1757,K2-361 c,,0.205,11.811437,0.1015,0.12580000000000002,965.8,Primary Transit,K2-361,-0.39,1.0,0.912,5627.0,133415.82587951,0.0539937103909311,9.731405645083754e+16,1.0964912280701753,0.017356059216164805,-0.9935339577507682,9.852216748768472,0.08466370349348687,1.3183037425820627,0.22478070175438594,-1.584745299843729
1758,K2-362 b,,0.08829999999999999,0.762406,0.01606,0.19540000000000002,1386.2,Primary Transit,K2-362,0.28,0.95,0.89,5620.0,140325.30282211036,0.13235461949840918,3.8677124674128297e+18,1.0674157303370786,0.11581755652500111,-1.794254459057338,59.15317559153175,1.3116371067384045,1.3475769856546882,0.09921348314606741,-2.427015171372223
1759,K2-363 b,,0.09800000000000003,0.728113,0.0118,0.168,932.0,Primary Transit,K2-363,-0.18,0.41800000000000004,0.4239,3506.0,322664.7690178889,0.10182703320050475,1.0851346525804079e+18,0.9860816230242981,0.13459449288777978,-1.9281179926938745,35.42372881355932,1.3734131927324467,5.487645294526638,0.23118660061335222,-2.322787800311565
1760,K2-365 b,0.02722,0.25926,23.448172,0.1503,0.2108,710.0,Primary Transit,K2-365,-0.021000000000000005,0.982,1.057,5568.0,161935.1174131745,0.0402744722134029,4.2547979883452264e+16,0.9290444654683065,0.011056725445378002,-0.8230410194130918,6.533599467731205,0.04264724772575022,0.8315464730497021,0.245279091769158,-1.3499238598102403
1761,K2-366 b,0.01995,0.21046,15.937039,0.1207,0.05000000000000002,770.0,Primary Transit,K2-366,-0.216,0.825,0.94,5601.0,144441.98913517795,0.047586033175709495,6.755348372977577e+16,0.8776595744680851,0.013205715315122213,-0.9182927299026508,6.835128417564208,0.0627469130244332,0.993277019542876,0.2238936170212766,-1.5584596676694709
1762,K2-367 b,0.02036,0.21528,20.645099,0.13642124113895412,0.05900000000000001,450.0,Primary Transit,K2-367,-0.351,0.756,0.625,4348.0,167875.744047619,0.041518809762621144,1.9204108409354564e+16,1.2096,0.010427656462194733,-0.8651180036441385,5.541659009171187,0.048437646145460485,3.096576,0.344448,-1.5358157725634867
1763,K2-368 b,,0.13266,5.02629,0.052109,0.1628,1097.4,Primary Transit,K2-368,-0.24999999999999997,0.746,0.663,4663.0,178548.77212851285,0.06513959663525604,1.7411499873218675e+17,1.1251885369532428,0.026393224425968257,-1.283087261100156,14.316145003742156,0.1989539003917402,2.5597540703581068,0.20009049773755655,-2.0199658148847273
1764,K2-368 c,,0.19021,20.2009,0.131675,0.12279999999999999,648.376,Primary Transit,K2-368,-0.24999999999999997,0.746,0.663,4663.0,178743.99338985016,0.04095552303723458,2.7268108146395708e+16,1.1251885369532428,0.009415917112603893,-0.8804966729704815,5.665464211125879,0.04950274492720621,2.5597540703581068,0.286892911010558,-1.6596265540173876
1765,K2-368 d,,0.13855,9.65869,0.080477,0.1628,657.4000000000001,Primary Transit,K2-368,-0.24999999999999997,0.746,0.663,4663.0,178986.84768927548,0.052352017091954674,7.299920069153883e+16,1.1251885369532428,0.014344595385088454,-1.0943282214995007,9.269729239410017,0.10353370902265215,2.5597540703581068,0.20897435897435898,-1.9765240076731496
1766,K2-369 b,0.0069,0.11713999999999997,5.761612,0.0586,0.1356,1080.0,Primary Transit,K2-369,-0.234,0.735,0.881,5682.0,164966.27540840124,0.06390479938613078,3.035356357369847e+17,0.8342792281498297,0.020331115666934876,-1.2321023839819094,12.542662116040956,0.1735625377064613,1.0748790884234454,0.13296254256526674,-2.144385478320501
1767,K2-36 Bb,0.01227,0.128,1.422614,0.0223,0.0,1224.0,Primary Transit,K2-36 B,-0.047,0.769,0.754,4772.39,182498.61270471604,0.09849125085940724,1.043119302650429e+18,1.0198938992042441,0.08997521464009212,-1.6516951369518393,34.48430493273543,0.7029313643757196,1.7939581281867953,0.16976127320954906,-2.05572501506252
1768,K2-36 Bc,0.02454,0.2783,5.3410507,0.054,0.0,788.0,Primary Transit,K2-36 B,-0.047,0.769,0.754,4772.39,181164.09198274207,0.0635253296861042,1.778919060408203e+17,1.0198938992042441,0.05210585250576258,-1.2676062401770316,14.24074074074074,0.18722907835344083,1.7939581281867953,0.36909814323607426,-1.279055610450292
1769,K2-370 b,0.0349,0.2248,2.1408091,0.0321,0.31,1420.0,Primary Transit,K2-370,0.017999999999999995,0.984,0.971,5377.0,138560.9292034469,0.09421215948702046,8.112413537452481e+17,1.0133882595262615,0.10500702748320717,-1.493494967595128,30.654205607476637,0.4671131115801031,1.0748241320925391,0.23151390319258497,-1.4925441609626011
1770,K2-371 b,4.71,1.16,3.114905,0.0297,0.22540000000000002,1000.0,Primary Transit,K2-371,-0.107,0.958,0.736,4925.0,370356.7494840173,0.05990892294411346,6.669788163799895e+17,1.3016304347826086,0.3724030106857191,-1.5272435506827877,32.255892255892256,0.3210370781773441,2.4028799082559384,1.576086956521739,0.14842000511827322
1771,K2-372 b,0.0289,0.26274,9.844077,0.0857,0.27760000000000007,870.0,Primary Transit,K2-372,-0.064,0.847,0.922,5479.0,153959.87094787176,0.05469979367545484,1.2269971610724245e+17,0.9186550976138828,0.026690160997318486,-1.067019178076802,9.883313885647608,0.10158392706599105,1.0806639080536542,0.2849674620390455,-1.3365903289407752
1772,K2-373 b,0.0162,0.18386999999999998,11.02066,0.1087,0.115,1130.0,Primary Transit,K2-373,0.01,1.099,1.53,5980.0,94564.16148822705,0.06197289843715541,1.0822949892558115e+17,0.7183006535947712,0.016684118736990345,-0.9637704559137055,10.110395584176633,0.0907386671941608,0.30684807279028203,0.1201764705882353,-1.693526292816387
1773,K2-374 b,0.01139,0.14211999999999997,4.521953,0.0494,0.26659999999999995,1210.0,Primary Transit,K2-374,-0.3,1.04,0.929,5786.0,169617.7279197557,0.06864055291478517,4.592612667875297e+17,1.1194833153928956,0.031428898088945195,-1.3062730510763532,21.05263157894737,0.2211433864969406,1.2971380448818717,0.15298170075349837,-1.951083507829311
1774,K2-374 c,0.01797,0.19743,16.43445,0.117,0.2146,790.0,Primary Transit,K2-374,-0.3,1.04,0.929,5786.0,168636.9596166489,0.044731200675411205,8.187324311619664e+16,1.1194833153928956,0.01201317963181001,-0.9318141382538383,8.88888888888889,0.06084779228997624,1.2971380448818717,0.21251883745963399,-1.6223711878459997
1775,K2-375 b,0.01834,0.20011,14.453895,0.1206,0.1706,1000.0,Primary Transit,K2-375,-0.054,1.05,1.548,5826.0,119104.41697000526,0.05242546372765667,7.921133003172198e+16,0.6782945736434108,0.01384471106231227,-0.9186526921958675,8.706467661691542,0.06918550328475473,0.28305864933806846,0.12927002583979327,-1.6088880636286649
1776,K2-376 Ab,0.0129,0.15487999999999996,5.776475,0.0608,0.12430400000000001,1240.0,Primary Transit,K2-376 A,-0.176,1.124,1.133,6044.0,148461.91506636768,0.0661333541089538,3.609862535069944e+17,0.9920564872021184,0.02681219948151771,-1.216096420727265,18.48684210526316,0.1731159573961629,0.7728168483192723,0.1366990291262136,-1.8651046554538704
1777,K2-377 b,0.01237,0.15104,12.832235,0.0975,0.1438,530.0,Primary Transit,K2-377,-0.008,0.674,0.698,4314.0,177660.45156011396,0.04773997417051742,3.643437564499314e+16,0.9656160458452724,0.011770358008562031,-1.0109953843014632,6.912820512820513,0.07792874740838208,1.9819542652467395,0.21638968481375362,-1.8902105765849464
1778,K2-378 b,0.02838,0.2569,2.060438,0.0442,0.2814,1130.0,Primary Transit,K2-378,-0.20599999999999996,0.923,0.732,4823.0,49164.57549161509,0.13478531777094857,2.7696475647828714e+17,1.260928961748634,0.1246822277593405,-1.3545777306509081,20.88235294117647,0.4853337008927228,2.353252115897448,0.3509562841530055,-1.359068374866299
1779,K2-379 b,0.01759,0.19458,8.777247,0.1256,0.046,680.0,Primary Transit,K2-379,-0.045,0.856,0.751,4603.0,38881.92173682243,0.0899106604362115,2.8456705592574816e+16,1.1398135818908122,0.022168682275889015,-0.9010103605988227,6.815286624203822,0.1139309398493628,2.0209424839509365,0.25909454061251663,-1.6369118894348553
1780,K2-37 b,,0.14399999999999996,4.44117,0.0511,0.329,974.0,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,147819.62445884102,0.07229418581069331,3.287837223830182e+17,1.0588235294117647,0.03242388829970481,-1.2915790998652872,17.61252446183953,0.22516589097017228,1.4654996946875638,0.16941176470588235,-1.9379419794061368
1781,K2-37 c,,0.245,6.42904,0.0654,0.35700000000000004,861.0,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,147760.7241113405,0.06391627973842828,2.0072275615683325e+17,1.0588235294117647,0.03810833343702948,-1.1844222516757328,13.761467889908257,0.1555442181103244,1.4654996946875638,0.28823529411764703,-1.40649706843741
1782,K2-37 d,,0.244,14.09189,0.1103,0.357,663.0,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,147983.04233595936,0.04917972957367027,7.056690717590952e+16,1.0588235294117647,0.01731492369015086,-0.9574244875598095,8.159564823209429,0.070962802008815,1.4654996946875638,0.28705882352941176,-1.410587053688935
1783,K2-380 Ab,0.02504,0.24347,9.401312,0.0953,0.251,1110.0,Primary Transit,K2-380 A,-0.049,0.993,1.32,5911.0,102117.04281298988,0.06369191446621647,1.3441818782749798e+17,0.7522727272727272,0.02589744920708939,-1.0209070993616736,10.419727177334734,0.10636813244789663,0.43174513732364966,0.1844469696969697,-1.4127615473350617
1784,K2-381 b,,0.1981,16.0343,0.11306,0.025000000000000022,589.576,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,177898.81962389173,0.04430358237214745,3.13168181488603e+16,1.117037037037037,0.012354764473659591,-0.9466910188759001,6.6690252963028485,0.06236630223957391,2.4516587918508352,0.29348148148148145,-1.6189833252776318
1785,K2-381 c,,0.08886,7.9388,0.07,0.05500000000000001,867.6,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,183745.03043731774,0.055401694399981244,8.169575913008998e+16,1.117037037037037,0.011193127424799717,-1.154901959985743,10.77142857142857,0.1259636217060513,2.4516587918508352,0.13164444444444443,-2.4206931814743746
1786,K2-381 d,,0.15033000000000002,26.8054,0.159237,0.07940000000000001,657.4000000000001,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,177955.99525807102,0.037325150110028425,1.5787291167081414e+16,1.117037037037037,0.005608198348094041,-0.7979560130505037,4.735080414727733,0.037305915972154866,2.4516587918508352,0.22271111111111108,-1.894922401342394
1787,K2-382 b,0.0162,0.18484999999999996,23.82167548380311,0.1577,0.2694,610.0,Primary Transit,K2-382,-0.027000000000000003,0.922,0.811,5452.0,144693.66865509763,0.04159482080158163,3.552711992519352e+16,1.1368680641183724,0.007759739659189113,-0.8021683066710971,5.846544071020926,0.04197857538106094,1.7284959186621263,0.22792848335388405,-1.6882105935994964
1788,K2-383 b,0.01026,0.13953,1.865962,0.0307,0.1876,1270.0,Primary Transit,K2-383,0.187,1.061,0.804,5129.0,120334.58482141852,0.10337498241143889,7.342670592822002e+17,1.3196517412935322,0.07477644239271754,-1.5128616245228135,34.56026058631922,0.535916594228607,2.041489909429117,0.17354477611940297,-1.9694756470780217
1789,K2-384 b,,0.09599000000000002,2.231527,0.023482058295172928,0.025800000000000017,1037.2,Primary Transit,K2-384,0.07,0.32999999999999996,0.348,3623.0,384588.06818181794,0.06611711337687828,3.124647369750943e+17,0.9482758620689656,0.043015388117643216,-1.6292638381289641,14.053282546693797,0.4481236391045235,7.8302604543942875,0.2758333333333334,-2.343511259606691
1790,K2-384 c,,0.10625000000000001,4.194766,0.03576623486662334,0.025800000000000017,1037.2,Primary Transit,K2-384,0.07,0.32999999999999996,0.348,3623.0,384588.068181818,0.05357292430784029,1.3468737473175136e+17,0.9482758620689656,0.025329184035533803,-1.446526775890005,9.22657923683078,0.2383923203344358,7.8302604543942875,0.305316091954023,-2.241960471177611
1791,K2-384 d,,0.12418999999999997,6.679582,0.04877166571209862,0.062,1129.4,Primary Transit,K2-384,0.07,0.32999999999999996,0.348,3623.0,384588.06818181794,0.04587733385246749,7.243328124507507e+16,0.9482758620689656,0.0185924807869714,-1.3118324115763786,6.766223691189986,0.14970996688116112,7.8302604543942875,0.35686781609195406,-2.085942628022196
1792,K2-384  e,,0.11998999999999999,9.715043,0.06260819973620849,0.06200000000000001,1129.4,Primary Transit,K2-384,0.07,0.32999999999999996,0.348,3623.0,384588.06818181794,0.04049173232599279,4.395526513172063e+16,0.9482758620689656,0.012350948935583713,-1.2033687839304446,5.270875083302381,0.1029331522258831,7.8302604543942875,0.34479885057471266,-2.1203468730058397
1793,K2-384 f,,0.19824,13.62749,0.07845343785927551,0.012399999999999994,467.6,Primary Transit,K2-384,0.07,0.32999999999999996,0.348,3623.0,384588.06818181794,0.03617228763735116,2.7992995708119828e+16,0.9482758620689656,0.014547066260918189,-1.1053880207118492,4.206316625562436,0.07338108485128222,7.8302604543942875,0.5696551724137932,-1.6182768611013048
1794,K2-385 b,0.0101,0.13730000000000003,2.380867,0.03596,0.32999999999999996,1100.0,Primary Transit,K2-385,-0.224,0.927,0.761,4844.0,121902.10971598951,0.09489960743131721,4.257720727276507e+17,1.2181340341655718,0.05766806797691766,-1.4441803169388088,25.77864293659622,0.42001506174011405,2.1034188609385116,0.18042049934296978,-1.9855869662082115
1795,K2-386 Ab,0.01954,0.207,7.473223,0.07255,0.26608,1010.0,Primary Transit,K2-386 A,-0.21020000000000003,0.911,0.97,5749.0,146252.6126900395,0.060997121862398467,2.07536458299773e+17,0.9391752577319589,0.02769889243235482,-1.1393625832262453,12.55685733976568,0.13381107455243876,0.9981669228738005,0.2134020618556701,-1.575036485716768
1796,K2-387 b,0.14303,0.65323,28.735327,0.1523,0.2876,310.0,Primary Transit,K2-387,0.126,0.57,0.585,3572.0,233739.7511246583,0.03330148713057801,7018527310753865.0,0.9743589743589743,0.02273264542978752,-0.8173000966639574,3.7426132632961258,0.034800369593845235,2.847129737333551,1.1166324786324786,-0.4258259912001182
1797,K2-388 b,0.0412,0.3265,6.339069,0.0633,0.2776,970.0,Primary Transit,K2-388,0.124,0.842,0.897,5367.0,158430.8776424907,0.0627419625728112,2.0707084756175517e+17,0.9386845039018952,0.05150598613140195,-1.198596289982645,13.301737756714061,0.15775187176539646,1.1666343576841611,0.36399108138238573,-1.1193253302656512
1798,K2-389 b,0.01778,0.19484,8.584043,0.0762,0.0892,1050.0,Primary Transit,K2-389,-0.034,0.802,1.084,5782.0,166540.1129724189,0.055775433604780926,1.92487444451777e+17,0.7398523985239852,0.022697929169273736,-1.1180450286603996,10.5249343832021,0.11649522258916924,0.6296316077905948,0.17974169741697418,-1.635576570043795
1799,K2-389 c,0.01655,0.18199999999999997,20.851337,0.1378,0.133,780.0,Primary Transit,K2-389,-0.034,0.802,1.084,5782.0,166157.5814650943,0.041523617182406436,5.8859140261468104e+16,0.7398523985239852,0.008728457076877132,-0.860750782428393,5.820029027576197,0.04795855536745677,0.6296316077905948,0.16789667896678964,-1.703748591905342
1800,K2-38 b,0.06,0.17,4.01593,0.04994,0.197,1266.0,Primary Transit,K2-38,0.235,1.054,1.141,5705.0,129487.14467933438,0.07813439831883238,4.2474230444199245e+17,0.9237510955302367,0.04233141513920811,-1.301551461984671,21.105326391670005,0.24900832434828296,0.7095510999317423,0.14899211218229624,-1.7719568419318752
1801,K2-38 c,0.03115,0.216,10.56103,0.0964,0.161,858.0,Primary Transit,K2-38,0.235,1.054,1.141,5705.0,124503.4686196622,0.05735227185341885,1.1399046550836602e+17,0.9237510955302367,0.020452550556148405,-1.0159229660971691,10.933609958506224,0.09468773405624262,0.7095510999317423,0.18930762489044697,-1.5324768712979722
1802,K2-390 b,0.06364,0.41625,3.312792,0.0402,0.2934,1310.0,Primary Transit,K2-390,-0.116,0.966,0.789,5558.0,168931.32102020527,0.07624506740798076,5.905029391478528e+17,1.224334600760456,0.12564930125404794,-1.39577394691553,24.029850746268657,0.30186018319290797,1.9667362237747097,0.5275665399239544,-0.8764692376874834
1803,K2-391 b,0.00783,0.12230999999999997,4.622654,0.0495,0.08080000000000001,900.0,Primary Transit,K2-391,-0.543,0.757,0.566,5543.0,176184.28961560092,0.06728119229892386,3.852734806949499e+17,1.3374558303886928,0.026458826466354612,-1.3053948010664314,15.292929292929292,0.21632594609070893,4.174904888276458,0.21609540636042404,-2.1011964734828656
1804,K2-392 b,0.014,0.16499999999999998,15.398723,0.1143,0.2198,840.0,Primary Transit,K2-392,-0.238,0.841,1.058,5726.0,158792.76913609504,0.04663815828173717,8.228352983007955e+16,0.7948960302457466,0.010715174238798893,-0.9419537696047182,7.3578302712160975,0.0649404499321145,0.7101318518781616,0.15595463137996218,-1.8018098050815565
1805,K2-393 b,0.01995,0.20983,10.413181,0.0895,0.0582,950.0,Primary Transit,K2-393,0.076,0.881,1.071,5678.0,151250.81678870038,0.054003198925724326,1.2975840010235086e+17,0.8225957049486462,0.020150422815084074,-1.048176964684088,9.843575418994414,0.09603213465702748,0.7171458604780877,0.19591970121381885,-1.5614575999155336
1806,K2-394 b,0.01237,0.15094999999999997,5.095717,0.05048,0.2442,890.0,Primary Transit,K2-394,-0.388,0.66,0.704,4197.0,201861.06610750625,0.062243486894273274,1.2176351718686075e+17,0.9375000000000001,0.029622916657263347,-1.2968806537639221,13.07448494453249,0.19624323721274162,1.8915854209710747,0.21441761363636366,-1.8908066228292895
1807,K2-395 b,0.02404,0.23169,4.803352,0.0548,0.05339999999999999,910.0,Primary Transit,K2-395,-0.033,0.952,0.783,5007.0,140199.72192110535,0.07168297364703675,2.0929037137780413e+17,1.2158365261813537,0.048235065845684426,-1.2612194415156308,17.372262773722625,0.20818794874912352,1.9831321817572223,0.2959003831417624,-1.4623550077328549
1808,K2-395 c,0.03716,0.30288,8.491282,0.0801,0.1894,750.0,Primary Transit,K2-395,-0.033,0.952,0.783,5007.0,140297.19246179343,0.05927057222985704,9.795922338998862e+16,1.2158365261813537,0.03566952552041022,-1.0963674839157622,11.885143570536828,0.11776784706950022,1.9831321817572223,0.3868199233716475,-1.1944185915211243
1809,K2-396 b,0.0107,0.14087,0.673862,0.0148,0.2188,1990.0,Primary Transit,K2-396,0.237,0.954,0.92,5236.0,140073.7601437723,0.13799730886480896,3.431429817222498e+18,1.0369565217391303,0.2090487369817559,-1.8297382846050425,64.45945945945945,1.483983367514417,1.2251376674611654,0.15311956521739128,-1.9599177997099215
1810,K2-396 c,0.0315,0.27871,25.76051,0.1681,0.1702,590.0,Primary Transit,K2-396,0.237,0.954,0.92,5236.0,139703.01319543188,0.04100087498799086,2.6598866187353284e+16,1.0369565217391303,0.01081927337618704,-0.774432286560529,5.675193337299226,0.038819107230408094,1.2251376674611654,0.30294565217391306,-1.2775834642624444
1811,K2-397 b,0.02121,0.21563,3.572326,0.0447,0.2354,1210.0,Primary Transit,K2-397,0.11,0.937,0.966,5387.0,142882.68395060013,0.07862059152242194,4.214760059924033e+17,0.9699792960662527,0.06036123242951511,-1.3496924768680636,20.961968680089488,0.27992965927521735,1.0394610290950845,0.22321946169772255,-1.5341913030595626
1812,K2-398 b,0.01913,0.20287,6.393025,0.0664,0.1654,1240.0,Primary Transit,K2-398,-0.257,0.945,1.239,5946.0,139607.44126878007,0.06525916986039075,2.8350678739817462e+17,0.7627118644067795,0.03173302153518874,-1.1778319206319825,14.231927710843372,0.1564204738758256,0.49684152871778803,0.16373688458434218,-1.595189899168899
1813,K2-398 c,0.07366,0.45482,18.787839,0.1362,0.36340000000000006,870.0,Primary Transit,K2-398,-0.257,0.945,1.239,5946.0,139708.34148625282,0.045549136270427885,6.7382233810467896e+16,0.7627118644067795,0.024208212557069494,-0.8658228924232337,6.938325991189427,0.05322591917037398,0.49684152871778803,0.3670863599677159,-0.7878535426988538
1814,K2-39 b,0.09,0.56,4.60543,0.062,0.0,942.0,Primary Transit,K2-39,0.32,0.66,2.97,4881.0,88994.93758559633,0.08458656174236376,1.4765625581527603e+17,0.2222222222222222,0.12159559476530965,-1.207608310501746,10.645161290322582,0.21713499065233866,0.02519269260758224,0.18855218855218855,-0.579818495252942
1815,K2-3 b,0.02039,0.194,10.054626,0.0775,0.0,463.0,Primary Transit,K2-3,-0.32,0.6,0.56,3896.0,217183.45325742895,0.04843013169325422,3.835945143173461e+16,1.0714285714285714,0.019294601310879192,-1.1106982974936896,7.741935483870967,0.09945670778803706,3.416545189504372,0.3464285714285714,-1.6398971199188088
1816,K2-3 c,0.00673,0.16499999999999998,24.646582,0.1405,0.0,344.0,Primary Transit,K2-3,-0.32,0.6,0.56,3896.0,219020.3287555576,0.03581784831903799,1.1671405132247866e+16,1.0714285714285714,0.006694640254782591,-0.8523236757589012,4.270462633451957,0.04057357730171267,3.416545189504372,0.29464285714285715,-1.8018098050815565
1817,K2-3 d,0.00881,0.135,44.55646,0.2086,0.0,282.0,Primary Transit,K2-3,-0.32,0.6,0.56,3896.0,218714.93785439123,0.029415991644705656,5294771038118709.0,1.0714285714285714,0.0030298636830663837,-0.6806856959094879,2.876318312559923,0.02244343468938062,3.416545189504372,0.24107142857142858,-2.0024805005437076
1818,K2-400 b,0.00519,0.10376000000000002,3.865053,0.0347,0.1718,570.0,Primary Transit,K2-400,-0.051,0.374,0.382,3578.0,357538.22754421807,0.05640971292221132,1.361138741647684e+17,0.9790575916230366,0.026845686204044292,-1.4596705252091262,10.778097982708934,0.2587286642641123,6.709366462151782,0.27162303664921467,-2.2656747389739484
1819,K2-401 b,0.01834,0.2018,6.293099,0.05857,0.1338,660.0,Primary Transit,K2-401,-0.098,0.676,0.68,4328.0,197107.63893070078,0.05847773305989757,1.0228184663425318e+17,0.9941176470588236,0.03206687198151499,-1.23232477597204,11.54174492060782,0.15890422191038153,2.149908406269082,0.29676470588235293,-1.6004781710626284
1820,K2-402 b,0.0245,0.23892,17.27474,0.1283,0.1694,870.0,Primary Transit,K2-402,-0.378,0.944,1.28,5716.0,141300.2954851031,0.04666540132651148,6.485083431663392e+16,0.7374999999999999,0.01383059889758109,-0.8917733436250715,7.357755261106781,0.057887991367742725,0.4501342773437499,0.18665625,-1.4316265111180317
1821,K2-403 b,0.07838,0.47578,33.589979,0.1879,0.1548,608.6,Primary Transit,K2-403,-0.16,0.784,0.886,5511.0,170074.46925641,0.03514770042633979,2.6125708923581892e+16,0.8848758465011287,0.014164343478750016,-0.7260732198994744,4.17243214475785,0.02977078372094249,1.1272361215867708,0.5369977426636569,-0.7427997164650167
1822,K2-404 b,0.02306,0.2257,13.115365,0.09078136283923571,0.176,450.0,Primary Transit,K2-404,0.005,0.552,0.552,3748.0,229916.7798913042,0.04349067869306151,2.3944453671417924e+16,1.0,0.017208823391495397,-1.0420033017747397,6.080543216535912,0.07624644834512802,3.2818735559756345,0.40887681159420286,-1.488548595158647
1823,K2-405 b,0.05862,0.40762,3.435471,0.045,0.2062,980.0,Primary Transit,K2-405,0.132,1.034,0.765,4927.0,129519.46218755557,0.08230118630693764,2.910081965719709e+17,1.3516339869281047,0.118650397572851,-1.3467874862246563,22.977777777777778,0.29108090273502524,2.3095971411476004,0.5328366013071895,-0.8974199111239036
1824,K2-406 Ab,0.06305,0.41057,22.549406,0.15678,0.5022,720.0,Primary Transit,K2-406 A,-0.03799999999999999,1.01,0.9688,5666.0,131946.60853403836,0.04368531004584403,4.193000947247499e+16,1.0425268373245251,0.01820757495785033,-0.8047093398890307,6.442148233193009,0.04434706617105568,1.1107568069734908,0.4237923203963666,-0.8902088408756539
1825,K2-407 b,0.00664,0.11446,4.941907,0.05445,0.1552,1110.0,Primary Transit,K2-407,0.014,0.881,0.927,5563.0,151284.8657984734,0.06922822302725011,3.230282254170256e+17,0.9503775620280475,0.023161099551246112,-1.2640021159082062,16.17998163452709,0.20235103574389401,1.1059530890125289,0.12347357065803667,-2.1675298620011807
1826,K2-407 c,0.00783,0.12130000000000002,9.22453,0.08267,0.1552,900.0,Primary Transit,K2-407,0.014,0.881,0.927,5563.0,150606.83514259645,0.05630974470726816,1.4013298222843229e+17,0.9503775620280475,0.013149721449222888,-1.0826520623722284,10.656828353695417,0.10840660716589355,1.1059530890125289,0.13085221143473572,-2.1094884630321324
1827,K2-408 b,0.01224,0.14960999999999997,20.978959,0.139,0.10516,610.0,Primary Transit,K2-408,-0.171,0.813,0.784,5335.0,163879.06129785383,0.04163041444039061,4.192838113713704e+16,1.0369897959183672,0.00713143106862452,-0.8569851997459049,5.848920863309352,0.04766680749030493,1.6871059518142948,0.19082908163265305,-1.8997233707559964
1828,K2-409 b,0.02121,0.22143,1.908084,0.02893,0.32599999999999996,1800.0,Primary Transit,K2-409,-0.036,1.0,1.275,5644.0,150366.0110216729,0.0952644385345223,1.212414587423492e+18,0.7843137254901962,0.1160483500726383,-1.538651566352017,34.56619426201175,0.5240859417090652,0.4824690352880868,0.17367058823529413,-1.5076487665320664
1829,K2-411 b,,0.08830500000000002,3.2141,0.0511,0.15960000000000002,897.8,Primary Transit,K2-411,0.14,1.018,1.375,5711.0,77420.51736877262,0.0998944554297865,4.0738669433000064e+17,0.7403636363636363,0.027474254068012814,-1.2915790998652872,19.921722113502938,0.31112908745838647,0.39159729526671677,0.06422181818181817,-2.4269585478338023
1830,K2-412 b,,0.18877999999999998,5.9382,0.0586,0.22,558.22,Primary Transit,K2-412,0.014,0.893,0.977,5590.0,175233.36195861318,0.06200442204720685,2.8434919265512704e+17,0.9140225179119754,0.03179077835034185,-1.2321023839819094,15.238907849829353,0.168401199016537,0.9575639062951209,0.19322415557830092,-1.667172963085339
1831,K2-413 b,,0.06779399999999997,0.8094,0.0117,0.1648,1128.8,Primary Transit,K2-413,-0.205,0.808,0.7,4116.0,409042.85866810515,0.09082439843587986,2.0966683570745562e+18,1.1542857142857144,0.0837583395107487,-1.9318141382538383,69.05982905982906,1.2354830738818878,2.355685131195336,0.09684857142857142,-2.6912815835269734
1832,K2-413 c,,0.10997499999999999,5.3301,0.0426,0.041600000000000026,1252.2,Primary Transit,K2-413,-0.205,0.808,0.7,4116.0,367486.94624268793,0.05021738693192443,1.5815475952739536e+17,1.1542857142857144,0.02063282114782087,-1.3705904008972811,18.967136150234744,0.18761374083037843,2.355685131195336,0.15710714285714286,-2.2075022117473537
