name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff
GJ 3473 Ab,0.00585,0.11277,1.1980035,0.01589,0.0,773.0,Primary Transit,GJ 3473 A,0.11,0.36,0.364,3347.0
GJ 357 b,0.006566,0.10411,3.93086,0.033,0.047,525.0,Primary Transit,GJ 357,-0.12,0.3420000000000001,0.337,3505.0
GJ 367  b,0.001583,0.06566,0.3219225,0.0069,0.1,1416.0,Primary Transit,GJ 367,-0.01,0.454,0.457,3522.0
GJ 3929 b,0.00381,0.1026,2.6162745,0.02569,0.19380000000000003,569.0,Primary Transit,GJ 3929,0.0,0.30899999999999994,0.35,3369.0
GJ 414 Ab,,0.2632,50.817,0.24,0.48000000000000004,303.69999999999993,Radial Velocity,GJ 414 A,0.24,0.65,0.68,4120.0
GJ 414 Ac,,0.7833,748.3,1.43,0.093,123.29999999999995,Radial Velocity,GJ 414 A,0.24,0.65,0.68,4120.0
GJ 436 b,0.05836,0.32519,2.64394,0.02887,0.1912,580.0,Radial Velocity,GJ 436,-0.32,0.452,0.464,3684.0
GJ 486 b,0.00887,0.11643,1.467119,0.01734,0.05,700.0,Primary Transit,GJ 486,0.07,0.32299999999999995,0.328,3340.0
GJ 523 b,0.0739,0.2275,17.74574,0.1226,0.14,538.0,Primary Transit,GJ 523,-0.193,0.781,0.702,4660.0
GJ 674 b,,1.13,4.6944,0.039,0.07,770.2,Radial Velocity,GJ 674,-0.28,0.35,0.94,3600.0
GJ 777 Ad,0.0362,0.18,88.69,0.3886,0.058,1272.6,Radial Velocity,GJ 777 A,0.19,0.98,1.168,5549.0
GJ 7 b,0.00997,0.1213,10.215213,0.0675,0.15,456.0,Primary Transit,GJ 7,-0.7,0.467,0.44,3650.0
GJ 9827 b,0.01532,0.13641,1.2089765,0.01866,0.0,1043.5,Primary Transit,GJ 9827,-0.28,0.659,0.651,4255.0
GJ 9827 c,0.00604,0.107,3.648086,0.03896,0.04699999999999999,721.9,Primary Transit,GJ 9827,-0.28,0.659,0.651,4255.0
GJ 9827 d,0.01076,0.17441,6.20183,0.0555,0.0,604.9,Primary Transit,GJ 9827,-0.28,0.659,0.651,4255.0
Gliese 12 b,0.00223,0.08065,12.761416,0.066,0.16,315.0,Primary Transit,Gliese 12,-0.3,0.241,0.269,3253.0
GU Psc b,11.0,1.35,55220609.50664809,2000.0,0.0364,771.8,Imaging,GU Psc,-0.244,0.35,0.94,5573.0
HAT-P-10 Ab,0.46,1.045,3.722469,0.0439,0.0,1261.8,Primary Transit,HAT-P-10 A,0.13,0.82,0.81,4980.0
HAT-P-11 b,0.0736,0.389,4.887802443,0.053,0.265,750.0,Primary Transit,HAT-P-11,0.31000000000000005,0.809,0.683,4780.0
HAT-P-12 b,0.210489884529,0.949,3.2130598,0.0384,0.0,1657.0,Primary Transit,HAT-P-12,-0.2899999999999999,0.73,0.7,4650.0
HAT-P-13 b,0.9,1.44,2.916415,0.045,0.014200000000000004,1700.0,Primary Transit,HAT-P-13,0.43000000000000005,1.22,1.56,5638.0
HAT-P-14 Ab,2.444,1.01,4.627686,0.0606,0.095,1701.8000000000002,Primary Transit,HAT-P-14 A,0.11,1.386,1.468,6600.0
HAT-P-15 b,1.946,1.072,10.863502,0.0964,0.19,1196.2,Primary Transit,HAT-P-15,0.21999999999999997,1.013,1.08,5568.0
HAT-P-16 Ab,4.193,1.289,2.77596,0.0413,0.036,1473.6,Primary Transit,HAT-P-16 A,0.17,1.218,1.237,6158.0
HAT-P-17 b,0.571,0.98,10.3385308,0.0828,0.346,804.0,Primary Transit,HAT-P-17,0.0,0.857,0.837,5246.0
HAT-P-18 Ab,0.183,0.947,5.50802957,0.0559,0.106,841.0,Primary Transit,HAT-P-18 A,0.1,0.77,0.717,4870.0
HAT-P-19 b,0.292,1.132,4.008784,0.0466,0.067,823.6,Primary Transit,HAT-P-19,0.23,0.842,0.82,4990.0
HAT-P-1 Bb,0.525,1.319,4.46529976,0.05561,0.067,1322.0,Primary Transit,HAT-P-1 B,0.13,1.151,1.174,5980.0
HAT-P-20 Ab,7.246,0.867,2.875317,0.0361,0.015,731.2,Primary Transit,HAT-P-20 A,0.35,0.756,0.694,4595.0
HAT-P-21 b,4.063,1.024,4.124461,0.0494,0.22800000000000004,1095.8,Primary Transit,HAT-P-21,0.01,0.947,1.105,5588.0
HAT-P-22 Ab,2.147,1.08,3.21222,0.0414,0.016,875.6,Primary Transit,HAT-P-22 A,0.24,0.916,1.04,5302.0
HAT-P-23 Ab,2.09,1.368,1.212884,0.0232,0.106,1036.6,Primary Transit,HAT-P-23 A,0.15999999999999998,1.13,1.29,5924.0
HAT-P-24 Ab,0.685,1.242,3.35524,0.0465,0.067,1364.0,Primary Transit,HAT-P-24 A,-0.16,1.191,1.317,6373.0
HAT-P-25 b,0.567,1.19,3.652836,0.0466,0.032,1333.8,Primary Transit,HAT-P-25,0.31000000000000005,1.01,0.959,5500.0
HAT-P-26 b,0.0585,0.57,4.234502,0.0479,0.124,590.0,Primary Transit,HAT-P-26,-0.039999999999999994,0.816,0.788,5079.0
HAT-P-26 d,,0.1758,6.594,0.0643,0.036,785.0,Primary Transit,HAT-P-26,-0.039999999999999994,0.816,0.788,5079.0
HAT-P-27 Ab,0.66,1.055,3.0395803,0.0403,0.078,1002.6,Primary Transit,HAT-P-27 A,0.29,0.945,0.898,5300.0
HAT-P-27 Ac,,0.3863,1.1994,0.0217,0.022199999999999998,1426.0,Primary Transit,HAT-P-27 A,0.29,0.945,0.898,5300.0
HAT-P-28 b,0.626,1.212,3.257215,0.0434,0.051,1184.4,Primary Transit,HAT-P-28,0.12,1.025,1.103,5680.0
HAT-P-29 b,0.778,1.107,5.723186,0.0667,0.095,1262.8,Primary Transit,HAT-P-29,0.21,1.207,1.224,6087.0
HAT-P-2 b,8.74,0.951,5.6334729,0.0674,0.5170999999999999,1144.4,Primary Transit,HAT-P-2,0.04000000000000001,1.34,1.54,6414.0
HAT-P-30 Ab,0.723,1.41,2.81060078,0.0412,0.035,1712.0,Primary Transit,HAT-P-30 A,-0.08,1.18,1.33,6250.0
HAT-P-31 b,2.171,1.07,5.005425,0.055,0.245,1544.4,Primary Transit,HAT-P-31,0.15,1.218,1.36,6065.0
HAT-P-32 Ab,0.75,1.789,2.15000825,0.03427,0.044,1408.0,Primary Transit,HAT-P-32 A,-0.16,1.176,1.387,6001.0
HAT-P-33 Ab,0.763,1.827,3.474474,0.0503,0.148,1562.6,Primary Transit,HAT-P-33 A,0.05,1.403,1.777,6401.0
HAT-P-34 b,3.64,1.142,5.4526482,0.0861,0.44099999999999995,1288.0,Primary Transit,HAT-P-34,0.08,1.36,1.45,6509.0
HAT-P-35 Ab,1.054,1.332,3.646706,0.0498,0.025,906.6,Primary Transit,HAT-P-35 A,0.11,1.236,1.435,6096.0
HAT-P-36 b,1.832,1.264,1.327347,0.0238,0.063,1035.2,Primary Transit,HAT-P-36,0.26,1.022,1.096,5580.0
HAT-P-37 b,1.169,1.178,2.797436,0.0379,0.058,791.8,Primary Transit,HAT-P-37,0.029999999999999995,0.929,0.877,5500.0
HAT-P-38 b,0.267,0.825,4.640382,0.0523,0.067,1056.2,Primary Transit,HAT-P-38,0.06,0.886,0.923,5330.0
HAT-P-39 Ab,0.599,1.571,3.54387,0.0509,0.2294,1711.0,Primary Transit,HAT-P-39 A,0.19,1.404,1.625,6430.0
HAT-P-3 Ab,0.591,0.827,2.899703,0.03866,0.0,1490.1999999999998,Primary Transit,HAT-P-3 A,0.41,0.917,0.799,5224.0
HAT-P-40 b,0.615,1.73,4.457243,0.0608,0.05979999999999999,1821.4,Primary Transit,HAT-P-40,0.21999999999999997,1.512,2.206,6080.0
HAT-P-41 Ab,0.8,1.685,2.694047,0.0426,0.026000000000000002,1721.0,Primary Transit,HAT-P-41 A,0.13,1.32,1.65,6479.0
HAT-P-42 b,0.975,1.277,4.641876,0.0575,0.0,1427.0,Primary Transit,HAT-P-42,0.27,1.179,1.528,5743.0
HAT-P-43 b,0.66,1.283,3.332688,0.0443,0.0,1361.0,Primary Transit,HAT-P-43,0.23,1.048,1.104,5645.0
HAT-P-44 Bb,0.392,1.28,4.301217,0.0507,0.072,821.4,Primary Transit,HAT-P-44 B,0.33,0.939,0.979,5295.0
HAT-P-45 Ab,0.892,1.426,3.128992,0.0452,0.049,1291.8,Primary Transit,HAT-P-45 A,0.07,1.259,1.319,6330.0
HAT-P-46 b,0.493,1.284,4.463129,0.0577,0.123,1075.6,Primary Transit,HAT-P-46,0.3,1.763,1.395,7587.0
HAT-P-47 b,0.206,1.313,4.732182,0.0615,0.0,1558.2,Primary Transit,HAT-P-47,0.0,1.387,1.515,6703.0
HAT-P-48 b,0.168,1.131,4.40865,0.0543,0.0,1350.6,Primary Transit,HAT-P-48,0.019999999999999997,1.099,1.223,5946.0
HAT-P-49 b,1.73,1.448,2.6915575,0.0412,0.0,2193.0,Primary Transit,HAT-P-49,0.074,1.543,1.833,6820.0
HAT-P-4 b,0.68,1.27,3.0565114,0.0446,0.0,1455.6,Primary Transit,HAT-P-4,0.2,1.26,1.59,5890.0
HAT-P-50 b,1.36,1.288,3.1220109,0.0453,0.115,1862.0,Primary Transit,HAT-P-50,-0.18,1.273,1.698,6280.0
HAT-P-51 Ab,0.309,1.293,4.2180278,0.05069,0.123,1192.0,Primary Transit,HAT-P-51 A,0.27,0.976,1.041,5449.0
HAT-P-52 b,0.819,1.009,2.7535953,0.03694,0.047,1218.0,Primary Transit,HAT-P-52,0.28,0.887,0.893,5131.0
HAT-P-53 b,1.487,1.318,1.9616241,0.03159,0.134,1778.0,Primary Transit,HAT-P-53,0.0,1.093,1.209,5956.0
HAT-P-54 b,0.76,0.944,3.799847,0.04117,0.074,797.4,Primary Transit,HAT-P-54,-0.127,0.645,0.617,4390.0
HAT-P-55 b,0.582,1.182,3.5852467,0.04604,0.139,1313.0,Primary Transit,HAT-P-55,-0.03,1.013,1.011,5808.0
HAT-P-56 b,2.31,1.51,2.79083,0.0423,0.246,1840.0,Primary Transit,HAT-P-56,0.0,1.42,1.47,6566.0
HAT-P-57 Ab,1.85,1.413,2.465295,0.0406,0.0,2200.0,Primary Transit,HAT-P-57 A,-0.25,1.47,1.5,7500.0
HAT-P-58 b,0.372,1.332,4.013837,0.04994,0.073,1622.0,Primary Transit,HAT-P-58,0.12,1.031,1.53,5931.0
HAT-P-59 b,1.54,1.123,4.1419771,0.05064,0.03,1277.0,Primary Transit,HAT-P-59,0.217,1.0,1.1,5678.0
HAT-P-5 b,1.06,1.252,2.788491,0.04079,0.0,1734.6,Primary Transit,HAT-P-5,0.24,1.163,1.137,5960.0
HAT-P-60 b,0.574,1.631,4.7947813,0.06277,0.25,1772.0,Primary Transit,HAT-P-60,0.037000000000000005,1.435,2.197,6212.0
HAT-P-61 b,1.057,0.899,1.90231289,0.0301,0.9021999999999999,1505.0,Primary Transit,HAT-P-61,0.194,1.004,0.938,5587.0
HAT-P-62 b,0.761,1.073,2.6453235,0.03772,0.1,1512.0,Primary Transit,HAT-P-62,0.414,1.023,1.17,5629.0
HAT-P-63 b,0.614,1.119,3.377728,0.04294,0.069,1237.0,Primary Transit,HAT-P-63,0.251,0.925,0.9661,5400.0
HAT-P-64 b,0.58,1.703,4.007232,0.05387,0.041,1766.0,Primary Transit,HAT-P-64,-0.113,1.298,1.735,6457.0
HAT-P-65 b,0.527,1.89,2.6054552,0.03951,0.3,1930.0,Primary Transit,HAT-P-65,0.1,1.212,1.86,5835.0
HAT-P-66 b,0.783,1.59,2.972086,0.04363,0.0,1688.2,Primary Transit,HAT-P-66,0.035,1.255,1.881,6002.0
HAT-P-67 Ab,0.45,2.14,4.8101088,0.06505,0.24,1903.0,Primary Transit,HAT-P-67 A,-0.08,1.292,2.648,6417.0
HAT-P-68 b,0.724,1.072,2.29840551,0.02996,0.041,1028.0,Primary Transit,HAT-P-68,-0.06,0.6785,0.67,4508.0
HAT-P-69 b,3.58,1.676,4.7869491,0.06555,0.0,1990.0,Primary Transit,HAT-P-69,-0.061,1.698,1.854,7724.0
HAT-P-6 b,1.11,1.275,3.8529972,0.0494,0.0,1723.0,Primary Transit,HAT-P-6,-0.13,1.29,1.46,6570.0
HAT-P-70 b,6.78,1.87,2.74432452,0.04739,0.0,2562.0,Primary Transit,HAT-P-70,-0.059,1.89,1.858,8450.0
HAT-P-7 Ab,1.79,1.51,2.20473825,0.039,0.0,2200.0,Primary Transit,HAT-P-7 A,0.232,1.347,1.993,6532.23
HAT-P-8 Ab,1.35,1.42,3.076318,0.0473,0.0,1726.0,Primary Transit,HAT-P-8 A,0.048,1.285,1.431,6401.79
HAT-P-9 b,0.67,1.4,3.922814,0.053,0.0,1644.6000000000001,Primary Transit,HAT-P-9,0.12,1.28,1.32,6350.0
HATS-10 b,0.526,0.969,3.312846,0.0449,0.5,1407.0,Primary Transit,HATS-10,0.15,1.1,1.105,5880.0
HATS-11 b,0.85,1.609,3.619188,0.0507,0.34,1596.0,Primary Transit,HATS-11,0.029999999999999995,1.06,1.462,5871.0
HATS-12 b,2.38,0.692,3.142702,0.0441,0.085,1446.0,Primary Transit,HATS-12,-0.1,1.16,1.17,6357.0
HATS-13 b,0.543,1.212,3.0440499,0.04057,0.18,1244.0,Primary Transit,HATS-13,0.05,0.962,0.887,5523.0
HATS-14 b,1.071,1.039,2.7667641,0.03815,0.142,836.6,Primary Transit,HATS-14,0.33,0.967,0.933,5346.0
HATS-15 b,2.17,1.105,1.74748753,0.02712,0.0,1651.0,Primary Transit,HATS-15,0.0,0.871,0.922,5311.0
HATS-16 b,3.27,1.3,2.686502,0.03744,0.0,1248.6,Primary Transit,HATS-16,0.1,0.97,1.238,5738.0
HATS-17 b,1.338,0.777,16.254611,0.1308,0.028999999999999998,814.0,Primary Transit,HATS-17,0.3,1.131,1.091,5846.0
HATS-18 b,1.98,1.337,0.8378434,0.01761,0.166,2060.0,Primary Transit,HATS-18,0.28,1.037,1.02,5600.0
HATS-19 b,0.427,1.66,4.569673,0.0589,0.3,1570.0,Primary Transit,HATS-19,0.24,1.303,1.74,5896.0
HATS-1 Ab,1.855,1.302,3.446459,0.0444,0.12,1371.0,Primary Transit,HATS-1 A,-0.06,0.986,1.038,5870.0
HATS-20 b,0.273,0.776,3.7992969,0.04619,0.5,1147.0,Primary Transit,HATS-20,0.029999999999999995,0.91,0.892,5406.0
HATS-21 b,0.332,1.123,3.5543973,0.04676,0.0,1284.0,Primary Transit,HATS-21,0.3,1.08,1.021,5695.0
HATS-22 b,2.74,0.953,4.7228124,0.05025,0.079,858.0,Primary Transit,HATS-22,0.0,0.759,0.689,4803.0
HATS-23 b,1.47,1.86,2.1605156,0.03397,0.114,1654.0,Primary Transit,HATS-23,0.28,1.121,1.199,5780.0
HATS-24 b,2.44,1.487,1.3484954,0.02547,0.24,2067.0,Primary Transit,HATS-24,0.0,1.212,1.172,6346.0
HATS-25 b,0.613,1.26,4.2986432,0.05163,0.088,1586.6,Primary Transit,HATS-25,0.019999999999999997,0.994,1.107,5715.0
HATS-26 b,0.65,1.75,3.3023881,0.04735,0.122,993.4,Primary Transit,HATS-26,-0.02,1.299,2.04,6071.0
HATS-27 b,0.53,1.5,4.637038,0.0611,0.29,1623.0,Primary Transit,HATS-27,0.09,1.415,1.74,6438.0
HATS-28 b,0.672,1.194,3.1810781,0.04131,0.101,1048.2,Primary Transit,HATS-28,0.01,0.929,0.922,5498.0
HATS-29 b,0.653,1.251,4.6058749,0.05475,0.079,867.2,Primary Transit,HATS-29,0.15999999999999998,1.032,1.073,5670.0
HATS-2 b,1.345,1.168,1.354133,0.023,0.0,1561.4,Primary Transit,HATS-2,0.15,0.882,0.898,5227.0
HATS-30 Ab,0.706,1.175,3.1743516,0.04354,0.048,1187.6,Primary Transit,HATS-30 A,0.06,1.093,1.061,5943.0
HATS-31 b,0.88,1.64,3.37796,0.0478,0.23300000000000004,1823.0,Primary Transit,HATS-31,0.0,1.275,1.87,6050.0
HATS-32 b,0.92,1.249,2.8126548,0.04024,0.47100000000000003,1437.0,Primary Transit,HATS-32,0.39,1.099,1.097,5700.0
HATS-33 b,1.192,1.23,2.5495551,0.03727,0.08,1429.0,Primary Transit,HATS-33,0.29,1.062,1.022,5659.0
HATS-34 b,0.941,1.43,2.1061607,0.03166,0.0,1445.0,Primary Transit,HATS-34,0.24999999999999997,0.955,0.98,5380.0
HATS-35 b,1.222,1.464,1.8209933,0.03199,0.0,2037.0,Primary Transit,HATS-35,0.21,1.317,1.433,6300.0
HATS-36 b,2.79,1.153,4.175186,0.0523,0.294,1203.0,Primary Transit,HATS-36,0.15,1.1,1.1,5950.0
HATS-37 Ab,0.099,0.606,4.3315366,0.04913,0.345,1085.0,Primary Transit,HATS-37 A,0.051000000000000004,0.843,0.877,5326.0
HATS-38 b,0.074,0.614,4.375021,0.05036,0.122,1294.0,Primary Transit,HATS-38,-0.102,0.89,1.105,5732.0
HATS-39 b,0.63,1.57,4.5776348,0.06,0.275,1645.0,Primary Transit,HATS-39,0.0,1.379,1.621,6572.0
HATS-3 b,1.071,1.381,3.547851,0.0485,0.1968,1648.0,Primary Transit,HATS-3,-0.157,1.209,1.404,6351.0
HATS-40 b,1.59,1.58,3.2642736,0.04997,0.312,2100.0,Primary Transit,HATS-40,0.01,1.56,2.26,6460.0
HATS-41 b,9.7,1.33,4.193649,0.0583,0.38,1710.0,Primary Transit,HATS-41,0.47,1.496,1.71,6424.0
HATS-42 b,1.88,1.4,2.292102,0.03689,0.22900000000000004,1856.0,Primary Transit,HATS-42,0.21999999999999997,1.273,1.48,6060.0
HATS-43 b,0.261,1.18,4.3888497,0.04944,0.173,999.0,Primary Transit,HATS-43,0.05,0.837,0.812,5099.0
HATS-44 b,0.56,1.067,2.7439004,0.03649,0.27899999999999997,950.6,Primary Transit,HATS-44,0.32,0.86,0.847,5080.0
HATS-45 b,0.7,1.286,4.1876244,0.05511,0.24,1162.4,Primary Transit,HATS-45,0.019999999999999997,1.272,1.315,6450.0
HATS-46 b,0.173,0.903,4.7423729,0.05367,0.559,740.2,Primary Transit,HATS-46,-0.06,0.917,0.853,5495.0
HATS-47 Ab,0.369,1.117,3.9228038,0.04269,0.088,852.9,Primary Transit,HATS-47 A,-0.113,0.674,0.6564,4512.0
HATS-48 Ab,0.243,0.8,3.1316666,0.03769,0.162,954.6,Primary Transit,HATS-48 A,0.186,0.7279,0.7152,4546.0
HATS-49 b,0.353,0.765,4.1480467,0.04515,0.071,834.8,Primary Transit,HATS-49,0.208,0.7133,0.6977,4405.0
HATS-4 b,1.323,1.02,2.516729,0.0362,0.012999999999999998,1315.0,Primary Transit,HATS-4,0.43000000000000005,1.001,0.925,5403.0
HATS-50 b,0.39,1.13,3.8297015,0.05046,0.5159999999999999,1348.0,Primary Transit,HATS-50,0.3,1.168,1.117,5990.0
HATS-51 b,0.768,1.41,3.3488702,0.04639,0.33,1553.0,Primary Transit,HATS-51,0.3,1.187,1.44,5758.0
HATS-52 b,2.24,1.382,1.3665436,0.02498,0.246,1834.0,Primary Transit,HATS-52,0.21999999999999997,1.111,1.046,6010.0
HATS-53 b,0.595,1.34,3.8537768,0.04753,0.33,1312.0,Primary Transit,HATS-53,0.01,0.964,1.1,5644.0
HATS-54 b,0.753,1.015,2.5441765,0.037,0.126,1420.0,Primary Transit,HATS-54,0.37,1.05,1.23,5621.0
HATS-55 Ab,0.921,1.251,4.205833890981415,0.05412,0.092,1367.0,Primary Transit,HATS-55 A,0.108,1.1955,1.126,6214.0
HATS-56 b,0.602,1.688,4.324799,0.06043,0.019000000000000003,1902.0,Primary Transit,HATS-56,0.19,1.573,2.201,6536.0
HATS-57 Ab,3.147,1.13,2.350621,0.03493,0.027999999999999997,1413.4,Primary Transit,HATS-57 A,0.258,1.026,0.96,5587.0
HATS-58 Ab,1.03,1.095,4.2180896,0.05798,0.2262,1721.0,Primary Transit,HATS-58 A,0.126292,1.461,1.433,7175.0
HATS-59 b,0.806,1.126,5.416081,0.06112,0.129,1128.0,Primary Transit,HATS-59,0.18,1.038,1.036,5670.0
HATS-5 b,0.237,0.912,4.763387,0.0542,0.019000000000000003,1025.0,Primary Transit,HATS-5,0.19,0.936,0.871,5304.0
HATS-60 b,0.662,1.153,3.560829,0.04708,0.191,1528.0,Primary Transit,HATS-60,0.334,1.1,1.46,5690.0
HATS-61 b,3.4,1.195,7.817953,0.07908,0.092,1226.0,Primary Transit,HATS-61,0.241,1.075,1.667,5541.0
HATS-62 Ab,0.179,1.055,3.2768837,0.04163,0.29799999999999993,1237.0,Primary Transit,HATS-62 A,0.14,0.911,0.923,5435.0
HATS-63 b,0.96,1.207,3.0566527,0.04026,0.136,1398.0,Primary Transit,HATS-63,0.08,0.931,1.07,5626.0
HATS-64 b,0.96,1.679,4.908897,0.06562,0.151,1793.0,Primary Transit,HATS-64,0.208,1.562,2.113,6560.0
HATS-65 Ab,0.821,1.501,3.105161,0.04497,0.062,1634.0,Primary Transit,HATS-65 A,0.233,1.269,1.296,6276.0
HATS-66 b,5.33,1.411,3.1414391,0.04714,0.064,1998.0,Primary Transit,HATS-66,-0.034,1.406,1.851,6606.0
HATS-67 b,1.45,1.685,1.6091788,0.03032,0.05700000000000001,2193.0,Primary Transit,HATS-67,0.34,1.44,1.44,6605.0
HATS-68 b,1.29,1.2321,3.5862202,0.05071,0.036,1741.0,Primary Transit,HATS-68,0.163,1.337,1.769,6122.0
HATS-69 b,0.577,0.945,2.2252577,0.03211,0.5189999999999999,1295.7,Primary Transit,HATS-69,0.377,0.892,0.8785,5137.0
HATS-6 Bb,0.319,0.998,3.3252725,0.03623,0.064,471.79999999999995,Primary Transit,HATS-6 B,0.16812,0.574,0.57,3724.0
HATS-70 b,12.9,1.384,1.8882378,0.03632,0.18,2730.0,Primary Transit,HATS-70,0.04000000000000001,1.78,1.88,7930.0
HATS-71 b,0.45,1.08,3.79551764,0.03946,0.153,567.9,Primary Transit,HATS-71,0.237,0.569,0.5161,3254.0
HATS-72 b,0.1254,0.7224,7.3279474,0.066517,0.012999999999999998,739.3,Primary Transit,HATS-72,0.099,0.7311,0.7214,4656.1
HATS-74 Ab,1.46,1.032,1.73185606,0.02384,0.044,895.0,Primary Transit,HATS-74 A,0.514,0.6000000000000001,0.5758,3776.9
HATS-75 b,0.491,0.884,2.7886556,0.032742,0.064,772.0,Primary Transit,HATS-75,0.522,0.6017,0.5848,3790.4
HATS-76 b,2.629,1.079,1.9416423,0.02658,0.062,940.0,Primary Transit,HATS-76,0.322,0.662,0.626,4016.0
HATS-77 b,1.374,1.165,3.0876262,0.03607,0.045,828.0,Primary Transit,HATS-77,0.253,0.655,0.643,4071.0
HATS-7 b,0.12,0.563,3.185315,0.04012,0.0,1733.0,Primary Transit,HATS-7,0.24999999999999997,0.849,0.815,4985.0
HATS-8 b,0.138,0.873,3.583893,0.04667,0.38,1324.0,Primary Transit,HATS-8,0.21,1.056,1.086,5679.0
HATS-9 b,0.839,1.236,1.915291,0.0312,0.129,1746.0,Primary Transit,HATS-9,0.38,1.1,1.56,5599.0
HD 100546 b,1.65,6.9,91250.0,53.0,0.12539999999999998,932.0,"Imaging, Kinematic",HD 100546,0.14839999999999998,2.4,1.6,11000.0
HD 101581 b,,0.08529,4.46569,0.046,0.2454,834.0,Primary Transit,HD 101581,-0.344,0.653,0.63,4633.0
HD 101581 c,,0.0883,6.20401,0.0573,0.22396,747.0,Primary Transit,HD 101581,-0.344,0.653,0.63,4633.0
HD 104067 d,,0.116,2.1538197,0.03,0.0,1597.6,Radial Velocity,HD 104067,-0.06,0.791,0.94,4969.0
HD 106315 b,0.033,0.214,9.55288,0.0907,0.093,1153.0,Primary Transit,HD 106315,-0.311,1.09,1.3,6327.0
HD 106315 c,0.038,0.3908,21.05652,0.1536,0.22000000000000003,886.0,Primary Transit,HD 106315,-0.311,1.09,1.3,6327.0
HD 108236 b,,0.14149,3.79523,0.0469,0.2,1099.0,Primary Transit,HD 108236,-0.3,0.853,0.894,5720.0
HD 108236 c,,0.1845,6.2037,0.0651,0.18,932.0,Primary Transit,HD 108236,-0.3,0.853,0.894,5720.0
HD 108236 d,,0.2427,14.17555,0.1131,0.17,708.0,Primary Transit,HD 108236,-0.3,0.853,0.894,5720.0
HD 108236 e,,0.2783,19.5917,0.14,0.2,636.0,Primary Transit,HD 108236,-0.3,0.853,0.894,5720.0
HD 108236 f,,0.17995,29.54115,0.1758,0.051,1028.6,Primary Transit,HD 108236,-0.3,0.853,0.894,5720.0
HD 109749 Ab,,0.99,5.23921,0.0635,0.0451,1473.4,Radial Velocity,HD 109749 A,0.21999999999999997,1.2,1.3,5868.57
HD 110067 b,0.0179,0.19627,9.113678,0.0793,0.18760000000000002,800.0,Primary Transit,HD 110067,-0.2,0.798,0.788,5266.0
HD 110067 c,0.0198,0.2132,13.673694,0.104,0.0768,700.0,Primary Transit,HD 110067,-0.2,0.798,0.788,5266.0
HD 110067 d,0.02681,0.2543,20.519617,0.136,0.30860000000000004,602.0,Primary Transit,HD 110067,-0.2,0.798,0.788,5266.0
HD 110067 e,0.0123,0.1731,30.793091,0.1785,0.1588,533.0,Primary Transit,HD 110067,-0.2,0.798,0.788,5266.0
HD 110067 f,0.01586,0.232,41.05854,0.2163,0.059000000000000004,489.0,Primary Transit,HD 110067,-0.2,0.798,0.788,5266.0
HD 110067 g,0.0264,0.23258,54.76992,0.262,0.068,440.0,Primary Transit,HD 110067,-0.2,0.798,0.788,5266.0
HD 110113 b,0.01432,0.1829,2.541,0.035,0.093,1371.0,Primary Transit,HD 110113,0.0648,0.997,0.968,5732.0
HD 114082 b,1.55,1.05,225.5504,0.79,0.395,1216.4,Primary Transit,HD 114082,-0.21,1.28,1.48,6610.0
HD 114082 c,1.12,1.26,314.0,0.99,0.0,1562.4,Primary Transit,HD 114082,-0.21,1.28,1.48,6610.0
HD 114613 b,,1.182,4000.0,5.34,0.458,1316.3999999999999,Radial Velocity,HD 114613,0.18,1.27,2.14,5641.0
HD 115587 b,0.7,0.49,372.0,1.1081458040560253,0.109,1119.8,Primary Transit,HD 115587,0.282,1.248,1.198,6324.0
HD 118203 b,2.17,1.14,6.13499,0.07082,0.30999999999999994,1496.0,Radial Velocity,HD 118203,0.27,1.353,1.993,5872.0
HD 125390 b,,1.08,1756.2,1.55,0.591,1448.8,Radial Velocity,HD 125390,0.14279999999999995,1.36,6.17,4850.0
HD 13167 Ab,,1.167,2613.0,4.1,0.5629999999999998,1448.8,Radial Velocity,HD 13167 A,0.08399999999999999,1.35,2.39,5671.0
HD 135344 Ab,10.0,1.45,8.05380809,16.5,0.5,1233.2,Imaging,HD 135344 A,0.05,0.89,1.5,9540.0
HD 137010 b,,0.0946,355.0,0.88,0.1346,188.0,Primary Transit,HD 137010,-0.22,0.726,0.707,4770.0
HD 137496 b,0.01271,0.1169,1.62116,0.02732,0.0,2130.0,Primary Transit,HD 137496,-0.11599999999999999,1.0972,0.94,5573.0
HD 1397 b,0.415,1.026,11.53533,0.1097,0.251,1228.3,Primary Transit,HD 1397,0.27,1.322,2.328,5528.0
HD 143105 b,1.23,1.2,2.1974,0.0379,0.07,663.4,Radial Velocity,HD 143105,0.05,1.51,1.61,6380.0
HD 143811 (AB)b,5.6,1.4,119181.0,63.88,0.23000000000000004,1000.0,Imaging,HD 143811 (AB),0.0372,2.5,0.94,6575.0
HD 14787 b,,1.25,676.6,1.7,0.155,2001.2000000000003,Radial Velocity,HD 14787,0.12239999999999998,1.43,5.01,4942.0
HD 148797 b,0.1237,0.736,42.146,0.2568,0.15,762.0,Radial Velocity,HD 148797,-0.093,1.268,1.569,6441.0
