name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_radius
109 Psc b,6.8,1.152,1075.4,2.051,"Radial Velocity, Astrometry",109 Psc,0.1,1.13,1.79,5600.0,134042.67407496832,0.011983274191022254,233787231068503.94,0.6312849162011173,0.0010712293100241768,0.3119656603683663,0.5509507557289126,0.0009298865538404314,0.19702409918576735,0.6435754189944134,0.14149956227369942
109 Psc c,,0.3996,8.1127,0.08368221686969649,Radial Velocity,109 Psc,0.1,1.13,1.79,5600.0,112313.32964601765,0.06481083677541295,1.4043836167268608e+17,0.6312849162011173,0.02426213298663954,-1.0773668232004687,13.503466354859468,0.12326352509029052,0.19702409918576735,0.2542857142857143,-0.9172912322077386
112 Psc b,,0.3887,4.36305,0.054,Radial Velocity,112 Psc,0.31,1.1,1.801,5986.0,120892.42812642895,0.07776486783046209,4.4031079224362694e+17,0.6107717934480845,0.02426213298663954,-1.2676062401770316,20.370370370370374,0.22919746507603625,0.18830053186199058,0.2542857142857143,-0.9449474411239596
112 Psc c,9.866,0.3887,36336.7,22.21,"Radial Velocity, Astrometry",112 Psc,0.31,1.1,1.801,5986.0,120516.16157608601,0.003840457324755925,2602853548659.7197,0.6107717934480845,0.02426213298663954,1.346548558548474,0.049527239981990094,2.7520385725726334e-05,0.18830053186199058,0.2542857142857143,-0.9449474411239596
11 UMi b,,1.11068,516.22,1.54,Radial Velocity,11 UMi,0.04,1.8000000000000003,24.08,4340.0,72963.80776417039,0.0187441505037708,149595137190082.66,0.07475083056478406,0.02426213298663954,0.18752072083646307,1.1688311688311688,0.001937158575801015,0.0001289148825702532,0.2542857142857143,0.10497244036635017
14 And Ab,,0.4064,185.84,0.83,Radial Velocity,14 And A,-0.24,2.2,11.0,4813.0,60400.99827383275,0.0280620092819579,778945839412049.8,0.2,0.02426213298663954,-0.08092190762392612,2.6506024096385548,0.005380972879896685,0.0016528925619834713,0.2542857142857143,-0.900417382717865
14 Her b,8.9,0.16423200000000002,1767.56,2.839,"Radial Velocity, Astrometry",14 Her,0.43,0.9,0.708,5311.0,136537.5646188952,0.010091857185658673,98713015868498.1,1.2711864406779663,0.02426213298663954,0.4531653925258572,0.3170130327580134,0.0005657516576523569,2.535961969497044,0.2542857142857143,-1.8064752166638307
14 Her c,7.9,0.16423200000000002,52160.0,20.0,"Radial Velocity, Astrometry, Imaging",14 Her,0.43,0.9,0.708,5311.0,340083.2,0.0024091968202375716,1989047773929.6025,1.2711864406779663,0.02426213298663954,1.3010299956639813,0.045,1.9171779141104296e-05,2.535961969497044,0.2542857142857143,-1.8064752166638307
16 Cyg Bb,,0.24508400000000002,799.5,1.68,Radial Velocity,16 Cyg B,0.08,1.01,0.98,5766.0,134805.95921404278,0.013202940983191625,391633639641275.56,1.030612244897959,0.02426213298663954,0.22530928172586284,0.6011904761904762,0.0012507817385866166,1.0731072937296535,0.2542857142857143,-1.406154270056632
18 Del Ab,,0.11420000000000002,993.3,2.6,Radial Velocity,18 Del A,-0.052,2.3,8.5,4979.0,56135.917728720975,0.016446473168898544,90912124996224.98,0.27058823529411763,0.02426213298663954,0.414973347970818,0.8846153846153845,0.0010067451927917046,0.0037451658864237733,0.2542857142857143,-2.169803981760227
1RXS 1609 b,6.6,1.7,2277081.388074019,305.0,Imaging,1RXS 1609,0.073,0.73,1.35,4060.0,182750.08561643845,0.0008415911388703864,2920817725.9876375,0.5407407407407407,7.46569713714923e-07,2.484299839346786,0.00239344262295082,4.3915865512642535e-07,0.29670273840369854,1.259259259259259,0.5306282510621704
23 Lib b,1.8,0.32683799999999996,258.19,0.81,Radial Velocity,23 Lib,0.25,1.07,1.25,5740.0,125436.45691619578,0.019711763038132636,1654540993385154.5,0.8560000000000001,0.02426213298663954,-0.09151498112135022,1.3209876543209877,0.0038731166970060807,0.54784,0.2542857142857143,-1.1182906436864088
23 Lib c,1.9,0.32683799999999996,5000.0,5.8,Radial Velocity,23 Lib,0.25,1.07,1.25,5740.0,128131.53470827012,0.00728849495632832,32269451419738.406,0.8560000000000001,0.02426213298663954,0.7634279935629372,0.18448275862068966,0.0002,0.54784,0.2542857142857143,-1.1182906436864088
24 Boo b,,0.169714,30.3506,0.19,Radial Velocity,24 Bo&ouml;,-0.77,0.99,10.64,4893.0,134299.30315789473,0.039333825636531775,1.587792188973964e+16,0.09304511278195488,0.02426213298663954,-0.721246399047171,5.2105263157894735,0.032948277793519734,0.0008218835927514528,0.2542857142857143,-1.7736406116179606
24 Sex b,,0.5942000000000001,452.8,1.333,Radial Velocity,24 Sex,-0.03,1.54,4.9,5098.0,86561.0245395651,0.018497098088494673,380136022045730.5,0.3142857142857143,0.02426213298663954,0.1248301494138592,1.1552888222055515,0.002208480565371025,0.01308978401856369,0.2542857142857143,-0.5205393159536297
24 Sex c,,0.5942000000000001,883.0,2.08,Radial Velocity,24 Sex,-0.03,1.54,4.9,5098.0,86642.58523697086,0.014800708311363013,156125073057696.0,0.3142857142857143,0.02426213298663954,0.31806333496276157,0.7403846153846154,0.0011325028312570782,0.01308978401856369,0.2542857142857143,-0.5205393159536297
2M1510 (AB)b,0.031,0.31880200000000003,100.0,0.17325192277330706,Radial Velocity,2M1510(AB),0.04,0.06599999999999995,0.96,5533.0,1922940.3409090906,0.010885739356098554,9.032184334005978e+16,0.9865269461077845,0.02426213298663954,-0.7613219368304215,0.3809481530912546,0.01,1.0963722511574077,0.2542857142857143,-1.143185058560034
2MASS J0103-5515 (AB)b,10.5,1.54,444609.92994983814,84.0,Imaging,2MASS J0103-5515,0.072,0.4,0.96,5533.0,333518.90624999994,0.0011870800228475137,9.032184334005978e+16,0.9865269461077845,3.4637103138334004e-06,1.9242792860618816,0.004761904761904762,2.24916254145026e-06,1.0963722511574077,0.2542857142857143,0.43178241642553783
2MASS J0437+2651 b,4.0,0.1848,3644779.531342178,118.0,Imaging,2MASS J0437+2651,0.01,0.01649999999999996,0.84,3100.0,8085306.818181817,0.00020341857713796125,6632584027.578282,0.019642857142857146,0.02426213298663954,2.0718820073061255,0.00013983050847457627,2.743650175273436e-07,0.02783851635892453,0.2542857142857143,-1.6884811197745533
2MASS J0534-0530 b,4.6,0.31880200000000003,3860841.4861989636,198.5,Imaging,2MASS J0534-0530,0.04,0.06999999999999995,0.74,2841.0,1905822.3214285714,0.0003230415669572181,1653346623.1233242,0.0945945945945946,0.02426213298663954,2.297760511099134,0.0003526448362720403,2.5901089272238156e-07,0.17274396383234955,0.2542857142857143,-1.143185058560034
2MASS J0558-4501 b,9.0,0.41225946736393176,11.631249140000001,1043.0,Imaging,2MASS J0558-4501,0.0017237682768832118,0.9291203064568994,0.96,5533.0,139466.00274725264,0.051629068300008164,9.032184334005978e+16,0.9865269461077845,0.02426213298663954,3.018284308426531,8.830474890037763,0.08597529151365278,1.0963722511574077,0.2542857142857143,-0.8861023527025891
2MASS J1155-7919 b,10.0,0.41225946736393176,11.631249140000001,582.0,Astrometry,2MASS J1155-7919,0.0017237682768832118,0.9291203064568994,0.96,5533.0,139466.00274725264,0.051629068300008164,9.032184334005978e+16,0.9865269461077845,0.02426213298663954,2.7649229846498886,8.830474890037763,0.08597529151365278,1.0963722511574077,0.2542857142857143,-0.8861023527025891
2MASS J1252+2735 b,,0.22622000000000003,35.08,0.20434500760302157,Radial Velocity,2MASS J1252+2735,-0.324,0.88,1.076,5181.0,144220.52556818177,0.03660027221684167,1.7255450630164104e+16,0.8178438661710037,0.02426213298663954,-0.6896359681649863,4.306442375678513,0.028506271379703536,0.7063921399053043,0.2542857142857143,-1.486247301878902
2MASS J1253+2734 b,,0.17836400000000002,24.31,0.1489725231419227,Radial Velocity,2MASS J1253+2734,-0.256,0.71,0.633,4535.0,178752.2007042253,0.038503577481645394,1.905885555819384e+16,1.121642969984202,0.02426213298663954,-0.8268938265424621,4.765979558012852,0.04113533525298231,2.7992856554190464,0.2542857142857143,-1.7239288729212936
2MASS J1258+2630 b,,0.17340000000000003,11.88,0.08688456567820654,Radial Velocity,2MASS J1258+2630,-0.012999999999999998,0.5898,0.602,3825.0,215181.5233977619,0.045952173946968614,2.835570757754162e+16,0.979734219269103,0.02426213298663954,-1.0610573655090014,6.788317296589087,0.08417508417508417,2.703431030753256,0.2542857142857143,-1.7521542146356954
2MASS J2236+4751 b,12.5,0.23059999999999997,1644774.4591774582,230.0,Imaging,2MASS J2236+4751,-0.08800000000000001,0.6,0.96,5533.0,222345.9375,0.0008786205382676037,9.032184334005978e+16,0.9865269461077845,0.02426213298663954,2.361727836017593,0.002608695652173913,6.079860946406561e-07,1.0963722511574077,0.2542857142857143,-1.4670706711471786
38 Vir b,,0.25506000000000006,825.9,1.82,Primary Transit,38 Vir,0.07,1.18,1.45,6557.0,113146.40723966286,0.013845982878153347,558056227229199.6,0.8137931034482758,0.02426213298663954,0.2600713879850748,0.6483516483516483,0.001210800339024095,0.3870597400467424,0.2542857142857143,-1.366256467383383
41 Com Ab,,0.6084,610.2,1.6,Radial Velocity,41 Com,0.13,1.49,25.11,4181.0,90904.30664062499,0.01647508438460724,119366017632469.12,0.0593389088012744,0.02426213298663954,0.2041199826559248,0.9312499999999999,0.0016388069485414618,9.411224431898198e-05,0.2542857142857143,-0.49692271859699916
41 Her Ab,9.5,0.534594,5858.25,6.4,"Radial Velocity, Astrometry",41 Her A,-0.27,1.09,2.82,5100.0,130916.95046424863,0.006864231804028396,16516604003906.246,0.3865248226950355,0.02426213298663954,0.8061799739838872,0.1703125,0.00017069944095933086,0.04860480140524062,0.2542857142857143,-0.6262476986848573
44 Uma b,,0.13680000000000003,785.74,2.16,Radial Velocity,44 Uma,-0.21,2.19,45.12,4215.0,61262.7477153508,0.017272482326861186,67652338552517.35,0.048537234042553196,0.02426213298663954,0.3344537511509309,1.0138888888888888,0.0012726856211978516,2.3841679301685456e-05,0.2542857142857143,-1.9892352737936867
47 UMa b,,0.4034,1078.0,2.1,Radial Velocity,47 UMa,0.0,1.03,1.24,5892.0,125481.48148148147,0.012239971377622571,273282840580702.03,0.8306451612903226,0.02426213298663954,0.3222192947339193,0.49047619047619045,0.0009276437847866419,0.5402218790910007,0.2542857142857143,-0.9078266534620257
47 UMa c,,0.4034,2391.0,3.6,Radial Velocity,47 UMa,0.0,1.03,1.24,5892.0,122532.60030864197,0.009460253912942916,92992077697600.0,0.8306451612903226,0.02426213298663954,0.5563025007672873,0.2861111111111111,0.0004182350480970305,0.5402218790910007,0.2542857142857143,-0.9078266534620257
47 UMa d,,0.4034,14002.0,11.6,Radial Velocity,47 UMa,0.0,1.03,1.24,5892.0,125604.78340645373,0.005205324208204771,8956430788948.395,0.8306451612903226,0.02426213298663954,1.0644579892269184,0.08879310344827587,7.141836880445651e-05,0.5402218790910007,0.2542857142857143,-0.9078266534620257
51 Eri Ab,4.1,1.11,10260.0,11.1,Imaging,51 Eri A,-0.027000000000000003,1.75,0.96,5533.0,76970.76185023593,0.006797598139346336,9.032184334005978e+16,0.9865269461077845,0.00010818713450292399,1.0453229787866574,0.15765765765765766,9.746588693957115e-05,1.0963722511574077,0.2542857142857143,0.10436001532424286
51 Peg b,0.61,1.2,4.2307966,0.052,Radial Velocity,51 Peg,0.18,1.03,1.176,5758.0,127301.71733167073,0.07722555983271295,4.065181634726687e+17,0.8758503401360545,0.283634528778812,-1.2839966563652008,19.80769230769231,0.2363621073156767,0.6333084161518743,1.0204081632653061,0.1823215567939546
51 Peg c,10.0,0.5226,80997.98189570641,37.0,"Imaging, Astrometry",51 Peg,0.18,1.03,1.176,5758.0,129521.90533980582,0.002870168502037308,802940185558.8722,0.8758503401360545,0.02426213298663954,1.568201724066995,0.027837837837837838,1.2345986610970225e-05,0.6333084161518743,0.2542857142857143,-0.6489389258956251
54 Psc b,0.23,0.41297999999999996,62.25,0.295,Radial Velocity,54 Psc,0.05,0.79,0.947,5173.0,150942.89094795476,0.0297757376002888,8228598679517852.0,0.8342133051742345,0.02426213298663954,-0.530177984021837,2.6779661016949157,0.01606425702811245,0.9302017544139662,0.2542857142857143,-0.8843561133438094
55 Cnc Ab,0.84,0.48672000000000004,14.65314,0.11339,Radial Velocity,55 Cnc A,0.35,0.9,0.963,5250.0,147277.74707855264,0.04862100423397943,5.908642351292618e+16,0.9345794392523366,0.02426213298663954,-0.9454252447051771,7.937207866654908,0.06824475846132637,1.007775156655373,0.2542857142857143,-0.7200662699112089
55 Cnc Ac,,0.48672000000000004,44.373,0.23735,Radial Velocity,55 Cnc A,0.35,0.9,0.963,5250.0,147254.94078500426,0.03360859154573896,1.3485241907021514e+16,0.9345794392523366,0.02426213298663954,-0.6246107639456211,3.7918685485569834,0.022536226984878192,1.007775156655373,0.2542857142857143,-0.7200662699112089
55 Cnc Ad,,0.48672000000000004,5574.2,5.446,Radial Velocity,55 Cnc A,0.35,0.9,0.963,5250.0,192367.71348307698,0.006138679484571781,25614267434790.94,0.9345794392523366,0.02426213298663954,0.7360776370039458,0.1652589056188028,0.00017939794051164294,1.007775156655373,0.2542857142857143,-0.7200662699112089
55 Cnc Ae,0.02703,0.17370000000000002,0.7365478,0.015439,"Radial Velocity, Primary Transit",55 Cnc A,0.35,0.9,0.963,5250.0,147415.9147499842,0.13170373729654156,3.187123401943377e+18,0.9345794392523366,0.2358299081200161,-1.8113808327921512,58.29393095407734,1.3576851359816702,1.007775156655373,0.18037383177570093,-1.7504256057350778
55 Cnc Af,,0.48672000000000004,260.91,0.7733,Radial Velocity,55 Cnc A,0.35,0.9,0.963,5250.0,147210.03605010678,0.018622464443838773,1270402071586503.2,0.9345794392523366,0.02426213298663954,-0.11165198982195101,1.163843269106427,0.0038327392587482268,1.007775156655373,0.2542857142857143,-0.7200662699112089
55 Cnc Bb,,0.12293400000000004,6.7994,0.044,Radial Velocity,55 Cnc B,0.16,0.26,0.274,3286.0,542729.1552404208,0.04065949253109123,6.022334631075207e+16,0.948905109489051,0.02426213298663954,-1.3565473235138126,5.90909090909091,0.14707180045298113,12.639260342706736,0.2542857142857143,-2.0961076529890197
55 Cnc Bc,,0.12293400000000004,33.747,0.13,Radial Velocity,55 Cnc B,0.16,0.26,0.274,3286.0,518370.50933090574,0.02420405043213756,6898958488616331.0,0.948905109489051,0.02426213298663954,-0.8860566476931632,2.0,0.029632263608617062,12.639260342706736,0.2542857142857143,-2.0961076529890197
61 Vir b,0.052,0.26202,4.215,0.050201,Radial Velocity,61 Vir,-0.01,0.95,0.94,5531.0,140429.40407782712,0.07483325874394364,3.713555314037922e+17,1.0106382978723405,0.02426213298663954,-1.2992876316566475,18.92392581821079,0.2372479240806643,1.143773537655433,0.2542857142857143,-1.3393344422566125
61 Vir c,0.021,0.26202,38.021,0.2175,Radial Velocity,61 Vir,-0.01,0.95,0.94,5531.0,140497.72320551315,0.03594310523951395,1.9783180400592332e+16,1.0106382978723405,0.02426213298663954,-0.6625407387093438,4.3678160919540225,0.02630125456984298,1.143773537655433,0.2542857142857143,-1.3393344422566125
61 Vir d,,0.26202,123.01,0.476,Radial Velocity,61 Vir,-0.01,0.95,0.94,5531.0,140300.74554537586,0.024313439608304066,4130481947891750.0,1.0106382978723405,0.02426213298663954,-0.32239304727950685,1.995798319327731,0.008129420372327452,1.143773537655433,0.2542857142857143,-1.3393344422566125
6 Lyn b,,0.25760000000000005,934.3,2.11,Radial Velocity,6 Lyn,-0.13,1.7,5.2,4978.0,92923.45132192264,0.014189790215293725,137928704942444.25,0.3269230769230769,0.02426213298663954,0.3242824552976926,0.8056872037914692,0.0010703200256876808,0.012090350477924441,0.2542857142857143,-1.3563472847519382
70 Vir Ab,8.0,0.3552,116.67,0.48,Radial Velocity,70 Vir A,-0.11,0.92,1.968,5432.0,123082.03938802086,0.0258500809757967,3778823176551111.0,0.467479674796748,0.02426213298663954,-0.3187587626244128,1.9166666666666667,0.008571183680466271,0.12070146603706768,0.2542857142857143,-1.035074267864122
75 Cet Ab,,0.5024000000000001,696.6,1.912,Radial Velocity,75 Cet A,0.0,2.49,10.5,4846.0,69422.98391347035,0.017245837363375493,150854358830557.06,0.23714285714285716,0.02426213298663954,0.2814878879400812,1.3023012552301256,0.001435544071202986,0.0021509556203433756,0.2542857142857143,-0.688358663828148
75 Cet Ac,,0.5024000000000001,2052.0,3.929,Radial Velocity,75 Cet A,0.0,2.49,10.5,4846.0,69423.83913188081,0.012030523914185475,35724781528315.95,0.23714285714285716,0.02426213298663954,0.5942820288118061,0.6337490455586664,0.0004873294346978557,0.0021509556203433756,0.2542857142857143,-0.688358663828148
79 Cet Ab,,0.25641,75.82,0.35,Radial Velocity,79 Cet A,0.019999999999999997,1.01,1.0,5533.0,134079.82274052477,0.029004416479990178,7650795471836091.0,1.01,0.02426213298663954,-0.4559319556497244,2.885714285714286,0.013189132155104196,1.01,0.2542857142857143,-1.3609775531361006
81 Cet b,,1.5557400000000001,952.7,2.5,Radial Velocity,81 Cet,-0.06,2.4,11.0,5533.0,58088.78656,0.01648783800561453,9.032184334005978e+16,0.21818181818181817,0.02426213298663954,0.3979400086720376,0.96,0.001049648367796788,0.0018031555221637865,0.2542857142857143,0.4419513166785745
82 Eri b,,0.30146,18.313,0.1257,Radial Velocity,82 Eri,-0.38,0.813,0.9,5490.0,168854.70163658803,0.04312763572939847,5.749350988545292e+16,0.9033333333333332,0.02426213298663954,-0.9006647223140423,6.467780429594272,0.05460601758313766,1.1152263374485594,0.2542857142857143,-1.199117941599754
82 Eri c,,0.30146,89.68,0.3625,Radial Velocity,82 Eri,-0.38,0.813,0.9,5490.0,168836.82105867402,0.025397576648668596,6913108227424495.0,0.9033333333333332,0.02426213298663954,-0.4406919890929875,2.242758620689655,0.011150758251561105,1.1152263374485594,0.2542857142857143,-1.199117941599754
82 Eri d,,0.30146,648.2,1.354,Radial Velocity,82 Eri,-0.38,0.813,0.9,5490.0,169263.01026856815,0.013124703649986361,495509572823233.94,0.9033333333333332,0.02426213298663954,0.13161866434912553,0.6004431314623337,0.00154273372415921,1.1152263374485594,0.2542857142857143,-1.199117941599754
82 Eri e,,0.30146,147.02,0.509,Radial Velocity,82 Eri,-0.38,0.813,0.9,5490.0,163907.75043318636,0.021753103804614402,3506338280344757.0,0.9033333333333332,0.02426213298663954,-0.29328221766324125,1.5972495088408643,0.006801795674057951,1.1152263374485594,0.2542857142857143,-1.199117941599754
8 Umi b,,0.263,93.31,0.462,Radial Velocity,8 Umi,-0.03,1.8000000000000003,9.9,4847.4,88293.84955418012,0.03110954465670313,2586732281449331.5,0.18181818181818182,0.02426213298663954,-0.33535802444387447,3.896103896103896,0.010716964955524596,0.001855098273831056,0.2542857142857143,-1.3356012468043725
94 Cet Ab,,0.16927300000000003,466.2,1.305,Radial Velocity,94 Cet A,0.25,1.34,1.93,5984.0,97794.17861422045,0.017588066979556758,752913901887251.2,0.694300518134715,0.02426213298663954,0.11561051167429974,1.0268199233716475,0.002145002145002145,0.186394404718171,0.2542857142857143,-1.7762424827740089
AB Aur b,9.0,2.45672,214527.5100858704,93.9,"Imaging, Other, Kinematic",AB Aur,0.10399999999999998,2.4,2.28,9500.0,55586.484375000015,0.002750188542756141,923768686466.5806,1.0526315789473684,0.02426213298663954,1.972665592266111,0.025559105431309903,4.66140682656375e-06,0.20249145486060494,0.2542857142857143,0.8988271269311348
AB Pic b,12.9,1.75,11.631249140000001,242.0,"Imaging, Astrometry",AB Pic,0.04,1.49,0.96,5285.0,139466.00274725264,0.051629068300008164,13321380540.957329,0.9865269461077845,0.02426213298663954,2.383815365980431,8.830474890037763,0.08597529151365278,1.0963722511574077,0.2542857142857143,0.5596157879354227
AB Pic c,5.75,0.18680000000000002,11.631249140000001,3.571,Astrometry,AB Pic,0.04,1.114,0.96,5285.0,139466.00274725264,0.051629068300008164,61178703079814.82,0.9865269461077845,0.02426213298663954,0.5527898501927819,8.830474890037763,0.08597529151365278,1.0963722511574077,0.2542857142857143,-1.6777167531873947
AF Lep b,3.75,1.3,8875.0,8.98,Imaging,AF Lep,0.19,1.2,1.25,6130.0,108769.64559061061,0.00635752158405326,17510124126492.426,0.96,0.00014647887323943661,0.9532763366673044,0.13363028953229397,0.00011267605633802817,0.6144,1.04,0.26236426446749106
alf Ari b,,0.6702,380.8,1.2,Radial Velocity,alf Ari,-0.09,1.5,13.9,4553.0,83917.03703703705,0.019799953699095336,298420125817000.7,0.1079136690647482,0.02426213298663954,0.07918124604762482,1.25,0.002626050420168067,0.0005585304542453714,0.2542857142857143,-0.400179103678927
AS 209 b,1.3,0.37957458,943071.444801506,200.0,Imaging,AS 209,-0.2362,1.2,2.18,4265.0,111172.96875,0.0013324940208537534,8272107138.765625,0.5504587155963302,0.02426213298663954,2.3010299956639813,0.006,1.0603650502963496e-06,0.11582752200915962,0.2542857142857143,-0.9687041797151894
AT2021uey b,1.34,0.17013999999999999,4170.0,4.01,Microlensing,AT2021uey,-0.07,0.48999999999999994,0.96,3680.0,269673.94729511946,0.006042103856544398,11405190126927.072,0.9865269461077845,0.02426213298663954,0.6031443726201823,0.12219451371571073,0.00023980815347721823,1.0963722511574077,0.2542857142857143,-1.771133651434399
AU Mic b,0.028,0.4273,8.463446,0.07,Primary Transit,AU Mic,-0.22719999999999993,0.5,0.75,3700.0,208833.58074319523,0.051967363116935006,3.8248183673469384e+16,0.6666666666666666,0.05048770914353327,-1.154901959985743,7.142857142857142,0.1181551817073093,1.1851851851851851,0.5697333333333333,-0.8502689363321577
AU Mic c,0.0456,0.2248,18.859023,0.119,Primary Transit,AU Mic,-0.10819999999999998,0.5,0.75,3700.0,211055.89948160917,0.03964675431778045,1.3234665630958268e+16,0.6666666666666666,0.01192002364067322,-0.9244530386074693,4.201680672268908,0.05302501619516557,1.1851851851851851,0.29973333333333335,-1.4925441609626011
AU Mic d,0.003187,0.20992000000000005,12.73812,0.08614372418303426,TTV,AU Mic,-0.1644,0.5,0.75,3700.0,253828.12499999994,0.0424911197329411,2.5255711598298324e+16,0.6666666666666666,0.02426213298663954,-1.0647763566600317,5.80425335382091,0.07850452029027831,1.1851851851851851,0.2542857142857143,-1.5610287732264125
Barnard's star b,,0.28751200000000005,3.1542,0.02294,Radial Velocity,Barnard's star,-0.56,0.16200000000000003,0.185,3195.0,824134.7260260838,0.045696617508940364,1.9801433100682845e+17,0.8756756756756757,0.02426213298663954,-1.6394065864347511,7.061900610287708,0.3170376006594382,25.585848814482855,0.2542857142857143,-1.2464906804853502
Barnard's star c,,0.28751200000000005,4.1244,0.0274,Radial Velocity,Barnard's star,-0.56,0.16200000000000003,0.185,3195.0,826932.1326165639,0.04174165391735057,1.3879771751375272e+17,0.8756756756756757,0.02426213298663954,-1.562249437179612,5.912408759124087,0.24245950926195328,25.585848814482855,0.2542857142857143,-1.2464906804853502
Barnard's star d,,0.28751200000000005,2.3402,0.0188,Radial Velocity,Barnard's star,-0.56,0.16200000000000003,0.185,3195.0,824199.6053379306,0.050475978025372285,2.9482733816383264e+17,0.8756756756756757,0.02426213298663954,-1.7258421507363202,8.617021276595745,0.427313904794462,25.585848814482855,0.2542857142857143,-1.2464906804853502
Barnard's star e,,0.28751200000000005,6.7392,0.0381,Radial Velocity,Barnard's star,-0.56,0.16200000000000003,0.185,3195.0,821186.4285145893,0.03552192548129485,7.178496593480686e+16,0.8756756756756757,0.02426213298663954,-1.4190750243243806,4.251968503937007,0.14838556505223172,25.585848814482855,0.2542857142857143,-1.2464906804853502
b Cen (AB)b,10.9,2.52824,1800000.0,556.0,Imaging,b Cen (AB),0.0296,5.5,0.96,5533.0,18850.402830781284,0.0019408061282176945,9.032184334005978e+16,0.9865269461077845,0.02426213298663954,2.7450747915820575,0.009892086330935251,5.555555555555555e-07,1.0963722511574077,0.2542857142857143,0.9275234084872676
BD+03 2562 b,,0.38832,481.9,1.3,Radial Velocity,BD+03 2562,-0.71,1.14,32.35,4095.0,105702.14383249886,0.016949866983468485,166390650562499.97,0.035239567233384846,0.02426213298663954,0.11394335230683679,0.8769230769230768,0.0020751193193608635,3.367301442002904e-05,0.2542857142857143,-0.9459255370038459
BD-06 1339 c,,0.34610599999999997,125.94,0.435,Radial Velocity,BD-06 1339,-0.14,0.7,0.96,4324.0,192690.19093307093,0.021702283695594092,1847413986231079.2,0.9865269461077845,0.02426213298663954,-0.3615107430453627,1.6091954022988504,0.007940289026520565,1.0963722511574077,0.2542857142857143,-1.0610101924610567
BD-06 1339 d,,0.34610599999999997,487.0,1.06,Radial Velocity,BD-06 1339,-0.14,0.7,0.96,4324.0,199131.665737488,0.013675926951971996,311122206785845.44,0.9865269461077845,0.02426213298663954,0.02530586526477026,0.660377358490566,0.002053388090349076,1.0963722511574077,0.2542857142857143,-1.0610101924610567
BD-06 1339 e,,0.34610599999999997,2.3946,0.03,Radial Velocity,BD-06 1339,-0.14,0.7,0.96,4324.0,212374.41333333336,0.07871692943096449,3.884187906050845e+17,0.9865269461077845,0.02426213298663954,-1.5228787452803376,23.333333333333332,0.4176062807984632,1.0963722511574077,0.2542857142857143,-1.0610101924610567
BD-08 2823 b,,0.1949632,5.6,0.056,Radial Velocity,BD-08 2823,-0.07,0.74,0.96,4746.0,178571.42857142852,0.06283185307179587,1.6178374395225e+17,0.9865269461077845,0.02426213298663954,-1.2518119729937995,13.214285714285714,0.17857142857142858,1.0963722511574077,0.2542857142857143,-1.634944456176581
BD-08 2823 c,,0.1949632,237.6,0.68,Radial Velocity,BD-08 2823,-0.07,0.74,0.96,4746.0,179542.0313454101,0.01798218017206279,1097218471094844.1,0.9865269461077845,0.02426213298663954,-0.16749108729376366,1.088235294117647,0.004208754208754209,1.0963722511574077,0.2542857142857143,-1.634944456176581
BD-10 3166 b,0.51,1.03,3.4878,0.046,Radial Velocity,BD-10 3166,0.5,0.99,1.71,5400.0,124976.87227747186,0.0828678605798099,4.018457466918715e+17,0.5789473684210527,0.2953150983427949,-1.337242168318426,21.52173913043478,0.28671368771145134,0.19799164475259146,0.6023391812865497,0.02955880224154443
BD-11 4672 b,,0.20412000000000002,1634.0,2.36,Radial Velocity,BD-11 4672,-0.48,0.571,0.52,4475.0,203127.20628691348,0.009074857604004788,72002595633550.89,1.098076923076923,0.02426213298663954,0.37291200297010657,0.24194915254237287,0.0006119951040391676,4.060935366408739,0.2542857142857143,-1.5890472227863663
BD-11 4672 c,,0.20412000000000002,74.2,0.3,Radial Velocity,BD-11 4672,-0.48,0.571,0.52,4475.0,203912.59259259264,0.025403714179971372,4455840629340278.0,1.098076923076923,0.02426213298663954,-0.5228787452803376,1.9033333333333333,0.013477088948787061,4.060935366408739,0.2542857142857143,-1.5890472227863663
BD-14 3065 Ab,12.37,1.93,4.2889731,0.0656,Primary Transit,BD-14 3065 A,-0.34,1.41,2.35,6935.0,65162.10820080267,0.09610154844547308,5.374996464043502e+17,0.6,0.44999116455171984,-1.1830961606243398,21.49390243902439,0.23315604380918128,0.10864644635581709,0.8212765957446808,0.6575200029167941
BD+14 4559 b,,0.266872,268.94,0.777,Radial Velocity,BD+14 4559,0.1,0.86,0.96,5008.0,154186.9950927657,0.018152877904657316,1041874102857566.8,0.9865269461077845,0.02426213298663954,-0.10957898119908573,1.1068211068211067,0.003718301479883989,1.0963722511574077,0.2542857142857143,-1.3209861362802295
BD+15 2375 b,,0.13899999999999996,153.22,0.576,Radial Velocity,BD+15 2375,-0.22,1.08,8.95,4649.0,122846.69182755168,0.02362038073969091,1407969405461519.5,0.12067039106145253,0.02426213298663954,-0.239577516576788,1.8750000000000002,0.006526563111865292,0.0015064497495265758,0.2542857142857143,-1.9732813458514455
