name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized
Kepler-139 b,,0.262,15.771044,0.127,Primary Transit,Kepler-139,0.154,1.08,1.3,5594.0,-1.3394107752210402,121425.4506359094,0.05059681109328003,6.071309969141893e+16,0.8307692307692308,0.016612723926202985,-0.8961962790440431,8.503937007874017,0.06340734322978238,0.4915794264906691,0.20153846153846153
Kepler-139 c,,0.302,157.072878,0.586,Primary Transit,Kepler-139,0.154,1.08,1.3,5594.0,-1.1973282616072674,122605.38755305465,0.02344100800144018,2851639462669618.0,0.8307692307692308,0.0019226743906736081,-0.23210238398190938,1.8430034129692836,0.006366471492296716,0.4915794264906691,0.2323076923076923
Kepler-139 d,0.01466,0.15122,7.305699922,0.076,"Radial Velocity, Primary Transit",Kepler-139,0.154,1.08,1.3,5594.0,-1.8890195488520132,121585.80731135826,0.0653629478960207,1.6953628547834074e+17,0.8307692307692308,0.02069890655440474,-1.1191864077192086,14.210526315789474,0.13687942437775916,0.4915794264906691,0.11632307692307692
Kepler-13 Ab,9.28,1.512,1.763588,0.03641,Primary Transit,Kepler-13 A,0.2,1.72,1.74,7650.0,0.4134332777573413,64436.5431137128,0.12971894628133598,2.5834757106516987e+18,0.9885057471264368,0.8573430982746537,-1.4387793210660562,47.23976929414996,0.5670258586472577,0.3264981328862587,0.8689655172413793
Kepler-1400 b,,0.145,9.06689421,0.08131334264014503,Primary Transit,Kepler-1400,0.04000000000000001,0.83,0.78,5044.0,-1.9310215365615626,152908.5090361445,0.056348600515348755,9.7898645411136e+16,1.064102564102564,0.015992245706371817,-1.0898381855308452,10.207426887776503,0.110291349699116,1.74901802120737,0.18589743589743588
Kepler-1401 Ab,,0.15,11.20066445,0.10188741294943461,Primary Transit,Kepler-1401 A,0.04000000000000001,1.07,1.1,5964.0,-1.8971199848858813,118611.2733644859,0.057155314212669464,1.2187355203514642e+17,0.9727272727272727,0.013392062646783423,-0.9918794649067407,10.501787895341176,0.08928041764522282,0.803906836964688,0.13636363636363635
Kepler-1402 b,,0.068,2.03387914,0.03084094540476692,Primary Transit,Kepler-1402,0.029999999999999995,0.9,0.87,5416.0,-2.6882475738060303,141015.62499999994,0.09527575715573705,9.046055702106793e+17,1.0344827586206897,0.03343364837302968,-1.510872317463483,29.18198479936649,0.49167129960337763,1.366736370221548,0.0781609195402299
Kepler-1403 b,,0.191,5.19492202,0.061800278583015095,Primary Transit,Kepler-1403,0.029999999999999995,1.11,1.15,6060.0,-1.6554818509355071,114336.99324324318,0.07474656999228753,3.531096863134988e+17,0.965217391304348,0.03676667315980231,-1.2090095671960788,17.961084083285467,0.19249567099372938,0.729843017999507,0.16608695652173916
Kepler-1404 Ab,,0.179,15.9314739,0.11887589990316731,Primary Transit,Kepler-1404 A,-0.09,0.84,0.8,5261.0,-1.720369473141382,151088.16964285707,0.046883252129568,5.421076950036983e+16,1.0499999999999998,0.01123562082978399,-0.9249061823868071,7.066192564550413,0.06276883145130721,1.6406249999999996,0.22374999999999998
Kepler-1405 b,,0.353,28.2274184,0.1875025987842277,Primary Transit,Kepler-1405,0.029999999999999995,1.05,1.07,5925.0,-1.0412872220488403,120870.53571428564,0.041736497367362804,3.5054101180783116e+16,0.9813084112149533,0.012505571533243718,-0.7269927085771783,5.599922384053504,0.03542654825281507,0.8571127707353946,0.3299065420560747
Kepler-1406 b,,0.098,11.62905828,0.10381406950613187,Primary Transit,Kepler-1406,0.04000000000000001,1.05,1.12,5892.0,-2.322787800311565,120870.53571428567,0.0560907874476185,1.1182490072423224e+17,0.9375,0.008427165608804568,-0.9837437843025456,10.114236008617127,0.08599148580412824,0.7473692602040815,0.0875
Kepler-1407 b,,0.201,20.0711504,0.15170823528922422,Primary Transit,Kepler-1407,0.05,1.1,1.15,6010.0,-1.6044503709230613,115376.4204545454,0.04749159544673619,5.668649109477053e+16,0.9565217391304349,0.010014373665397874,-0.8189908434480011,7.250759972936899,0.04982275455421828,0.7232678556751871,0.1747826086956522
Kepler-1408 b,,0.079,2.99793191,0.04408657743362948,Primary Transit,Kepler-1408,0.0,1.21,1.35,6170.0,-2.5383074265151158,104887.65495867761,0.09239840793275916,7.45637749342167e+17,0.8962962962962963,0.02635149909058475,-1.355693615380617,27.44599536722044,0.33356327962765503,0.49179494995681544,0.05851851851851852
Kepler-1409 b,,0.093,0.76486493,0.015640331282510786,Primary Transit,Kepler-1409,-0.03,0.83,0.79,5160.0,-2.375155785828881,152908.50903614445,0.1284816388609856,2.8980569195895373e+18,1.050632911392405,0.12159009565257489,-1.8057540522580984,53.067929637022225,1.3074203833610203,1.6834368072302595,0.11772151898734176
Kepler-140 Ab,,0.1231,3.254277742,0.0443,Primary Transit,Kepler-140 A,-0.03899999999999999,1.15,1.191,6108.41,-2.0947582457917293,121814.23802141236,0.08553206922559459,7.094230014493308e+17,0.9655751469353483,0.037827133932442324,-1.3535962737769305,25.959367945823928,0.30728784672983206,0.6807106665054719,0.1033585222502099
Kepler-140 Ac,,0.1401,91.3514816,0.409,Primary Transit,Kepler-140 A,-0.03899999999999999,1.15,1.191,6108.41,-1.9653988256391757,121972.31504208701,0.028131156119491452,8322735672995124.0,0.9655751469353483,0.0015336368665968085,-0.38827669199265824,2.8117359413202934,0.010946729954295563,0.6807106665054719,0.11763224181360202
Kepler-1410 Ab,,0.159,60.866168,0.2588269769630169,Primary Transit,Kepler-1410 A,0.04000000000000001,0.5939999999999999,0.566,3950.0,-1.8388510767619055,213660.03787878784,0.02671858459621997,3633869298158614.5,1.049469964664311,0.0026122886527044057,-0.5869904600914673,2.294969430813524,0.016429488381788714,3.2759491461508796,0.2809187279151944
Kepler-1411 b,,0.252,86.1150888,0.38146742309069503,Primary Transit,Kepler-1411,-0.039999999999999994,0.95,0.92,5664.0,-1.3783261914707137,133593.74999999997,0.027832875066734115,7072583240068159.0,1.0326086956521738,0.0029263164389839195,-0.4185425444090804,2.490383037961631,0.01161236682136476,1.2200008218952905,0.27391304347826084
Kepler-1412 b,,0.074,3.6146051,0.04778657939164658,Primary Transit,Kepler-1412,0.04000000000000001,1.06,1.27,5880.0,-2.6036901857779675,119730.24764150938,0.08306631712381655,5.2347677171752435e+17,0.8346456692913387,0.020472499195001964,-1.3206940555746225,22.18196015480646,0.2766553945270536,0.5174813499233297,0.05826771653543307
Kepler-1413 b,,0.162,13.1829642,0.10477682364254312,Primary Transit,Kepler-1413,-0.05,0.84,0.8,5196.0,-1.820158943749753,151088.16964285707,0.04993810108683854,6.6396641557740984e+16,1.0499999999999998,0.012288586811151319,-0.9797347715248884,8.017040131563313,0.07585547414290937,1.6406249999999996,0.20249999999999999
Kepler-1414 b,,0.11,3.51576315,0.04271100791168227,Primary Transit,Kepler-1414,-0.02,0.8,0.75,4951.0,-2.2072749131897207,158642.57812499988,0.07633084650924596,3.293760863230612e+17,1.0666666666666667,0.031287659409024754,-1.3694601797949755,18.730534330967753,0.2844332673547705,1.8962962962962964,0.14666666666666667
Kepler-1415 b,,0.115,0.63642408,0.014161996709898667,Primary Transit,Kepler-1415,0.12,0.89,0.84,5267.0,-2.162823150618887,142600.07022471903,0.13981628358242032,3.8371104032786406e+18,1.0595238095238095,0.1806971225853051,-1.848875510844179,62.84424564072422,1.57127932682874,1.5015927005722927,0.13690476190476192
Kepler-1416 b,,0.079,1.49514952,0.026777005089349024,Primary Transit,Kepler-1416,0.029999999999999995,1.09,1.15,6019.0,-2.5383074265151158,116434.91972477057,0.11252713036196593,1.8305153330225416e+18,0.9478260869565219,0.05283752490520145,-1.5722379988663766,40.7065688027062,0.6688294291797653,0.7166926933508673,0.06869565217391305
Kepler-1417 b,,0.089,20.3505213,0.1493071140147718,Primary Transit,Kepler-1417,0.019999999999999997,1.02,1.02,5839.0,-2.419118909249997,124425.55147058815,0.04609829159683499,5.21426259724527e+16,1.0,0.004373352342576109,-0.8259194990147329,6.8315565988308204,0.04913879036602369,0.9611687812379852,0.08725490196078431
Kepler-1418 Ab,,0.148,22.4764425,0.14525977777939855,Primary Transit,Kepler-1418 A,0.0,0.77,0.72,4770.0,-1.9105430052180221,164823.45779220772,0.04060669749973505,2.4534813738668556e+16,1.0694444444444444,0.006584671929287742,-0.8378546245643715,5.30084798263546,0.044491026549241496,2.0629715363511663,0.20555555555555555
Kepler-1419 b,,0.255,42.5215895,0.24322611497968494,Primary Transit,Kepler-1419,0.04000000000000001,1.01,1.087,5672.0,-1.3664917338237108,125657.48762376235,0.03594020754945507,1.7495424435273498e+16,0.9291628334866606,0.005996953618114394,-0.6139897970691962,4.15251462650036,0.023517465169076053,0.7863805105640557,0.234590616375345
Kepler-141 b,,0.062,3.107675,0.039,Primary Transit,Kepler-141,0.538,1.0,0.79,4910.0,-2.7806208939370456,162808.60947799185,0.07885130426444331,3.821173475410914e+17,1.2658227848101264,0.01995060616055411,-1.408935392973501,25.641025641025642,0.32178397033151795,2.028237117144891,0.07848101265822785
Kepler-141 c,,0.126,7.010606,0.067,Primary Transit,Kepler-141,0.538,1.0,0.79,4910.0,-2.071473372030659,163413.04112286415,0.06004807795232427,1.2947215094898638e+17,1.2658227848101264,0.01797276868789945,-1.1739251972991736,14.925373134328357,0.1426410213325353,2.028237117144891,0.15949367088607594
Kepler-1420 b,,0.114,6.69960006,0.06619125578668957,Primary Transit,Kepler-1420,-0.1,0.82,0.79,5187.0,-2.1715568305876416,154773.24695121948,0.06207712730581915,1.652204309796329e+17,1.0379746835443038,0.017015941097833234,-1.179199379358145,12.388343297830197,0.14926264120906346,1.6631544360588104,0.14430379746835442
Kepler-1421 b,,0.083,6.9131112,0.07778856933520456,Primary Transit,Kepler-1421,0.05,1.25,1.42,6335.0,-2.488914671185539,101531.24999999997,0.07070043888683257,2.661674283653271e+17,0.8802816901408451,0.012006171692999817,-1.1090842158556284,16.069198992637737,0.1446526709999978,0.4365610445054777,0.05845070422535212
Kepler-1422 b,,0.18,18.6051942,0.14638126742370855,Primary Transit,Kepler-1422,0.0,1.15,1.23,6194.0,-1.7147984280919266,110360.0543478261,0.04943461588393264,6.869320788361313e+16,0.9349593495934959,0.009674717611923664,-0.8345144968776588,7.856196494536848,0.05374843117735369,0.6179915061097865,0.14634146341463414
Kepler-1423 b,,0.095,23.955378,0.15286490843429748,Primary Transit,Kepler-1423,-0.02,0.79,0.75,4939.0,-2.353878387381596,160650.71202531643,0.040094485115523146,2.5464813723612656e+16,1.0533333333333335,0.0039657065732797035,-0.8156921994958722,5.167961751925218,0.04174427971873372,1.8725925925925926,0.12666666666666668
Kepler-1424 Ab,,0.103,29.6091744,0.19171128311844682,Primary Transit,Kepler-1424 A,0.05800000000000001,1.02,1.07,5916.04,-2.2730262907525014,124425.55147058818,0.040681901529492526,3.332951999184196e+16,0.9532710280373832,0.003478651535788853,-0.7173523260792801,5.320500616386797,0.03377331588144518,0.8326238344286689,0.09626168224299064
Kepler-1425 b,,0.084,14.4541302,0.11688227004137616,Primary Transit,Kepler-1425,-0.03,0.97,0.95,5718.0,-2.4769384801388235,130839.23969072163,0.05080851989238145,7.824909595860699e+16,1.0210526315789474,0.005811487708890294,-0.9322513622956133,8.298949016447244,0.06918437748678921,1.1313602565971717,0.08842105263157896
Kepler-1426 Ab,,0.139,14.2563227,0.11777012972871705,Primary Transit,Kepler-1426 A,0.029999999999999995,1.02,1.02,5831.0,-1.973281345851445,124425.55147058818,0.05190479791370805,8.33492811888441e+16,1.0,0.009750059880448695,-0.9289648465520729,8.660939767575746,0.07014431568668125,0.9611687812379852,0.13627450980392158
Kepler-1427 Ab,,0.098,0.96897238,0.01954991204553363,Primary Transit,Kepler-1427 A,0.06,1.01,1.01,5793.0,-2.322787800311565,125657.48762376227,0.1267690624175997,2.9466224833029166e+18,1.0,0.10113807371888145,-1.7088551921415327,51.66263651967398,1.0320211603967495,0.9802960494069207,0.09702970297029703
Kepler-1428 b,,0.146,10.67607169,0.1047549117891827,Primary Transit,Kepler-1428,0.35,1.28,1.36,6184.0,-1.9241486572738007,99151.61132812494,0.06165137718447508,1.3326899807290115e+17,0.9411764705882353,0.013675442076391675,-0.9798256045151063,12.218997449742272,0.09366741148213477,0.508854060655404,0.10735294117647057
Kepler-1429 b,,0.115,4.48487493,0.05500389046948211,Primary Transit,Kepler-1429,0.04000000000000001,1.05,1.07,5902.0,-2.162823150618887,120870.53571428567,0.0770589240123058,4.0106060397158234e+17,0.9813084112149533,0.02564174069398185,-1.259606591420793,19.089558775530126,0.22297165820853782,0.8571127707353946,0.10747663551401869
Kepler-142 b,,0.178,2.024152,0.032,Primary Transit,Kepler-142,-0.274,0.99,1.27,5790.0,-1.725971728690052,125036.35617382811,0.09933143846398233,1.0975246882910157e+18,0.7795275590551181,0.08793805998758986,-1.494850021680094,30.9375,0.49403404487410035,0.48330805323027964,0.14015748031496061
Kepler-142 c,,0.255,4.761702,0.057,Primary Transit,Kepler-142,-0.274,0.99,1.27,5790.0,-1.3664917338237108,122433.38536987896,0.07521293069352859,3.4591113598337946e+17,0.7795275590551181,0.05355228025609331,-1.2441251443275085,17.36842105263158,0.21000894218075808,0.48330805323027964,0.20078740157480315
Kepler-142 d,,0.193,41.809118,0.242,Primary Transit,Kepler-142,-0.274,0.99,1.27,5790.0,-1.6450650900772514,123337.7193854688,0.036368402804801095,1.919037772027184e+16,0.7795275590551181,0.004616217926434134,-0.6161846340195687,4.090909090909091,0.02391822759810432,0.48330805323027964,0.15196850393700786
Kepler-1430 b,,0.105,2.46050993,0.03324122916974209,Primary Transit,Kepler-1430,-0.03,0.77,0.72,4796.0,-2.2537949288246137,164823.45779220772,0.08488516960056039,4.78809268741966e+17,1.0694444444444444,0.04267408097800279,-1.4783229255688364,23.164005039287005,0.4064198188381219,2.0629715363511663,0.14583333333333334
Kepler-1431 b,,0.131,5.86601526,0.06536389923975772,Primary Transit,Kepler-1431,0.07,1.03,1.03,5806.0,-2.0325579557809856,123217.53640776694,0.0700123462214131,2.6596973605118602e+17,1.0,0.022332025096027452,-1.1846620481555747,15.757933843908452,0.17047347401547672,0.9425959091337544,0.1271844660194175
Kepler-1432 b,,0.198,23.9109011,0.1699689322061778,Primary Transit,Kepler-1432,0.019999999999999997,1.09,1.13,6031.0,-1.6194882482876019,116434.9197247706,0.04466357386735456,4.579501670423566e+16,0.9646017699115046,0.00828074187467573,-0.7696304539421231,6.412936681144734,0.04182192865997844,0.7554246768826883,0.1752212389380531
Kepler-1433 Ab,,0.139,4.13592271,0.05356074937224608,Primary Transit,Kepler-1433 A,0.07,1.14,1.19,6097.0,-1.973281345851445,111328.12499999999,0.08136808569549521,4.8169428180456403e+17,0.9579831932773109,0.033607978133614595,-1.2711533553726002,21.28424290849674,0.24178401534974525,0.6764940281599541,0.11680672268907565
Kepler-1434 b,,0.099,8.05333618,0.09090471621952136,Primary Transit,Kepler-1434,0.19,1.47,2.04,6291.0,-2.312635428847547,86336.09693877547,0.07092354827087652,1.8954219685912166e+17,0.7205882352941176,0.012293042012310481,-1.0414135846000272,16.170778163480197,0.1241721415384897,0.1731517289730194,0.04852941176470588
Kepler-1435 b,,0.077,4.45343281,0.05739690539962336,Primary Transit,Kepler-1435,-0.03,1.21,1.32,6356.0,-2.563949857128453,104887.65495867764,0.08097919247253449,4.95402961845695e+17,0.9166666666666666,0.017290032944271592,-1.2411115223075522,21.08127592551253,0.22454588239313755,0.5260942760942761,0.05833333333333333
Kepler-1436 b,,0.117,9.705716,0.09231744136303478,Primary Transit,Kepler-1436,-0.01,1.06,1.09,5972.0,-2.145581344184381,119730.24764150938,0.05976350340032957,1.4924908516140147e+17,0.9724770642201834,0.01205475206568995,-1.034716240771033,11.482120651845092,0.10303206893752094,0.818514488864728,0.1073394495412844
Kepler-1437 b,,0.122,10.9295461,0.09565899599081543,Primary Transit,Kepler-1437,-0.02,0.93,0.9,5557.0,-2.1037342342488805,136466.7338709677,0.054992512279081966,1.0421013307382128e+17,1.0333333333333334,0.011162403166953109,-1.0192741816695416,9.722033880528004,0.09149510792584516,1.2757201646090535,0.13555555555555554
Kepler-1438 Ab,,0.084,2.31942009,0.03451492540489687,Primary Transit,Kepler-1438 A,0.2,0.97,0.96,5530.0,-2.4769384801388235,130839.23969072153,0.0934990919141549,7.850307109821224e+17,1.0104166666666667,0.0362159491340786,-1.4619930608900944,28.10378375792113,0.43114225159617375,1.0963722511574077,0.08750000000000001
Kepler-1439 b,,0.13,8.07392849,0.06182146526066416,Primary Transit,Kepler-1439,-0.03,0.46,0.43,3578.0,-2.0402208285265546,275900.1358695651,0.04810987893628449,4.2882762659650584e+16,1.0697674418604652,0.01610120775295596,-1.2088607057256473,7.440781257132211,0.12385544425350738,5.785654093350272,0.3023255813953489
Kepler-143 b,,0.215,16.007583,0.127,Primary Transit,Kepler-143,-0.167,0.862,1.36,5848.0,-1.5371172508544744,125095.1181990326,0.04984915799042288,7.251402532102523e+16,0.9957332605531296,0.013431134481701579,-0.8961962790440431,11.632943684351554,0.06247039293814687,1.1466409255295227,0.15808823529411764
Kepler-143 c,,0.301,27.082511,0.181,Primary Transit,Kepler-143,-0.167,0.862,1.36,5848.0,-1.2006450142332614,123692.14811660764,0.041992285744830125,3.5700336204719516e+16,0.9957332605531296,0.011114183614658182,-0.7423214251308154,11.632943684351554,0.0369241980553428,1.1466409255295227,0.22132352941176467
Kepler-1440 b,,0.112,39.859484,0.23063571361521132,Primary Transit,Kepler-1440,0.04000000000000001,0.98,0.96,5698.0,-2.1892564076870427,129504.14540816324,0.036355887775616325,1.9816943150421676e+16,1.0208333333333333,0.0028098707951161634,-0.6370734419455488,4.249125101392646,0.02508813209925146,1.1076750578703705,0.11666666666666667
Kepler-1441 b,,0.117,39.4419839,0.2305698864260181,Primary Transit,Kepler-1441,0.01,1.0,1.0,5802.0,-2.145581344184381,126914.06249999999,0.036730234623670206,2.1316000736809132e+16,1.0,0.002966382226021851,-0.6371974143570607,4.337079813416421,0.025353694239503,1.0,0.117
Kepler-1442 b,,0.351,81.4162941,0.4121031216829997,Primary Transit,Kepler-1442,0.26,1.34,1.44,6394.0,-1.0469690555162714,94711.98694029852,0.03180346523781982,9841894812543812.0,0.9305555555555557,0.004311176329997069,-0.3849940956802985,3.251613320781303,0.012282553646715296,0.44876328875171473,0.24375
Kepler-1443 Ab,,0.087,2.41811321,0.037989492468008555,Primary Transit,Kepler-1443 A,0.0,1.19,1.27,6289.0,-2.4418471603275536,106650.47268907556,0.09871126790717996,1.083925406292425e+18,0.9370078740157479,0.03597846438298064,-1.4203365084935986,31.32445112295497,0.4135455676204672,0.5809460437818512,0.06850393700787401
Kepler-1444 b,,0.194,33.42035034,0.20850500853727372,Primary Transit,Kepler-1444,0.06,1.03,1.05,5810.0,-1.6398971199188088,123217.53640776695,0.03919993634976217,2.621027310119409e+16,0.9809523809523809,0.005804846389291322,-0.6808835082970583,4.939929295827302,0.029921888604594445,0.8897527264874203,0.18476190476190477
Kepler-1445 Ab,,0.0972,10.60052083,0.0948,Primary Transit,Kepler-1445 A,-0.03,1.18,1.293,6173.11,-2.3309845675157437,131895.32292096483,0.05619025486322494,1.615843846244636e+17,0.9126063418406806,0.009169360785077576,-1.0231916626619337,12.447257383966244,0.0943349875007981,0.5458664878470966,0.07517401392111368
Kepler-1446 b,,0.073,0.68996783,0.014483637689311856,Primary Transit,Kepler-1446,0.11,0.81,0.75,4865.0,-2.617295837833746,156684.02777777766,0.131895105202219,2.6703984899904993e+18,1.08,0.1058020342774532,-1.8391223476703147,55.92517690481421,1.4493429353075782,1.9200000000000002,0.09733333333333333
Kepler-1447 b,,0.259,56.6747285,0.2906343630315478,Primary Transit,Kepler-1447,-0.03,0.97,0.95,5722.0,-1.3509272172825992,130839.23969072165,0.032220878827171076,1.2691048114907868e+16,1.0210526315789474,0.004569938080956136,-0.5366530383769488,3.3375268838898733,0.017644548575120215,1.1313602565971717,0.27263157894736845
Kepler-1448 b,,0.144,12.27065865,0.1040678389888109,Primary Transit,Kepler-1448,-0.16,0.95,0.93,5774.0,-1.9379419794061366,133593.7499999999,0.053287890693987115,1.0262993302099189e+17,1.021505376344086,0.01173531137222206,-0.9826834636469739,9.128660777727319,0.08149521786265321,1.1810676105261717,0.15483870967741933
Kepler-1449 b,,0.15,13.2274528,0.11418844271436986,Primary Transit,Kepler-1449,0.04000000000000001,1.08,1.1,5979.0,-1.8971199848858813,117513.0208333333,0.05424076398992303,9.800989261997141e+16,0.9818181818181818,0.01134005180498546,-0.9423778498499984,9.458049994617268,0.07560034536656975,0.8114199849737038,0.13636363636363635
Kepler-144 b,,0.119,5.885273,0.066,Primary Transit,Kepler-144,-0.326,1.03,1.24,6075.0,-2.1286317858706076,120476.24413741058,0.07046236092596771,3.1267795147856403e+17,0.8306451612903226,0.020219962608361584,-1.1804560644581312,15.606060606060606,0.16991565217110574,0.5402218790910007,0.09596774193548387
Kepler-144 c,,0.12,10.104665,0.094,Primary Transit,Kepler-144,-0.326,1.03,1.24,6075.0,-2.120263536200091,122930.6786095386,0.05845017315021142,1.5414499282940528e+17,0.8306451612903226,0.011875702955021269,-1.0268721464003014,10.957446808510639,0.0989641912918439,0.5402218790910007,0.0967741935483871
Kepler-1450 b,,0.153,54.5094166,0.25520972732164177,Primary Transit,Kepler-1450,-0.02,0.71,0.68,4524.0,-1.8773173575897015,178752.20070422534,0.02941748616984186,6431258083962476.0,1.0441176470588234,0.0028068544765896468,-0.5931027764963187,2.782025620462281,0.018345454095357167,2.258039894158355,0.22499999999999998
Kepler-1451 b,,0.299,35.622233,0.21543231317074965,Primary Transit,Kepler-1451,0.01,1.0,0.99,5782.0,-1.2073117055914506,126914.06249999999,0.03799877297995793,2.4081895087133856e+16,1.0101010101010102,0.008393634391196081,-0.6666891553590959,4.641829191182705,0.02807235582339827,1.0306101521283646,0.302020202020202
Kepler-1452 b,,0.241,42.913751,0.27350636660639077,Primary Transit,Kepler-1452,0.14,1.41,2.06,6101.0,-1.422958345491482,90009.97340425533,0.040045233614776486,1.8521204185916936e+16,0.6844660194174756,0.005615915513887379,-0.5630325598247279,5.155273047187099,0.023302553999532693,0.16129371746099436,0.11699029126213592
Kepler-1453 b,,0.238,47.1611696,0.25712464640682664,Primary Transit,Kepler-1453,0.01,0.97,0.94,5665.0,-1.4354846053106625,130839.23969072156,0.03425618605559603,1.5578019454130586e+16,1.0319148936170213,0.0050465245459052396,-0.5898562925307427,3.7724893881438764,0.021203884646660672,1.167852980553442,0.2531914893617021
Kepler-1454 b,,0.168,47.0319479,0.25032615684020126,Primary Transit,Kepler-1454,-0.02,0.9,0.86,5448.0,-1.783791299578878,141015.625,0.033442068655231805,1.4058401161224092e+16,1.0465116279069768,0.0035720400175047826,-0.6014937681390976,3.5953094609067398,0.02126214296133799,1.414969751091099,0.19534883720930235
Kepler-1455 b,,0.1722,49.27668,0.2149,Primary Transit,Kepler-1455,-0.21,0.574,0.583,3919.0,-1.7590986869885066,244666.00624477593,0.027401531972383146,5107733422402381.0,0.9845626072041166,0.003494553610348749,-0.6677635845085567,2.6710097719869705,0.020293574972989253,2.896718067381165,0.295368782161235
Kepler-1456 Ab,,0.1258,18.1373788,0.1132,Primary Transit,Kepler-1456 A,-0.09,0.64,0.653,4116.0,-2.073061934715797,226782.6188508625,0.039214959593429737,2.2397967526746496e+16,0.9800918836140888,0.006935952619570364,-0.9461535731477474,5.6537102473498235,0.05513475850214916,2.298478417702461,0.19264931087289433
Kepler-1457 b,,0.178,51.1110243,0.27496680390921535,Primary Transit,Kepler-1457,-0.05,1.01,1.01,5866.0,-1.725971728690052,125657.4876237623,0.033802245326641056,1.566057498303697e+16,1.0,0.003482614610797381,-0.5607197343489059,3.6731706723894844,0.0195652506224572,0.9802960494069207,0.17623762376237623
Kepler-1458 b,,0.246,47.9872764,0.2592216257304039,Primary Transit,Kepler-1458,0.019999999999999997,0.96,0.94,5653.0,-1.4024237430497744,132202.14843750003,0.033941028378357385,1.5197546533519138e+16,1.0212765957446808,0.005126358869577353,-0.5863287699943203,3.7033947198464863,0.020838857193403875,1.1558132591044374,0.26170212765957446
Kepler-1459 b,,0.121,62.8691611,0.2896143404536612,Primary Transit,Kepler-1459,0.01,0.78,0.74,4828.0,-2.111964733385396,162710.33653846153,0.028944247654148363,6477820667608392.0,1.0540540540540542,0.0019246320116716174,-0.5381799375518964,2.6932368016659085,0.015906049683236508,1.924861311274752,0.1635135135135135
Kepler-145 b,0.117,0.236,22.951,0.17448890470445655,Primary Transit,Kepler-145,0.13,1.28,1.98,6022.0,-1.443923473956527,99151.61132812496,0.047768991429780853,4.3194392634131624e+16,0.6464646464646465,0.010282776349614395,-0.7582321834831869,7.335709982064596,0.043571086227179645,0.16489762434053834,0.11919191919191918
Kepler-145 c,0.25,0.385,42.882,0.26469765643994125,Primary Transit,Kepler-145,0.13,1.28,1.98,6022.0,-0.9545119446943529,99151.61132812499,0.03878420842750592,1.87699368864669e+16,0.6464646464646465,0.008978126020241594,-0.5772499038052145,4.835705828360541,0.02331980784478336,0.16489762434053834,0.19444444444444445
Kepler-1460 b,,0.175,29.9633247,0.17044702747250026,Primary Transit,Kepler-1460,-0.02,0.7,0.67,4422.0,-1.742969305058623,181305.80357142852,0.03574203695318393,1.3161218205837212e+16,1.044776119402985,0.0058404733704334215,-0.7684105682898699,4.106847801220454,0.03337413354533384,2.327413943869425,0.26119402985074625
Kepler-1461 b,,0.181,29.3494775,0.17502739582458784,Primary Transit,Kepler-1461,-0.039999999999999994,0.79,0.74,4919.0,-1.7092582477163114,160650.71202531637,0.03747015809051306,1.911151994566907e+16,1.0675675675675675,0.006167060384635468,-0.7568939688894044,4.513579124445962,0.03407215682119043,1.9495390203936591,0.2445945945945946
Kepler-1462 b,,0.341,65.6488341,0.32382827248991425,Primary Transit,Kepler-1462,0.06,1.0,1.0,5756.0,-1.07587280169862,126914.06249999997,0.030993285283005146,1.046775658218258e+16,1.0,0.005194303976222481,-0.48968523695898764,3.0880564946074784,0.015232562980124577,1.0,0.341
Kepler-1463 b,,0.166,25.15864,0.16854347200820266,Primary Transit,Kepler-1463,0.0,0.96,0.95,5679.0,-1.7957674906255938,132202.14843749994,0.04209249255694954,3.661538478125945e+16,1.0105263157894737,0.0065981309005574236,-0.7732880638236291,5.695859878531984,0.03974777650938207,1.119696748797201,0.17473684210526316
Kepler-1464 b,,0.148,31.7785901,0.20096475227293034,Primary Transit,Kepler-1464,0.029999999999999995,1.02,1.01,5828.0,-1.9105430052180221,124425.55147058824,0.039734260543618685,2.8565273609083148e+16,1.00990099009901,0.004657223606657112,-0.6968801079314165,5.075516917587306,0.03146772707200752,0.9900019508861972,0.14653465346534653
Kepler-1464 c,,0.089,5.32786292,0.06110341786466267,Primary Transit,Kepler-1464,0.029999999999999995,1.02,1.01,5828.0,-2.419118909249997,124425.5514705882,0.07205968004629201,3.089919501789339e+17,1.00990099009901,0.016704633984839835,-1.2139344964964354,16.693010565451306,0.18769251668359366,0.9900019508861972,0.08811881188118811
Kepler-1465 b,,0.158,31.8277111,0.18157418799681663,Primary Transit,Kepler-1465,-0.06,0.75,0.71,4726.0,-1.8451602459551701,169218.74999999997,0.03584499892562687,1.513096573747376e+16,1.0563380281690142,0.004964227540698018,-0.7409458893353147,4.130543048404816,0.031419161649987454,2.095493013626293,0.22253521126760564
Kepler-1466 b,,0.138,31.1750448,0.1977615846607788,Primary Transit,Kepler-1466,-0.07,1.01,1.02,5884.0,-1.9805015938249322,125657.48762376234,0.03985792774434625,3.064832817949906e+16,0.9901960784313726,0.004426617536087711,-0.703858066581799,5.107159723322691,0.032076938667302254,0.9517455578925148,0.13529411764705884
