name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized
TOI-883 b,0.124,0.6361,10.057734,0.087,Primary Transit,TOI-883,0.019999999999999997,0.956,0.988,5697.0,-0.4523994952973785,153618.15088884337,0.05434992829643576,1.3917023884852438e+17,0.9676113360323886,0.06324486211307637,-1.0604807473813815,10.988505747126437,0.09942597408123938,0.991258806110972,0.6438259109311741
TOI-892 b,0.95,1.07,10.62656,0.092,Primary Transit,TOI-892,0.24,1.28,1.39,6261.0,0.06765864847381486,145018.00134790828,0.054397006017048034,1.8155121531363907e+17,0.920863309352518,0.10069109853047459,-1.0362121726544447,13.913043478260871,0.0941038304023127,0.47661265428938365,0.7697841726618706
TOI-899 b,0.12,0.6,10.057716,0.0898,Primary Transit,TOI-899,0.1,0.972,1.086,5696.0,-0.5108256237659907,139691.4182159121,0.05609922178998959,1.3053508285934293e+17,0.8950276243093922,0.059655691212597374,-1.0467236633326955,10.824053452115812,0.09942615202099563,0.7588864336570516,0.5524861878453038
TOI-904 b,,0.2168,10.8772,0.056,Primary Transit,TOI-904,0.019999999999999997,0.5270000000000001,0.527,3770.0,-1.528780009416646,673705.5840014577,0.03234824929228632,6.44153464317602e+16,1.0,0.019931600044129003,-1.2518119729937995,9.410714285714286,0.09193542455779061,3.600632271026792,0.4113851992409867
TOI-904 c,,0.1936,83.9997,0.312,Primary Transit,TOI-904,0.019999999999999997,0.5270000000000001,0.527,3770.0,-1.6419611041396605,232322.7222757596,0.02333762877534123,2075182100694444.5,1.0,0.002304770136083819,-0.5058454059815573,1.689102564102564,0.011904804421920554,3.600632271026792,0.3673624288425047
TOI-905 Ab,0.667,1.171,3.739494,0.04666,Primary Transit,TOI-905 A,0.2,0.85,1.14,5300.0,0.15785808461558032,137654.8375061836,0.07839922364710292,3.6242154671903104e+17,0.7456140350877194,0.3131439708153028,-1.3310552655422663,18.21688812687527,0.26741585893706477,0.573725788771714,1.0271929824561405
TOI-907 Ab,,0.856,4.5849129,0.055,Primary Transit,TOI-907 A,0.1624,1.2,2.06,6224.0,-0.15548490284039498,126349.66972553816,0.07537224794278584,4.960814148122235e+17,0.5825242718446602,0.1866992936768766,-1.2596373105057561,21.818181818181817,0.2181066514916783,0.13727124890297393,0.4155339805825243
TOI-908 b,0.050773,0.28424,3.183792,0.041657,Primary Transit,TOI-908,0.08,0.95,1.028,5626.0,-1.2579363272693653,140224.98539500264,0.08220972046577793,5.7732841179691e+17,0.924124513618677,0.089277188962093,-1.3803120097209487,22.80529082747197,0.31409087025785604,0.8744686838735986,0.27649805447470815
TOI-912 b,0.016,0.1722,4.6780691,0.041,Primary Transit,TOI-912,-0.19,0.4179999999999999,0.419,3572.0,-1.7590986869885066,317527.7564802427,0.055067719626963836,9.684519711234741e+16,0.9976133651551312,0.03681005909040548,-1.3872161432802645,10.19512195121951,0.2137634093519482,5.682431548892586,0.4109785202863962
TOI-913 b,0.0208,0.2192,11.098644,0.09267188201239245,Primary Transit,TOI-913,0.021999999999999995,0.82,0.7325,4969.0,-1.5177707239082765,154773.24695121945,0.05246358090672558,7.098719588758361e+16,1.1194539249146755,0.019750160470053818,-1.0330520170879043,8.848422867794422,0.09010109703491706,2.0863682510727917,0.29924914675767916
TOI-921 b,,0.30119,5.12872650603197,0.06163999471956082,Primary Transit,TOI-921,-0.057999999999999996,1.13,1.141,6055.0,-1.200013984138757,112313.32964601768,0.0755149467808564,3.537784739431022e+17,0.990359333917616,0.05872607939724727,-1.210137407157799,18.332253355002415,0.1949801766235508,0.7607141773461752,0.26397020157756357
TOI-929 Ab,,0.24133,5.830149,0.057233354454925736,Primary Transit,TOI-929 A,-0.14560000000000003,0.7,0.717,4451.0,-1.4215899875146152,181305.80357142855,0.06168071721525312,1.198207340080208e+17,0.9762900976290098,0.041393453237644526,-1.242350799285199,12.230630314553494,0.17152220294884404,1.8990682501065181,0.33658298465829845
TOI-938 Ab,,0.36498,8.8073507,0.0876041149318385,Primary Transit,TOI-938 A,0.016679999999999997,1.1,0.985,5981.0,-1.007912721421468,115376.42045454543,0.06249698763422688,1.6674245715804826e+17,1.116751269035533,0.04144038456422543,-1.057475493715268,12.556487795760154,0.11354152162920002,1.1510229782117891,0.3705380710659899
TOI-941 b,,0.62058,8.5145626,0.08507681706116538,Primary Transit,TOI-941,0.018,1.078,1.185,5920.0,-0.4771007543643698,117731.04128014838,0.06278107661576414,1.6969316891807274e+17,0.909704641350211,0.07288454253657141,-1.0701887665200147,12.670901865369265,0.11744584507488383,0.6478339591947236,0.5236962025316456
TOI-942 b,2.599,0.4291,4.32419,0.04796,Primary Transit,TOI-942,0.0,0.88,0.893,4969.0,-0.8460652869846581,169500.90172208133,0.06968740211053007,2.650437930550275e+17,0.9854423292273237,0.09923245740820824,-1.319120825573189,18.34862385321101,0.2312571834262602,1.2357433882634796,0.480515117581187
TOI-942 c,2.501,0.5166,10.15643,0.0847,Primary Transit,TOI-942,0.0,0.88,0.893,4969.0,-0.660486398320397,169758.656019532,0.05239890350429343,8.497852063516363e+16,0.9854423292273237,0.05086432929680999,-1.072116589669293,10.38961038961039,0.0984597934510453,1.2357433882634796,0.5784994400895856
TOI-954 Ab,0.174,0.852,3.6849729,0.04963,Primary Transit,TOI-954 A,0.215,1.201,1.892,5710.0,-0.16016875215282134,111079.97441598465,0.08462327817806282,4.315746058653905e+17,0.6347780126849895,0.23120929871695936,-1.3042557248026767,24.199073141245215,0.27137241633445935,0.1773289372089083,0.4503171247357294
TOI-969 b,0.0286,0.24668,1.8237305,0.02636,Primary Transit,TOI-969,0.175,0.734,0.671,4435.0,-1.399663328858845,181587.14680317818,0.09081646915333921,5.56780074566676e+17,1.0938897168405364,0.13526121321105286,-1.5790545940780276,27.84522003034901,0.5483266304972144,2.4295648704594566,0.36763040238450073
TRAPPIST-1 b,0.0027,0.09689,1.51087081,0.01111,Primary Transit,TRAPPIST-1,0.04000000000000001,0.07999999999999996,0.117,2560.0,-2.3341789645852242,1664609.9437343173,0.04620261924496722,3.4796193988435744e+17,0.6837606837606838,0.06412858025895676,-1.9542859410591324,7.200720072007201,0.6618699582924632,49.94964451462369,0.8281196581196582
TRAPPIST-1 c,0.00434,0.09421,2.4218233,0.01521,Primary Transit,TRAPPIST-1,0.04000000000000001,0.07999999999999996,0.117,2560.0,-2.3622289459215606,1666852.8585201774,0.039460867571222684,1.8565276987828954e+17,0.6837606837606838,0.03890044331475381,-1.8178707859470016,5.259697567389876,0.4129120402797347,49.94964451462369,0.8052136752136752
TRAPPIST-1 d,0.0013,0.0689,4.04961,0.02144,Primary Transit,TRAPPIST-1,0.04000000000000001,0.07999999999999996,0.117,2560.0,-2.675099100962524,1663995.1550148765,0.03326530035878277,9.343515259523278e+16,0.6837606837606838,0.017013984062662822,-1.6687752189792675,3.7313432835820897,0.24693735940004097,49.94964451462369,0.5888888888888889
TRAPPIST-1 e,0.002,0.0819,6.099615,0.02817,Primary Transit,TRAPPIST-1,0.04000000000000001,0.07999999999999996,0.117,2560.0,-2.5022562881231134,1664348.644161355,0.029017787205134905,5.412353663397429e+16,0.6837606837606838,0.013427076954856986,-1.5502131530142267,2.839900603478878,0.16394477356357737,49.94964451462369,0.7
TRAPPIST-1 f,0.0021,0.09323,9.20669,0.0371,Primary Transit,TRAPPIST-1,0.04000000000000001,0.07999999999999996,0.117,2560.0,-2.372685720673535,1659912.943888111,0.025319216232583333,3.120412737483744e+16,0.6837606837606838,0.010126332047674028,-1.4306260903849541,2.1563342318059298,0.10861666896571949,49.94964451462369,0.7968376068376067
TRAPPIST-1 g,0.00422,0.1005,12.35294,0.0451,Primary Transit,TRAPPIST-1,0.04000000000000001,0.07999999999999996,0.117,2560.0,-2.2975975514830065,1663454.9294523783,0.02293961254193733,2.111576293135235e+16,0.6837606837606838,0.008135715060544292,-1.3458234581220394,1.7738359201773837,0.08095238866213225,49.94964451462369,0.858974358974359
TRAPPIST-1 h,0.001041,0.0674,20.0,0.063,Primary Transit,TRAPPIST-1,0.04000000000000001,0.07999999999999996,0.117,2560.0,-2.6971102610638757,1599699.2565397706,0.019792033717615697,1.082128318468128e+16,0.6837606837606838,0.00337,-1.2006594505464183,1.2698412698412698,0.05,49.94964451462369,0.576068376068376
TrES-1 Ab,0.761,1.099,3.0300722,0.0393,Primary Transit,TrES-1 A,0.041400000000000006,0.896,0.857,5242.82,0.0944006754214843,151261.46513432523,0.08149283788424505,4.891867543381547e+17,1.0455075845974329,0.3626976281291251,-1.4056074496245732,22.798982188295167,0.3300251393349637,1.4235264594239123,1.2823803967327887
TrES-2 Ab,1.253,1.189,2.4706133738,0.03555,Primary Transit,TrES-2 A,-0.15,0.98,1.0,5850.0,0.17311261770864483,135859.7342612503,0.09040962865293556,9.26710863643647e+17,0.98,0.4812570079191401,-1.449160394934215,27.56680731364276,0.40475778630709847,0.98,1.189
TrES-3 b,1.91,1.305,1.30618608,0.0226,Primary Transit,TrES-3,-0.19,0.924,0.813,5720.0,0.2662030407746567,147803.52266878428,0.1087134445210583,2.0958839739995302e+18,1.1365313653136533,0.9990919517378412,-1.645891560852599,40.88495575221239,0.7655877024811044,1.719492692264922,1.6051660516605166
TrES-4 Ab,0.917,1.706,3.5539268,0.05084,Primary Transit,TrES-4 A,0.14,1.388,1.798,6200.0,0.5341514490694873,96117.02745335823,0.08988287013030494,5.7168352171326586e+17,0.771968854282536,0.4800323968405877,-1.2937944581180294,27.301337529504323,0.28137889615509243,0.23879234691696002,0.9488320355951056
TrES-5 b,1.778,1.209,1.4822446,0.02446,Primary Transit,TrES-5,0.2,0.893,0.866,5171.0,0.18979357163265567,150131.0062857461,0.10368512228927174,1.195047714619562e+18,1.0311778290993072,0.8156548521074053,-1.6115435472997333,36.50858544562551,0.6746524831326759,1.3749844378860991,1.3960739030023095
UX Tau Ab,,6.8,2108530.841943881,360.0,Imaging,UX Tau A,0.18200000000000002,1.4,1.74,4710.0,1.916922612182061,95291.11607142857,0.0010727596037909191,3797332506.25,0.8045977011494252,3.224994325305194e-06,2.5563025007672873,0.0038888888888888888,4.742638713684109e-07,0.26575429420974545,3.9080459770114944
VHS 1256-1257 (AB)b,12.0,1.25,5840000.0,350.0,Imaging,VHS 1256-1257 (AB),0.04000000000000001,0.07299999999999995,0.16,2620.0,0.22314355131420976,795465.889212828,0.00037656076327274916,384652958.0408163,0.45625,2.1404109589041096e-07,2.5440680443502757,0.00020857142857142857,1.7123287671232878e-07,17.822265624999996,7.8125
WASP-100 Ab,2.03,1.69,2.849375,0.0457,Primary Transit,WASP-100 A,-0.03,1.44,1.774,6733.0,0.5247285289349821,85064.94369556608,0.10077352701490926,9.840157681183636e+17,0.8117249154453212,0.593112524676464,-1.3400837999301498,31.50984682713348,0.3509541566132924,0.2579298737765854,0.9526493799323562
WASP-101 b,0.5,1.36,3.5857076,0.0496,Primary Transit,WASP-101,0.2,1.34,1.29,6400.0,0.3074846997479607,105367.02399681455,0.08691338670116533,6.819562955254943e+17,1.0387596899224807,0.3792835757159898,-1.3045183235098026,27.016129032258068,0.2788849821441101,0.6242171083002708,1.054263565891473
WASP-102 b,0.621,1.33,2.709813,0.041,Primary Transit,WASP-102,-0.2,1.08,1.375,5990.0,0.28517894223366247,106543.52802439022,0.09506582099737622,7.658426983997619e+17,0.7854545454545455,0.49080877536568024,-1.3872161432802645,26.34146341463415,0.3690291544102859,0.41544703230653646,0.9672727272727273
WASP-103 b,1.49,1.528,0.925542,0.01985,Primary Transit,WASP-103,0.06,1.22,1.436,6110.0,0.42395969074432877,109524.36131981302,0.13475480134614615,3.5370713357993513e+18,0.8495821727019499,1.6509245393509966,-1.702239488900866,61.46095717884131,1.0804479969574585,0.41199933111841053,1.0640668523676882
WASP-104 Ab,1.272,1.137,1.7554137,0.02918,Primary Transit,WASP-104 A,0.32,1.02,0.93,5450.0,0.128393214768399,124023.24899790551,0.1044445233983877,1.0361328285567447e+18,1.096774193548387,0.6477105653214396,-1.5349147124425673,34.95544893762851,0.5696662843636232,1.268093644985995,1.2225806451612902
WASP-105 b,1.8,0.96,7.87288,0.075,Primary Transit,WASP-105,0.28,0.89,0.9,5070.0,-0.040821994520255166,146920.86398672595,0.05985597367652866,1.17465223824e+17,0.9888888888888889,0.12193758827773317,-1.1249387366083,11.866666666666667,0.12701832112263872,1.2208504801097393,1.0666666666666667
WASP-106 b,1.925,1.085,9.289715,0.0917,Primary Transit,WASP-106,-0.09,1.27,1.85,6000.0,0.08157998699242285,111917.18393046875,0.06202214951356077,1.5412260119944486e+17,0.6864864864864865,0.11679583281080205,-1.0376306643299789,13.849509269356597,0.10764592885788209,0.20058041971847668,0.5864864864864865
WASP-107 b,0.096,0.94,5.7214876,0.055,Primary Transit,WASP-107,0.019999999999999997,0.69,0.66,4430.0,-0.06187540371808753,196756.84662331332,0.06039953523536034,1.273179173586777e+17,1.0454545454545454,0.16429293668311018,-1.2596373105057561,12.545454545454545,0.17477971987564914,2.4000333917689285,1.424242424242424
WASP-108 Ab,1.167,1.215,2.6755463,0.0397,Primary Transit,WASP-108 A,0.05,1.167,1.215,6000.0,0.19474407679251185,114407.21698361776,0.09323047659277268,8.222880673058011e+17,0.9604938271604938,0.45411286659475864,-1.401209493236885,29.39546599496222,0.3737554457570029,0.650641892096729,1.0
WASP-109 b,0.91,1.443,3.3190233,0.0463,Primary Transit,WASP-109,-0.22,1.203,1.346,6520.0,0.3667242797917339,110988.40989360123,0.0876497250629168,8.43001603851303e+17,0.8937592867756315,0.43476645674647724,-1.334419008982047,25.98272138228942,0.3012934558187645,0.4933219592781824,1.0720653789004457
WASP-10 b,3.16,1.08,3.0927616,0.0371,Primary Transit,WASP-10,0.029999999999999995,0.71,0.783,4675.0,0.0769610411361284,187314.3976668113,0.07537153038124976,3.4703928636134944e+17,0.9067688378033205,0.34920247328471743,-1.4306260903849541,19.137466307277627,0.3233356234117754,1.4790166481592728,1.3793103448275863
WASP-110 b,0.515,1.238,3.7783977,0.0457,Primary Transit,WASP-110,-0.06,0.892,0.881,5400.0,0.21349717426240436,149577.6604753459,0.0759955916070209,4.0713893770140154e+17,1.0124858115777526,0.3276521156044532,-1.3400837999301498,19.51859956236324,0.26466245202298316,1.3044791113928071,1.40522133938706
WASP-111 Ab,1.85,1.442,2.310965,0.03914,Primary Transit,WASP-111 A,0.08,1.336,1.954,6510.0,0.3660310388627573,89068.52742267604,0.1064160958400534,1.1724175522390047e+18,0.6837256908904811,0.6239817565389351,-1.4073791786780177,34.1338783852836,0.4327196647288038,0.17907410117725106,0.7379733879222108
WASP-112 b,0.88,1.191,3.0353992,0.0382,Primary Transit,WASP-112,-0.64,0.807,1.002,5610.0,0.1747932903731631,165288.0826754801,0.07907285431657891,6.787732507401114e+17,0.8053892215568863,0.3923701370152565,-1.4179366370882913,21.125654450261784,0.32944595887091227,0.8021773036331392,1.188622754491018
WASP-113 Ab,0.475,1.409,4.54216874538,0.05885,Primary Transit,WASP-113 A,0.1,1.318,1.608,5890.0,0.3428802329165432,101224.84667989718,0.08140724751884662,3.4751075084979814e+17,0.8196517412935324,0.31020423920470674,-1.2302535328205466,22.39592183517417,0.22015914776771237,0.3169985509693186,0.8762437810945273
WASP-114 Ab,1.769,1.339,1.5487743,0.02851,Primary Transit,WASP-114 A,0.14,1.289,1.43,5940.0,0.29192306670903545,103510.54970336387,0.11566153512987012,1.5316211163577277e+18,0.9013986013986014,0.864554635236393,-1.54500278269054,45.21220624342336,0.6456718709756483,0.4408032673473527,0.9363636363636364
WASP-116 b,0.64,1.22,6.6132,0.065,Primary Transit,WASP-116,0.0,1.25,1.426,6250.0,0.19885085874516517,159251.39459262628,0.06175634261275527,3.6115477071005914e+17,0.876577840112202,0.18447952579689106,-1.1870866433571443,19.23076923076923,0.15121272606302547,0.43107360997238325,0.8555399719495091
WASP-117 b,0.3,0.98,10.020593,0.0714,Primary Transit,WASP-117,-0.11,1.126,1.17,6040.0,-0.020202707317519466,275862.209748097,0.04476974874966207,2.6106661067564278e+17,0.9623931623931623,0.09779860333614987,-1.1463017882238256,15.770308123249297,0.09979449320015292,0.7030412465433286,0.8376068376068376
WASP-118 Ab,0.514,1.44,4.0460435,0.05453,Primary Transit,WASP-118 A,0.15999999999999998,1.29,1.81,6404.0,0.36464311358790924,100961.22288053081,0.0846807738968953,5.6563242511551066e+17,0.712707182320442,0.3559032422661793,-1.2633645023131788,23.65670273244086,0.24715502935151343,0.2175474443150215,0.7955801104972375
WASP-119 b,1.23,1.4,2.49979,0.0363,Primary Transit,WASP-119,0.14,1.02,1.2,5650.0,0.3364722366212129,130643.31074455012,0.09123951477948908,7.733579265608755e+17,0.8500000000000001,0.5600470439516919,-1.4400933749638876,28.09917355371901,0.4000336028226371,0.5902777777777779,1.1666666666666667
WASP-120 Ab,5.06,1.515,3.6112706,0.0522,Primary Transit,WASP-120 A,-0.05,1.36,1.684,6572.0,0.4154154389613324,91687.16733555446,0.0908218489732601,6.846194181389937e+17,0.807600950118765,0.41951993295656104,-1.282329496997738,26.053639846743295,0.2769108468360139,0.28478207289748314,0.8996437054631828
WASP-121 b,1.184,1.865,1.2749255,0.02544,Primary Transit,WASP-121,0.13,1.353,1.458,6460.0,0.6232610530957788,98722.98864049395,0.12537535268896002,2.6908894626893716e+18,0.9279835390946503,1.4628305732374167,-1.5944828930236237,53.18396226415094,0.7843595566956658,0.4365411866484945,1.2791495198902607
WASP-122 Ab,1.401,1.792,1.7100567,0.03107,Primary Transit,WASP-122 A,0.32,1.06,1.508,5875.0,0.5833323145527387,97498.34889679773,0.11415911969121828,1.2340960926406976e+18,0.7029177718832892,1.0479184696039612,-1.5076587467450255,34.11651110395881,0.584775931698639,0.3091020181856312,1.1883289124668435
WASP-123 Ab,0.92,1.327,2.977641,0.0431,Primary Transit,WASP-123 A,0.18,1.025,1.22,5737.0,0.28292075535007044,110742.12709441497,0.09094625132426647,5.831561488270202e+17,0.8401639344262295,0.4456547985469034,-1.3655227298392685,23.781902552204176,0.3358363214370033,0.5644745595446314,1.087704918032787
WASP-124 b,0.6,1.24,3.37265,0.0499,Primary Transit,WASP-124,-0.02,1.07,1.02,6050.0,0.2151113796169455,91546.32430229272,0.09296278796443785,5.380472392681154e+17,1.0490196078431373,0.36766341007812847,-1.30189945437661,21.442885771543086,0.2965027500630068,1.0082848979653376,1.2156862745098038
WASP-126 b,0.2841,0.96,3.2888,0.0449,Primary Transit,WASP-126,0.17,1.12,1.27,5800.0,-0.040821994520255166,119491.19503276052,0.08578053402224624,5.6133134260246714e+17,0.8818897637795277,0.2918997810751642,-1.3477536589966768,24.94432071269488,0.304062271953296,0.5467727470888012,0.7559055118110236
WASP-127 Ab,0.17,1.293,4.17806348,0.0495,Primary Transit,WASP-127 A,-0.193,1.05,1.347,5828.0,0.2569650997897204,143924.4145807402,0.07444062882103207,4.708339542744846e+17,0.779510022271715,0.3094735171424442,-1.3053948010664314,21.21212121212121,0.23934533421689422,0.4296219993792552,0.9599109131403117
WASP-129 Ab,1.0,0.93,5.748145,0.0628,Primary Transit,WASP-129 A,0.15,1.0,0.9,5900.0,-0.07257069283483537,133406.3489490577,0.06864545645436536,3.07247783885756e+17,1.1111111111111112,0.16179132572334207,-1.202040356262804,15.923566878980893,0.17396916744445381,1.371742112482853,1.0333333333333334
WASP-12 Ab,1.47,1.9,1.09141937,0.02344,Primary Transit,WASP-12 A,0.3,1.434,1.657,6360.0,0.6418538861723947,92493.34636633485,0.13494158858504543,2.977921518014188e+18,0.8654194327097163,1.7408523728143104,-1.630042392653947,61.177474402730375,0.9162380909549003,0.31519667397752454,1.1466505733252865
WASP-130 Ab,1.23,0.89,11.55098,0.1012,Primary Transit,WASP-130 A,0.26,1.04,0.96,5625.0,-0.11653381625595151,128734.84850581782,0.0550480005234685,9.77527721092566e+16,1.0833333333333335,0.0770497395026223,-0.9948194874962197,10.276679841897234,0.08657274101418236,1.1754918981481484,0.9270833333333334
WASP-131 Ab,0.27,1.19,5.3220096,0.0602,Primary Transit,WASP-131 A,0.18,1.06,1.53,6030.0,0.17395330712343798,129826.04692127777,0.07107235497888073,3.648180066472777e+17,0.6928104575163399,0.22359974698279383,-1.2204035087421754,17.60797342192691,0.18789894704436458,0.2959590147021829,0.7777777777777777
WASP-132 b,0.428,0.901,7.1335164,0.067,"Primary Transit, Radial Velocity",WASP-132,0.21999999999999997,0.789,0.758,4686.0,-0.10425002137379911,169193.20604286084,0.05901345030636395,1.0741366413259432e+17,1.0408970976253298,0.12630516977573641,-1.1739251972991736,11.776119402985074,0.14018331828605593,1.811629509724469,1.1886543535620053
WASP-132 c,0.0197,0.16424,1.01153624,0.01833,"Primary Transit, Radial Velocity",WASP-132,0.21999999999999997,0.789,0.758,4686.0,-1.8064265062714588,166140.49442053656,0.11385730152446323,1.4351067499289887e+18,1.0408970976253298,0.16236689651376207,-1.7368375350377834,43.0441898527005,0.988595327044338,1.811629509724469,0.2166754617414248
WASP-133 b,1.16,1.21,2.176423,0.0345,Primary Transit,WASP-133,0.29,1.16,1.44,5700.0,0.1906203596086497,115353.11543803061,0.09959915563183062,8.868725897920604e+17,0.8055555555555556,0.5559581018947143,-1.4621809049267258,33.623188405797094,0.459469505698111,0.3884816529492455,0.8402777777777778
WASP-134 b,1.412,0.988,10.1467583,0.0956,Primary Transit,WASP-134,0.4,1.131,1.16,5700.0,-0.012072581234269249,117836.80374740137,0.05919846492907675,1.1550043985574482e+17,0.9750000000000001,0.09737099976058364,-1.0195421077239,11.830543933054393,0.0985536434823721,0.7245838287752677,0.8517241379310345
WASP-135 b,1.9,1.3,1.4013776,0.0243,Primary Transit,WASP-135,0.019999999999999997,0.98,0.96,5680.0,0.26236426446749106,136864.7227124519,0.10895093725236078,1.7627097050923812e+18,1.0208333333333333,0.9276586124967319,-1.6143937264016879,40.32921810699589,0.713583548074409,1.1076750578703705,1.3541666666666667
WASP-136 Ab,1.51,1.38,5.215357,0.0661,Primary Transit,WASP-136 A,-0.37,1.13,2.39,6067.2,0.3220834991691132,94181.08849606958,0.07963377172541988,3.101346753714201e+17,0.4728033472803347,0.264603170981392,-1.1797985405143596,17.095310136157334,0.19174142824738555,0.08277224615821407,0.5774058577405857
WASP-137 Ab,0.681,1.27,3.9080284,0.0519,Primary Transit,WASP-137 A,0.487,1.216,1.65,6100.0,0.23901690047049992,109247.9631696289,0.08344292417184597,5.140254528309591e+17,0.7369696969696969,0.3249720498448783,-1.2848326421515421,23.429672447013488,0.2558835038148648,0.27069594011742776,0.7696969696969698
WASP-139 Ab,0.117,0.8,5.924262,0.062,Primary Transit,WASP-139 A,0.2,0.87,0.846,5151.0,-0.2231435513142097,147262.93278441476,0.06575628982059442,1.8313983582351744e+17,1.0283687943262412,0.13503791695910816,-1.207608310501746,14.03225806451613,0.1687973961988852,1.4368391852721487,0.9456264775413712
WASP-13 b,0.52,1.32,4.35323,0.052,Primary Transit,WASP-13,0.0,0.779,0.94,5826.0,0.27763173659827955,134776.1964674841,0.07505361213933986,4.26064386116929e+17,0.9957332605531296,0.30322312397920625,-1.2839966563652008,11.632943684351554,0.22971448786303503,1.1466409255295227,0.2542857142857143
WASP-140 Ab,2.44,1.44,2.2359835,0.0323,Primary Transit,WASP-140 A,0.12,0.9,0.87,5260.0,0.36464311358790924,148364.37174268486,0.09076403534368685,7.337327969787882e+17,1.0344827586206897,0.6440119079590703,-1.490797477668897,27.86377708978328,0.4472304916382433,1.366736370221548,1.6551724137931034
WASP-141 b,2.69,1.21,3.310651,0.0469,Primary Transit,WASP-141,0.29,1.25,1.37,5900.0,0.1906203596086497,106244.94446675948,0.08901010432894393,5.508867935679507e+17,0.9124087591240875,0.36548702959025275,-1.3288271572849168,26.652452025586356,0.3020553963555808,0.4861253977964129,0.8832116788321167
WASP-142 b,0.84,1.53,2.052868,0.0347,Primary Transit,WASP-142,0.26,1.33,1.64,6010.0,0.4252677354043441,100863.40510043062,0.106205820422517,1.0835250056141981e+18,0.8109756097560976,0.7452987722542316,-1.4596705252091262,38.328530259366,0.48712338055832133,0.3015227579402505,0.9329268292682927
WASP-143 b,0.725,1.234,3.778873,0.049,Primary Transit,WASP-143,0.23,1.087,1.0,5900.0,0.21026092548319605,121376.98705581005,0.08147298944732986,5.046797584339858e+17,1.087,0.32655238744461645,-1.3098039199714864,22.183673469387752,0.2646291632452321,1.087,1.234
WASP-144 b,0.44,0.85,2.2783152,0.0316,Primary Transit,WASP-144,0.18,0.81,0.81,4950.0,-0.16251892949777494,164500.17615718025,0.0871471408815053,6.012382893867168e+17,1.0,0.3730827060276822,-1.5003129173815961,25.632911392405063,0.43892083062080256,1.5241579027587258,1.0493827160493827
WASP-145 Ab,0.89,0.9,1.7690381,0.0261,Primary Transit,WASP-145 A,-0.039999999999999994,0.76,0.68,4900.0,-0.10536051565782628,176016.28515607928,0.09270073748970539,8.462590097033219e+17,1.1176470588235294,0.5087510551638205,-1.583359492661719,29.11877394636015,0.5652789501820227,2.417056788113169,1.3235294117647058
WASP-146 b,1.11,1.228,3.396944,0.0451,Primary Transit,WASP-146,-0.01,1.057,1.29,6100.0,0.2053868297249507,125790.29892832034,0.08341958458950142,6.80716466487382e+17,0.8193798449612403,0.3615013965493691,-1.3458234581220394,23.436807095343678,0.2943822447470432,0.4923861816965568,0.951937984496124
WASP-147 b,0.275,1.115,4.60273,0.0549,Primary Transit,WASP-147,0.092,1.044,1.429,5702.0,0.10885440491208208,128030.6545415303,0.0749439731125135,3.507229318888843e+17,0.7305808257522743,0.24224753570163793,-1.260427655549908,19.016393442622952,0.21726236385797124,0.35776991047303863,0.7802659202239328
WASP-148 b,0.287,0.756,8.80345,0.08215,Primary Transit,WASP-148,0.11,1.0,1.03,5460.0,-0.27971390280260405,139792.2517903113,0.05863197643932811,1.3169079979803286e+17,0.970873786407767,0.08587542383951746,-1.0853924322289195,12.172854534388314,0.1135918304755522,0.9151416593531596,0.7339805825242718
WASP-149 b,0.991,1.36,1.332813,0.024,Primary Transit,WASP-149,0.0,1.05,1.08,5750.0,0.3074846997479607,128500.46968815105,0.11314148899531297,1.8977932400173612e+18,0.9722222222222222,1.0203982104016094,-1.6197887582883939,43.75,0.7502928017658891,0.833523853071178,1.2592592592592593
WASP-14 Ab,7.341,1.281,2.2437661,0.036,Primary Transit,WASP-14 A,0.0,1.211,1.306,6475.0,0.24764102291459714,107906.5138783696,0.10081027209496794,1.3562947775004823e+18,0.9272588055130169,0.5709151234613982,-1.4436974992327127,33.63888888888889,0.4456792532875864,0.543644016374547,0.9808575803981622
WASP-150 b,8.46,1.07,5.644207,0.0694,Primary Transit,WASP-150,0.2,1.346,1.706,6093.0,0.06765864847381486,95307.58271600195,0.0772567448922875,2.86157920789393e+17,0.7889800703399766,0.18957490396790908,-1.158640529545145,19.394812680115272,0.177172807446644,0.2710865555332523,0.6271981242672919
WASP-151 b,0.31,1.13,4.533471,0.055,Primary Transit,WASP-151,0.1,1.077,1.14,5871.0,0.12221763272424911,123530.33393142596,0.07622750689149159,3.927561032683904e+17,0.9447368421052632,0.2492571365296039,-1.2596373105057561,19.581818181818182,0.2205815367518619,0.7269443229495718,0.9912280701754386
WASP-153 Ab,0.39,1.55,3.332609,0.048,Primary Transit,WASP-153 A,0.34,1.336,1.73,5914.0,0.4382549309311553,100425.73375000905,0.09049753353742372,5.309367731583403e+17,0.7722543352601157,0.46510106646174215,-1.3187587626244128,27.833333333333336,0.3000652041688659,0.25802877986572076,0.8959537572254336
